"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1_K-1-24_1-E,1_01_55195"	"neg-Exp1_K-25-48_1-E,3_01_55198"	"neg-Exp1_K-49-72_1-E,5_01_55201"	"neg-Exp1_K-73-96_1-E,7_01_55204"	"neg-Exp1_K-97-120_1-F,1_01_55207"	"neg_Exp2_K01_1-C,1_01_342"	"neg_Exp2_K02_1-C,5_01_347"	"neg_Exp2_K03_1-D,1_01_352"	"neg_Exp2_K04_1-D,5_01_358"	"neg-Exp1_P-1-24_1-E,2_01_55196"	"neg-Exp1_P-25-48_1-E,4_01_55199"	"neg-Exp1_P-49-72_1-E,6_01_55202"	"neg-Exp1_P-73-96_1-E,8_01_55205"	"neg-Exp1_P-97-120_1-F,2_01_55208"	"neg_Exp2_P1_1-C,2_01_343"	"neg_Exp2_P2_1-C,6_01_348"	"neg_Exp2_P3_1-D,2_01_353"	"neg_Exp2_P4_1-D,6_01_359"	"neg_Exp2_P5_1-E,1_01_364"
""	""	""	""	""	" 157.0489"	""	""	""	"202.59113"	""	""	""	""	""	""	""	""	""	""	""	"6.577682e+03"	"3.143743e+03"	"4.920200e+03"	"4.535684e+03"	"2.103916e+03"	"4.055664e+02"	"4.386182e+02"	"4.292789e+02"	"4.659694e+02"	"1.618267e+05"	"1.663653e+05"	"1.558374e+05"	"1.903743e+05"	" 166154.0432"	" 57596.05869"	" 50120.26627"	"4.124515e+04"	" 49299.84467"	"6.307494e+04"
""	""	""	""	""	" 157.0490"	""	""	""	"166.85826"	""	""	""	""	""	""	""	""	""	""	""	"4.810980e+04"	"1.228674e+03"	"1.901234e+03"	"3.618320e+04"	"1.627673e+03"	"4.529661e+02"	"3.972351e+02"	"6.119866e+02"	"5.694158e+02"	"1.858083e+04"	"2.045271e+04"	"1.495512e+04"	"3.458368e+04"	"  20116.1824"	"  3652.66903"	"  4177.38381"	"1.649562e+03"	"  4243.13848"	"4.885883e+03"
""	""	""	""	""	" 158.0550"	""	""	""	"202.37839"	""	""	""	""	""	""	""	""	""	""	""	"3.127288e+03"	"3.171553e+03"	"3.458001e+03"	"3.597539e+03"	"2.647360e+03"	"1.855513e+03"	"1.163407e+03"	"1.115463e+03"	"2.059608e+03"	"1.183273e+04"	"1.079238e+04"	"1.178147e+04"	"1.058187e+04"	"  13100.8750"	"  4516.60055"	"  4006.93017"	"3.737481e+03"	"  4358.10491"	"5.011556e+03"
""	""	""	""	""	" 158.9783"	""	""	""	" 21.68475"	""	""	""	""	""	""	""	""	""	""	""	"6.760220e+03"	"8.331936e+03"	"7.618903e+03"	"8.808413e+03"	"8.408771e+03"	"6.391020e+03"	"7.223500e+03"	"6.391413e+03"	"7.449879e+03"	"8.885993e+03"	"1.027933e+04"	"1.253468e+04"	"9.868884e+03"	"  12100.7900"	"  2274.00051"	"  4923.60973"	"5.704354e+03"	"  5737.45089"	"4.426920e+03"
""	""	""	""	""	" 159.0994"	""	""	""	"378.90041"	""	""	""	""	""	""	""	""	""	""	""	"3.200377e+03"	"1.754838e+03"	"2.086190e+03"	"2.385464e+03"	"1.285100e+03"	"5.646397e+02"	"5.898857e+02"	"3.816023e+02"	"7.485343e+02"	"7.421636e+04"	"6.807655e+04"	"6.440311e+04"	"5.999703e+04"	"  44003.4787"	" 16867.15089"	" 11337.43248"	"2.215248e+03"	" 21075.26850"	"1.231706e+04"
""	""	""	""	""	" 160.0387"	""	""	""	"282.22369"	""	""	""	""	""	""	""	""	""	""	""	"1.913951e+04"	"1.883104e+04"	"1.596100e+04"	"2.053260e+04"	"9.120812e+03"	"2.211344e+03"	"2.336030e+03"	"2.395904e+03"	"1.771367e+03"	"7.926144e+03"	"9.507678e+03"	"6.548325e+03"	"1.188371e+04"	"   8961.8169"	"  4658.86800"	"  3623.59368"	"3.522816e+03"	"  2554.45680"	"5.077291e+03"
""	""	""	""	""	" 160.0385"	""	""	""	"304.33677"	""	""	""	""	""	""	""	""	""	""	""	"5.516750e+04"	"9.427272e+04"	"7.739475e+04"	"6.214760e+04"	"7.447936e+04"	"1.837374e+04"	"1.819546e+04"	"1.280047e+04"	"1.518857e+04"	"1.112824e+04"	"1.791749e+04"	"1.101938e+04"	"2.001977e+04"	"  14268.3376"	"  5965.97467"	"  4225.38076"	"9.646427e+03"	"  4588.60545"	"7.364161e+03"
""	""	""	""	""	" 160.9555"	""	""	""	"452.25476"	""	""	""	""	""	""	""	""	""	""	""	"7.040450e+05"	"7.164034e+05"	"7.068147e+05"	"6.738544e+05"	"7.141635e+05"	"1.722139e+05"	"1.622239e+05"	"1.597230e+05"	"1.641012e+05"	"4.500654e+05"	"4.871239e+05"	"5.288755e+05"	"5.386270e+05"	" 556828.9471"	"145928.78720"	"133377.40509"	"1.532388e+05"	"131090.84570"	"1.797897e+05"
""	""	""	""	""	" 161.0443"	""	""	""	" 70.42455"	""	""	""	""	""	""	""	""	""	""	""	"5.052194e+04"	"6.309944e+04"	"5.796867e+04"	"6.327533e+04"	"6.566275e+04"	"8.459974e+03"	"1.392238e+04"	"1.333742e+04"	"1.409093e+04"	"2.817426e+05"	"4.744445e+05"	"4.448575e+05"	"3.718401e+05"	" 412632.5005"	" 31832.34834"	" 42785.51910"	"5.052958e+04"	" 66822.76372"	"4.805502e+04"
""	""	""	""	""	" 161.0447"	""	""	""	" 47.10773"	""	""	""	""	""	""	""	""	""	""	""	"4.451669e+04"	"3.030040e+04"	"3.766322e+04"	"4.560570e+04"	"3.558120e+04"	"3.107376e+03"	"9.800967e+03"	"9.337335e+03"	"9.947747e+03"	"2.812708e+05"	"4.640919e+05"	"9.201031e+05"	"3.808170e+05"	" 375668.4835"	" 28342.57065"	" 35952.77474"	"3.063271e+04"	" 53812.59140"	"3.577701e+04"
""	""	""	""	""	" 161.0801"	""	""	""	"132.02945"	""	""	""	""	""	""	""	""	""	""	""	"2.461392e+03"	"2.673053e+03"	"4.077607e+01"	"6.029618e+02"	"1.382037e+03"	"6.012404e+02"	"6.087389e+02"	"1.741160e+02"	"1.497664e+02"	"4.508393e+05"	"5.095474e+05"	"4.961891e+05"	"5.080550e+05"	" 463173.9607"	"185080.98200"	"191638.75156"	"1.360748e+05"	"190535.56988"	"2.014874e+05"
""	""	""	""	""	" 161.9583"	""	""	""	"452.21519"	""	""	""	""	""	""	""	""	""	""	""	"4.617514e+04"	"4.982509e+04"	"4.892195e+04"	"4.525613e+04"	"4.611161e+04"	"1.116405e+04"	"9.917957e+03"	"9.989318e+03"	"9.984460e+03"	"2.988053e+04"	"3.323984e+04"	"3.567294e+04"	"3.657734e+04"	"  38124.6653"	"  9477.86518"	"  8398.10938"	"7.696975e+03"	"  7390.95917"	"1.104691e+04"
""	""	""	""	""	" 162.0322"	""	""	""	"300.43671"	""	""	""	""	""	""	""	""	""	""	""	"8.605384e+02"	"1.330377e+03"	"1.241217e+03"	"1.405112e+03"	"1.639505e+03"	"1.466960e+02"	"1.800792e+02"	"2.894997e+02"	"2.230780e+02"	"3.974763e+03"	"3.483154e+03"	"6.038933e+03"	"4.295475e+03"	"   3723.0504"	"  1656.65760"	"  1769.58047"	"3.945994e+03"	"   574.93064"	"3.053951e+03"
""	""	""	""	""	" 162.0832"	""	""	""	"132.03650"	""	""	""	""	""	""	""	""	""	""	""	"8.054300e+02"	"5.795474e+02"	"9.422305e+02"	"7.647926e+02"	"4.401722e+02"	"1.580717e+02"	"1.981447e+02"	"1.821213e+02"	"1.304202e+02"	"3.379739e+04"	"4.287719e+04"	"3.685600e+04"	"3.953353e+04"	"  35039.1465"	" 13852.62814"	" 16391.87696"	"1.138746e+04"	" 15184.56160"	"1.576435e+04"
""	""	""	""	""	" 162.9523"	""	""	""	"452.21519"	""	""	""	""	""	""	""	""	""	""	""	"4.379553e+05"	"4.519995e+05"	"4.511425e+05"	"4.253166e+05"	"4.506086e+05"	"1.095454e+05"	"1.042835e+05"	"1.003366e+05"	"1.044119e+05"	"3.008199e+05"	"3.231047e+05"	"3.406372e+05"	"3.473626e+05"	" 355619.3884"	" 92454.55828"	" 86183.82746"	"9.646776e+04"	" 81036.97041"	"1.139292e+05"
""	""	""	""	""	" 162.9403"	""	""	""	" 26.56945"	""	""	""	""	""	""	""	""	""	""	""	"5.296876e+02"	"4.478717e+02"	"6.591720e+02"	"5.800606e+02"	"4.309603e+02"	"1.447291e+02"	"8.763779e+02"	"6.710480e+02"	"9.897064e+02"	"3.625347e+04"	"1.463935e+05"	"9.887721e+04"	"9.780242e+04"	"  77503.7303"	"  1990.73140"	" 14215.00838"	"6.759370e+03"	" 23248.55820"	"1.176040e+04"
""	""	""	""	""	" 163.0392"	""	""	""	"258.22336"	""	""	""	""	""	""	""	""	""	""	""	"7.851715e+03"	"9.986983e+03"	"9.082420e+03"	"1.227848e+04"	"1.251550e+04"	"3.128856e+03"	"3.697706e+03"	"3.692955e+03"	"2.655834e+03"	"3.308547e+03"	"3.676964e+03"	"3.375756e+03"	"4.602799e+03"	"   3885.5123"	"  3175.29008"	"  1765.53308"	"4.333220e+03"	"   991.48257"	"3.539557e+03"
""	""	""	""	""	" 163.1096"	""	""	""	"356.30346"	""	""	""	""	""	""	""	""	""	""	""	"1.317166e+03"	"6.990780e+02"	"4.670699e+02"	"1.404351e+03"	"3.177739e+02"	"1.417689e+02"	"7.904465e+01"	"8.305990e+01"	"7.505413e+01"	"6.681058e+04"	"6.587485e+04"	"5.947345e+04"	"4.555799e+04"	"  42778.3625"	"  9467.39800"	"  6363.27612"	"2.197611e+03"	" 13530.14880"	"6.570974e+03"
""	""	""	""	""	" 163.1097"	""	""	""	"495.53029"	""	""	""	""	""	""	""	""	""	""	""	"4.787534e+02"	"1.573450e+02"	"2.382269e+02"	"2.274443e+02"	"1.927068e+02"	"8.704917e+01"	"2.535360e+01"	"2.067982e+01"	"2.668364e+01"	"1.041122e+04"	"1.006609e+04"	"8.725043e+03"	"7.248196e+03"	"   4640.6621"	"   691.46067"	"   866.09950"	"2.057639e+02"	"  3032.04613"	"1.195886e+03"
""	""	""	""	""	" 163.9556"	""	""	""	"452.27754"	""	""	""	""	""	""	""	""	""	""	""	"2.903301e+04"	"2.762330e+04"	"3.087255e+04"	"3.001187e+04"	"2.664423e+04"	"5.773417e+03"	"6.378598e+03"	"5.916942e+03"	"4.795717e+03"	"1.818793e+04"	"1.953281e+04"	"2.187855e+04"	"2.243413e+04"	"  22045.0391"	"  5953.77932"	"  5434.67760"	"5.665307e+03"	"  5115.40800"	"7.382885e+03"
""	""	""	""	""	" 164.0701"	""	""	""	"228.66585"	""	""	""	""	""	""	""	""	""	""	""	"3.238164e+03"	"3.305072e+03"	"3.870307e+03"	"3.219130e+03"	"3.758424e+03"	"4.785725e+02"	"4.162392e+02"	"7.944923e+02"	"5.216163e+02"	"2.067897e+03"	"1.486136e+03"	"1.717421e+03"	"2.303951e+03"	"   2090.2804"	"   333.93360"	"   386.27223"	"4.662889e+02"	"   375.86043"	"4.643272e+02"
""	""	""	""	""	" 164.9495"	""	""	""	"452.20700"	""	""	""	""	""	""	""	""	""	""	""	"7.486318e+04"	"7.470823e+04"	"7.424918e+04"	"7.047512e+04"	"7.517097e+04"	"1.744362e+04"	"1.578408e+04"	"1.638076e+04"	"1.746270e+04"	"4.758934e+04"	"5.170539e+04"	"5.483687e+04"	"5.809999e+04"	"  58116.6270"	" 14742.70754"	" 13944.88542"	"1.590560e+04"	" 12386.56286"	"1.836614e+04"
""	""	""	""	""	" 165.0521"	""	""	""	"223.94137"	""	""	""	""	""	""	""	""	""	""	""	"5.868601e+04"	"2.591592e+05"	"8.100354e+04"	"7.324883e+04"	"1.334273e+05"	"1.290408e+03"	"2.443446e+03"	"6.590750e+02"	"1.227869e+03"	"6.903121e+04"	"1.371213e+04"	"2.901975e+04"	"3.311506e+04"	"  12473.9222"	"  2443.04227"	"  1167.81000"	"7.941512e+02"	"  2125.19185"	"5.096033e+02"
""	""	""	""	""	" 165.0535"	""	""	""	"248.16597"	""	""	""	""	""	""	""	""	""	""	""	"5.025817e+03"	"6.273087e+03"	"5.271923e+03"	"6.232481e+03"	"5.778695e+03"	"6.781356e+02"	"9.869610e+02"	"9.777953e+02"	"9.771144e+02"	"9.213004e+04"	"9.832728e+04"	"9.247574e+04"	"1.043554e+05"	" 105252.0023"	" 57902.94637"	" 51905.16056"	"6.871369e+04"	" 44627.94437"	"7.442692e+04"
""	""	""	""	""	" 165.0544"	""	""	""	"177.71055"	""	""	""	""	""	""	""	""	""	""	""	"7.113132e+03"	"1.455709e+04"	"7.377436e+03"	"8.143535e+03"	"6.832597e+03"	"1.600813e+03"	"2.407548e+03"	"2.047503e+03"	"1.029638e+03"	"4.488170e+03"	"3.148166e+03"	"3.631241e+03"	"5.387368e+03"	"   2482.8171"	"  1475.28203"	"  1444.37504"	"1.436025e+03"	"  1172.32891"	"1.982763e+03"
""	""	""	""	""	" 165.9524"	""	""	""	"452.00396"	""	""	""	""	""	""	""	""	""	""	""	"4.617962e+03"	"4.072500e+03"	"4.074278e+03"	"3.169555e+03"	"4.369866e+03"	"1.037741e+03"	"4.446888e+02"	"8.953092e+02"	"9.736740e+02"	"2.277107e+03"	"2.029400e+03"	"1.870013e+03"	"3.590126e+03"	"   3920.8907"	"   321.79533"	"   826.99440"	"8.319271e+02"	"   568.36145"	"7.586064e+02"
""	""	""	""	""	" 166.0569"	""	""	""	"248.16597"	""	""	""	""	""	""	""	""	""	""	""	"9.075141e+02"	"8.972271e+02"	"7.362201e+02"	"9.106021e+02"	"6.001792e+02"	"2.067762e+02"	"1.517607e+02"	"1.640869e+02"	"8.440080e+01"	"8.893726e+03"	"9.966096e+03"	"9.762216e+03"	"1.033239e+04"	"  11041.9929"	"  5355.19560"	"  5108.41680"	"6.549902e+03"	"  4103.20908"	"7.488986e+03"
""	""	""	""	""	" 167.0331"	""	""	""	"271.24799"	""	""	""	""	""	""	""	""	""	""	""	"1.758079e+04"	"1.635659e+04"	"2.806132e+04"	"2.376003e+04"	"2.307939e+04"	"8.178440e+03"	"1.208322e+04"	"9.939592e+03"	"1.006237e+04"	"8.549830e+03"	"8.112264e+03"	"8.951443e+03"	"1.133365e+04"	"  10225.2250"	"  6667.86543"	"  6487.39163"	"1.098893e+04"	"  5282.48249"	"1.046969e+04"
""	""	""	""	""	" 167.0336"	""	""	""	"198.87199"	""	""	""	""	""	""	""	""	""	""	""	"5.852919e+03"	"7.205739e+03"	"9.657093e+03"	"8.072248e+03"	"1.028508e+04"	"4.460107e+03"	"5.951695e+03"	"4.194750e+03"	"5.343226e+03"	"5.412838e+03"	"7.024238e+03"	"6.034216e+03"	"6.965181e+03"	"   5511.0913"	"  4497.03732"	"  3850.54560"	"5.536710e+03"	"  2869.41745"	"5.752172e+03"
""	""	""	""	""	" 167.0325"	""	""	""	"516.89083"	""	""	""	""	""	""	""	""	""	""	""	"1.950973e+02"	"2.961644e+02"	"2.274300e+02"	"2.234163e+02"	"1.822930e+02"	"5.036018e+01"	"8.871396e+01"	"4.369287e+01"	"2.434631e+01"	"1.389353e+04"	"1.292767e+04"	"1.729144e+04"	"1.246532e+04"	"  12999.2429"	"  2917.98906"	"  1730.60550"	"3.145219e+02"	"  5877.89989"	"1.346956e+03"
""	""	""	""	""	" 168.0659"	""	""	""	" 38.90854"	""	""	""	""	""	""	""	""	""	""	""	"4.595861e+05"	"5.391712e+05"	"5.160446e+05"	"5.052461e+05"	"5.076856e+05"	"4.472653e+04"	"3.577909e+04"	"3.741270e+04"	"3.593828e+04"	"1.105191e+05"	"1.486991e+05"	"1.378548e+05"	"1.548771e+05"	" 110032.1850"	" 35156.38156"	" 30622.06778"	"3.505502e+04"	" 27118.73378"	"3.326628e+04"
""	""	""	""	""	" 169.0379"	""	""	""	"344.46768"	""	""	""	""	""	""	""	""	""	""	""	"4.420690e+02"	"4.383850e+02"	"3.659711e+02"	"3.315686e+02"	"5.606515e+02"	"2.208243e+02"	"2.872296e+02"	"3.491895e+02"	"2.084821e+02"	"7.890855e+03"	"1.333571e+04"	"5.191853e+03"	"1.115059e+04"	"  16889.2818"	" 11220.98133"	" 14730.69500"	"1.006314e+04"	" 13059.21447"	"2.556713e+04"
""	""	""	""	""	" 169.0687"	""	""	""	" 38.52097"	""	""	""	""	""	""	""	""	""	""	""	"4.491389e+04"	"5.127638e+04"	"4.825056e+04"	"4.515465e+04"	"4.675885e+04"	"4.189140e+03"	"2.969920e+03"	"2.767627e+03"	"3.647394e+03"	"9.235250e+03"	"1.083463e+04"	"9.758890e+03"	"1.192895e+04"	"   8953.7810"	"  3046.96741"	"  2052.59046"	"3.220018e+03"	"  2338.86960"	"2.830642e+03"
""	""	""	""	""	" 169.0832"	""	""	""	"429.89373"	""	""	""	""	""	""	""	""	""	""	""	"2.325036e+03"	"1.091021e+03"	"2.053493e+03"	"2.896206e+03"	"2.052807e+03"	"4.656657e+02"	"4.825613e+02"	"4.389458e+02"	"5.380088e+02"	"2.231440e+04"	"2.795314e+04"	"2.446378e+04"	"1.271245e+04"	"  10833.0195"	"  3066.45120"	"  3577.45103"	"1.416047e+03"	"  7443.85007"	"1.802293e+03"
""	""	""	""	""	" 169.0835"	""	""	""	"316.95502"	""	""	""	""	""	""	""	""	""	""	""	"9.200100e+03"	"1.353844e+03"	"1.746145e+03"	"5.903065e+03"	"1.232200e+03"	"2.641248e+02"	"2.848700e+02"	"3.268440e+02"	"2.972121e+02"	"4.716636e+04"	"4.794407e+04"	"4.541810e+04"	"3.175752e+04"	"  30993.2828"	"  6809.69772"	"  7306.50720"	"1.155825e+03"	" 13597.91754"	"5.378609e+03"
""	""	""	""	""	" 169.1199"	""	""	""	"328.19924"	""	""	""	""	""	""	""	""	""	""	""	"5.501340e+03"	"7.925002e+02"	"1.106328e+03"	"4.175006e+03"	"1.220868e+03"	"3.689616e+02"	"2.641612e+02"	"2.811716e+02"	"3.161630e+02"	"1.686196e+04"	"1.961371e+04"	"1.491384e+04"	"1.252432e+04"	"   9723.2631"	"  3989.43417"	"  3719.30640"	"1.305692e+03"	"  5070.53100"	"3.747662e+03"
""	""	""	""	""	" 171.0114"	""	""	""	"139.54661"	""	""	""	""	""	""	""	""	""	""	""	"8.965119e+04"	"9.405475e+04"	"9.718357e+04"	"8.372113e+04"	"8.344622e+04"	"9.163721e+03"	"7.944637e+03"	"6.809697e+03"	"7.110975e+03"	"1.318032e+03"	"1.524392e+03"	"2.722675e+03"	"3.166823e+03"	"   3846.2658"	"  7241.89046"	"  3061.10306"	"8.081376e+03"	"   400.56352"	"9.556028e+02"
""	""	""	""	""	" 171.0646"	""	""	""	"261.57242"	""	""	""	""	""	""	""	""	""	""	""	"8.473239e+04"	"2.388822e+04"	"2.421365e+04"	"4.183255e+04"	"2.338457e+04"	"2.769836e+03"	"2.348322e+03"	"2.125817e+03"	"2.161803e+03"	"3.312822e+04"	"4.824616e+04"	"2.266170e+04"	"6.359343e+04"	"  19605.6069"	"  1811.48536"	"  3154.25143"	"2.019095e+03"	"  1913.36571"	"2.137526e+03"
""	""	""	""	""	" 171.0633"	""	""	""	"276.83196"	""	""	""	""	""	""	""	""	""	""	""	"4.202191e+03"	"9.443035e+02"	"1.413969e+03"	"3.097122e+03"	"9.810068e+02"	"3.121934e+02"	"2.264737e+02"	"2.601095e+02"	"2.238244e+02"	"4.193452e+04"	"3.014849e+04"	"3.227110e+04"	"4.490971e+04"	"  34048.4602"	" 12013.26960"	"  8818.04703"	"5.224062e+03"	" 12527.41569"	"1.121112e+04"
""	""	""	""	""	" 171.1003"	""	""	""	"411.26028"	""	""	""	""	""	""	""	""	""	""	""	"1.859959e+03"	"5.994518e+02"	"1.022118e+03"	"1.505200e+03"	"6.756048e+02"	"1.890559e+02"	"2.918394e+02"	"2.044827e+02"	"3.018453e+02"	"1.786717e+05"	"1.843982e+05"	"1.192453e+05"	"9.634594e+04"	"  51730.2727"	" 30127.16732"	" 17659.04839"	"2.849479e+03"	" 49590.38786"	"1.707808e+04"
""	""	""	""	""	" 171.0993"	""	""	""	"364.09436"	""	""	""	""	""	""	""	""	""	""	""	"5.956392e+03"	"1.930444e+03"	"2.317212e+03"	"3.875599e+03"	"2.315589e+03"	"5.863000e+02"	"4.692401e+02"	"4.232775e+02"	"5.069990e+02"	"4.800114e+04"	"5.096515e+04"	"3.940382e+04"	"2.786233e+04"	"  20282.7276"	" 11657.50822"	"  8149.72389"	"2.422603e+03"	" 19197.62138"	"8.940957e+03"
""	""	""	""	""	" 172.1017"	""	""	""	"411.24412"	""	""	""	""	""	""	""	""	""	""	""	"3.486225e+02"	"1.431825e+02"	"1.101554e+02"	"3.035769e+02"	"1.421577e+02"	"3.601080e+01"	"2.634442e+01"	"3.302015e+01"	"4.268463e+01"	"1.590359e+04"	"1.634073e+04"	"1.038565e+04"	"8.992115e+03"	"   5216.8147"	"  2895.64800"	"  1635.33114"	"3.419724e+02"	"  4484.43309"	"1.667104e+03"
""	""	""	""	""	" 173.0801"	""	""	""	"254.37268"	""	""	""	""	""	""	""	""	""	""	""	"1.080888e+05"	"1.698291e+04"	"2.837658e+04"	"7.443911e+04"	"1.510336e+04"	"7.919361e+03"	"3.403934e+03"	"3.758670e+03"	"4.580152e+03"	"1.304402e+04"	"1.321945e+04"	"9.922881e+03"	"2.891693e+04"	"   9210.2550"	"  6444.92742"	"  4578.62150"	"3.602382e+03"	"  5166.43938"	"4.348026e+03"
""	""	""	""	""	" 173.1162"	""	""	""	"444.89024"	""	""	""	""	""	""	""	""	""	""	""	"6.045748e+03"	"2.353745e+03"	"3.025747e+03"	"2.711839e+03"	"1.781045e+03"	"9.428449e+02"	"8.258836e+02"	"7.493745e+02"	"1.100213e+03"	"2.156239e+04"	"1.729270e+04"	"1.491628e+04"	"1.223626e+04"	"   9909.6004"	"  2117.64546"	"  2286.45409"	"1.058413e+03"	"  4950.60142"	"2.738513e+03"
""	""	""	""	""	" 174.0544"	""	""	""	"399.28029"	""	""	""	""	""	""	""	""	""	""	""	"1.411218e+04"	"1.783062e+04"	"1.891528e+04"	"1.966663e+04"	"2.256689e+04"	"4.702645e+03"	"8.964490e+03"	"9.810497e+03"	"5.733680e+03"	"1.113468e+04"	"1.351336e+04"	"1.223517e+04"	"1.832300e+04"	"   8023.1418"	"  9696.99307"	"  9178.33680"	"6.414086e+03"	"  8234.77735"	"9.764213e+03"
""	""	""	""	""	" 174.9689"	""	""	""	"452.25463"	""	""	""	""	""	""	""	""	""	""	""	"6.564723e+03"	"6.421314e+03"	"5.256651e+03"	"4.424282e+03"	"8.013495e+03"	"1.558352e+03"	"1.221310e+03"	"1.197051e+03"	"2.076830e+03"	"6.627470e+03"	"3.315796e+03"	"6.396950e+03"	"8.122907e+03"	"   5286.1117"	"  1731.71760"	"  1337.13513"	"1.390153e+03"	"  1291.51640"	"1.958841e+03"
""	""	""	""	""	" 175.0596"	""	""	""	"167.14591"	""	""	""	""	""	""	""	""	""	""	""	"1.706681e+03"	"1.654670e+03"	"2.520760e+03"	"1.219603e+03"	"8.797329e+02"	"1.941035e+02"	"1.581053e+02"	"1.330887e+02"	"2.651767e+02"	"3.570764e+05"	"3.210266e+05"	"3.451438e+05"	"3.684402e+05"	" 413535.9178"	" 84084.89856"	" 80013.98471"	"5.313493e+04"	" 83218.89708"	"1.042431e+05"
""	""	""	""	""	" 175.0736"	""	""	""	"273.03972"	""	""	""	""	""	""	""	""	""	""	""	"1.028994e+03"	"4.383936e+02"	"4.933192e+02"	"1.075154e+03"	"5.296592e+02"	"1.948224e+02"	"1.798104e+02"	"1.554576e+02"	"1.867765e+02"	"8.585680e+03"	"5.528345e+03"	"9.906120e+03"	"1.557108e+04"	"  12775.5459"	"  2639.09156"	"  1374.18381"	"8.174085e+02"	"  1278.68880"	"3.338790e+03"
""	""	""	""	""	" 175.0953"	""	""	""	"259.27544"	""	""	""	""	""	""	""	""	""	""	""	"8.148263e+03"	"2.378952e+03"	"2.671277e+03"	"4.047008e+03"	"1.610851e+03"	"6.368486e+02"	"5.665922e+02"	"6.321179e+02"	"6.259560e+02"	"1.412994e+05"	"1.327143e+05"	"1.153201e+05"	"1.039958e+05"	"  69164.3677"	" 23061.69417"	" 20551.42800"	"3.963598e+03"	" 56836.99190"	"1.604841e+04"
""	""	""	""	""	" 175.0950"	""	""	""	"232.46595"	""	""	""	""	""	""	""	""	""	""	""	"1.961247e+03"	"8.443253e+02"	"1.084155e+03"	"1.318303e+03"	"5.277169e+02"	"1.410738e+02"	"2.301681e+02"	"1.557481e+02"	"2.157645e+02"	"1.689544e+05"	"1.443867e+05"	"1.301627e+05"	"1.040685e+05"	"  84493.4073"	" 17073.97839"	" 14051.86464"	"3.955442e+03"	" 31599.12321"	"1.006907e+04"
""	""	""	""	""	" 175.0955"	""	""	""	"208.44098"	""	""	""	""	""	""	""	""	""	""	""	"1.036304e+03"	"7.032241e+02"	"9.718778e+02"	"9.424619e+02"	"4.909030e+02"	"1.667478e+02"	"1.414132e+02"	"1.347524e+02"	"1.470935e+02"	"7.651669e+04"	"9.406039e+04"	"9.586965e+04"	"1.019872e+05"	"  94262.9355"	" 30210.88702"	" 31026.15390"	"1.679411e+04"	" 38469.01939"	"3.258717e+04"
""	""	""	""	""	" 175.0938"	""	""	""	"282.87109"	""	""	""	""	""	""	""	""	""	""	""	"4.261799e+03"	"1.310597e+03"	"1.051192e+03"	"2.621186e+03"	"8.788960e+02"	"3.472181e+02"	"2.908245e+02"	"3.022416e+02"	"3.384656e+02"	"1.717337e+05"	"1.551896e+05"	"1.525339e+05"	"1.403453e+05"	" 125257.7675"	" 19416.93237"	" 22876.06104"	"3.879801e+03"	" 45438.51585"	"1.678611e+04"
""	""	""	""	""	" 176.0102"	""	""	""	"265.70228"	""	""	""	""	""	""	""	""	""	""	""	"4.313358e+04"	"7.123929e+04"	"8.425570e+04"	"5.741667e+04"	"7.549483e+04"	"1.253881e+04"	"1.511741e+04"	"1.290732e+04"	"1.001103e+04"	"3.959384e+04"	"5.367483e+04"	"4.521294e+04"	"6.336700e+04"	"  62227.2672"	" 32017.86280"	" 28246.75644"	"3.338374e+04"	" 18844.55467"	"3.900637e+04"
""	""	""	""	""	" 176.0990"	""	""	""	"208.32957"	""	""	""	""	""	""	""	""	""	""	""	"3.726114e+02"	"2.580399e+02"	"4.234414e+02"	"2.334717e+02"	"1.671024e+02"	"3.901170e+01"	"8.170750e+01"	"1.373883e+02"	"4.536507e+01"	"6.362560e+03"	"7.386146e+03"	"5.595723e+03"	"7.971091e+03"	"   8627.9800"	"  2045.86754"	"  2896.04103"	"1.447490e+03"	"  3307.20157"	"2.959699e+03"
""	""	""	""	""	" 176.0982"	""	""	""	"231.91389"	""	""	""	""	""	""	""	""	""	""	""	"5.969016e+02"	"2.622188e+02"	"2.942102e+02"	"4.220305e+02"	"2.275034e+02"	"1.030639e+02"	"6.804796e+01"	"9.271446e+01"	"8.103411e+01"	"1.439895e+04"	"1.249665e+04"	"1.159561e+04"	"8.441134e+03"	"   7981.8450"	"  1421.66113"	"  1411.31910"	"3.897938e+02"	"  2117.93148"	"9.671790e+02"
