PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^Activity Summary^STRING^^^^,2^Ratio Activity^STRING^^^^,3^Ratio Potency (uM)^FLOAT^uM^AC^^,4^Ratio Efficacy (%)^FLOAT^%^^^,5^530 nm Activity^STRING^^^^,6^530 nm Potency (uM)^FLOAT^uM^^^,7^530 nm Efficacy (%)^FLOAT^%^^^,8^460 nm Activity^STRING^^^^,9^460 nm Potency (uM)^FLOAT^uM^^^,10^460 nm Efficacy (%)^FLOAT^%^^^,11^Blue (460 nm) auto fluorescence outcome^STRING^^^^,12^Sample Source^STRING^^^^
144206593,999,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ART-CHEM
144206594,10382,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ART-CHEM
144206595,2723816,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ASDI
144206596,4117,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ASDI
144206597,6322,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ASDI
144206598,5833,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Asinex
144206599,4595,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Asinex
144206600,6249,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Asinex
144206601,171548,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Asinex
144206602,64949,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inactive,,0,inactive,Beta Pharma
144206603,23327,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206604,33032,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206605,71346,Inactive,0,,,inactive,inactive,,0,active antagonist,30.1065,-26.7324,inactive,,0,inactive,BIOMOL
144206606,443385,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206607,16211197,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,26.8062,74.5201,inconclusive antagonist,,-27.9879,inconclusive agonist,26.8325,79.4486,inactive,BIOMOL
144206608,6433339,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,BIOMOL
144206609,610682,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206610,6420042,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206611,55652,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206612,9305,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206613,20055082,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206614,5283344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144206615,92151,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOTREND
144206616,6328684,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
144206617,23672302,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
144206618,6400441,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
144206619,44460585,Inactive,0,,,inactive,inactive,,0,active antagonist,25.8222,-39.955,inactive,,0,inactive,Bosche
144206620,240,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,CarsonNewman-SPECS
144206621,9719,Inactive,0,,,inactive,inactive,,0,active antagonist,22.1476,-23.543,inactive,,0,inactive,Chembridge
144206622,3016,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chembridge
144206623,24905147,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemdea
144206624,3055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemdiv
144206625,5702068,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,Chemdiv
144206626,65800,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemical Block
144206627,5507,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,10.6822,35.5871,inactive,,0,inactive,Chemical Block
144206628,7558,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemical Block
144206629,114948,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemical Block
144206630,11556711,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,0.673341,23.601,inconclusive agonist,0.450464,23.7169,active agonist,0.477156,48.738,inactive,ChemieTek
144206631,8293,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemos
144206632,148192,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemos
144206633,50491,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemPacific
144206634,1923,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,21.318,inactive,,0,active agonist,21.3138,42.3971,inactive,Columbia
144206635,6317,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
144206636,21640,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
144206637,54339,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
144206638,107807,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
144206639,148124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206640,13755,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206641,16682987,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206642,23705,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,26.8325,-43.1105,inconclusive antagonist,,-15.5121,inactive,FLUKA
144206643,6058,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206644,16760141,Inconclusive,5,,,inconclusive,active agonist,28.9447,26.6469,active antagonist,26.8325,-55.0123,inactive,,0,inactive,FLUKA
144206645,443382,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inconclusive,,0,inconclusive agonist,,0,inactive,FLUKA
144206646,12449,Inconclusive,5,,,inconclusive,active agonist,5.34854,25.3528,active antagonist,8.81713,-49.7504,inactive,,0,inactive,FLUKA
144206647,8111,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206648,77942,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206649,16212447,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206650,3032281,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206651,6904,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
144206652,93184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,GVK
144206653,8550,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inconclusive,GVK
144206654,444212,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,INDOFINE
144206655,5282593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,INDOFINE
144206656,444266,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,INDOFINE
144206657,5281250,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,INDOFINE
144206658,4041,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Innovapharm
144206659,23668516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Innovapharm
144206660,3715,Inactive,0,,,inactive,inactive,,0,active agonist,4.25266,38.1995,inactive,,0,inactive,InterBioScreen
144206661,2800,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,12.5026,inactive,InterBioScreen
144206662,8225,Active,76,,,active agonist,active agonist,0.000713239,64.9815,active antagonist,,-14.2195,active agonist,0.000756242,51.67,inactive,InterBioScreen
144206663,7436,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
144206664,60196345,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
144206665,60196345,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
144206666,107715,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,16.1647,inactive,,0,inactive,InterBioScreen
144206667,14743,Active,53,,,active agonist,active agonist,4.71342,89.2963,active antagonist,4.53485,-28.4791,active agonist,4.04169,100.697,inactive,InterBioScreen
144206668,24180680,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,2.39145,20.2972,inactive,,0,inactive,InterBioScreen
144206669,9548595,Inactive,0,,,inactive,inactive,,0,active agonist,,15.7091,inactive,,0,inactive,InterBioScreen
144206670,6216,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,InterBioScreen
144206671,71264,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
144206672,23665888,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,49.7216,inconclusive,,0,active agonist,26.8325,56.4727,inconclusive,InterBioScreen
144206673,11065,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
144206674,43815,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
144206675,71890,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,InterBioScreen
144206676,63002,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
144206677,4476,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206678,3743,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206679,60714,Active,43,,,active agonist,active agonist,24.8257,31.7348,inactive,,0,active agonist,21.3138,44.4192,inactive,Kemprotec
144206680,5284584,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206681,60196346,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,Kemprotec
144206682,31326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206683,443928,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206684,68549,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206685,71113,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206686,5736,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206687,34081,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206688,4870,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206689,198165,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206690,92965,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206691,23688977,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206692,39912,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,13.9889,inactive,,0,inactive,Kemprotec
144206693,5284529,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206694,5876,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206695,11693,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206696,11693,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206697,2515,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206698,656604,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206699,50294,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206700,6257,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206701,444037,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206702,2717,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206703,5484727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206704,71587,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206705,68624,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206706,62937,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Kemprotec
144206707,7188,Active,46,,,active agonist,active agonist,0.600116,21.0212,inconclusive antagonist,,-16.4477,active agonist,0.535378,32.0519,inactive,Labotest
144206708,5994,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,Labotest
144206709,6446,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,25.3067,21.0245,inconclusive antagonist,,0,inconclusive agonist,,18.2682,inactive,Labotest
144206710,7083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206711,5360410,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206712,6010,Active,48,,,active agonist,active agonist,7.55501,59.056,active antagonist,,-19.4926,active agonist,6.74001,76.3558,inactive,Labotest
144206713,6010,Active,48,,,active agonist,active agonist,6.4799,58.883,active antagonist,,-18.3665,active agonist,5.78088,75.7886,inactive,Labotest
144206714,7902,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206715,2724333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206716,5793,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206717,7618,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206718,9904,Active,58,,,active agonist,active agonist,1.29291,87.8807,active antagonist,1.19856,-27.9689,active agonist,1.11001,102.523,inactive,Labotest
144206719,21700,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,Labotest
144206720,5282430,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206721,5282430,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
144206722,60196347,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,28.4224,-25.4548,inactive,,0,inactive,Labotest
144206723,3747,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,Life Chemicals
144206724,2006,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Life Chemicals
144206725,10113978,Inactive,0,,,inactive,inactive,,0,active antagonist,,-17.8531,inactive,,0,inactive,Life Chemicals
144206726,16052038,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LKT Lab
144206727,65632,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LKT Lab
144206728,8395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
144206729,8395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
144206730,10212,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206731,60196264,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206732,16961,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,Microsource
144206733,3702,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206734,54685925,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206735,2723601,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,20.6134,inactive,,0,inactive,Microsource
144206736,54678486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206737,119020,Active,53,,,active agonist,active agonist,6.4799,100.118,active antagonist,6.74001,-37.9769,active agonist,3.79019,86.5499,inactive,Microsource
144206738,11650,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206739,636396,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206740,71277,Inconclusive,5,,,inconclusive,active agonist,26.8062,87.4705,inconclusive antagonist,26.8325,-87.7816,inactive,,0,inactive,Microsource
144206741,3037582,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206742,23667299,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206743,54677470,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,12.474,inactive,Microsource
144206744,9920715,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206745,439318,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206746,6398970,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206747,122797,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,1.06717,43.3284,active antagonist,0.318904,-28.3862,inconclusive agonist,1.06822,27.9339,inactive,Microsource
144206748,6437877,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206749,5561,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144206750,9904,Active,65,,,active agonist,active agonist,0.514717,101.51,active antagonist,0.409255,-31.1257,active agonist,0.393847,113.029,inactive,Molecular Diversity
144206751,208947,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
144206752,3089,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
144206753,3047798,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
144206754,213037,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
144206755,60196348,Inactive,0,,,inactive,inactive,,0,inconclusive,,0,inconclusive agonist,,0,inactive,NCGCChem
144206756,644025,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
144206757,182137,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
144206758,92094,Inactive,0,,,inactive,inactive,,0,active antagonist,8.48517,-20.163,inactive,,0,inactive,NCGCChem
144206759,14985,Inactive,0,,,inactive,inactive,,0,active antagonist,,-19.8169,inactive,,0,inactive,NCGCChem
144206760,16051931,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206761,9800972,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206762,284314,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206763,24194514,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206764,3003870,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206765,9434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206766,16682839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206767,12305761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206768,8954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206769,28871,Inactive,0,,,inactive,inactive,,0,active agonist,,14.2632,inactive,,0,inactive,NCI
144206770,28871,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,17.5804,inactive,,0,inactive,NCI
144206771,656634,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206772,443949,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206773,16106,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206774,3015003,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206775,101587,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206776,8589,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206777,55361,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206778,23616254,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
144206779,5468154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,NCI
144206780,400769,Active,46,,,active agonist,active agonist,2.12929,30.3528,active antagonist,3.01065,-32.4661,active agonist,2.25767,49.2238,inactive,NCI
144206781,3034658,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,NCI
144206782,60196349,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
