PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^Activity Summary^STRING^^^^,2^Ratio Activity^STRING^^^^,3^Ratio Potency (uM)^FLOAT^uM^AC^^,4^Ratio Efficacy (%)^FLOAT^%^^^,5^530 nm Activity^STRING^^^^,6^530 nm Potency (uM)^FLOAT^uM^^^,7^530 nm Efficacy (%)^FLOAT^%^^^,8^460 nm Activity^STRING^^^^,9^460 nm Potency (uM)^FLOAT^uM^^^,10^460 nm Efficacy (%)^FLOAT^%^^^,11^Blue (460 nm) auto fluorescence outcome^STRING^^^^,12^Sample Source^STRING^^^^
144206336,16212480,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144206337,90473,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144206338,92151,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144206339,60196309,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144206340,5284610,Inactive,0,,,inactive,inactive,,0,active agonist,17.9333,38.9473,inactive,,0,inconclusive,SIGMA
144206341,443130,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144206342,638072,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144206343,65094,Inconclusive,5,,,inconclusive,active agonist,,15.0381,inconclusive antagonist,11.3152,-46.6048,inconclusive,,0,inactive,SIGMA
144206344,13118,Active,43,,,active agonist,active agonist,9.5112,24.766,inactive,,0,active agonist,8.16571,42.1992,inactive,Timtec
144206345,9954082,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,CalBioChem
144206346,23672302,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
144206347,3032325,Active,69,,,active agonist,active agonist,0.095112,89.0274,active antagonist,0.0848517,-28.895,active agonist,0.0785828,93.65,inactive,Bosche
144206348,657237,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144206349,15684,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144206350,644280,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144206351,11954008,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206352,2273,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206353,5282485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206354,5485193,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206355,3045381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206356,443873,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206357,23663403,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206358,5310993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206359,16129710,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206360,24871329,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206361,151194,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
144206362,1013376,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,0
144206363,71961,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206364,6540478,Active,59,,,active agonist,active agonist,0.673341,82.0209,active antagonist,0.578088,-31.3813,active agonist,0.459192,86.4595,inactive,APAC
144206365,5282180,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206366,25804,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206367,168884,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206368,10328936,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
144206369,11956149,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206370,156395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206371,3058503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206372,4616,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206373,8366,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206374,46781343,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206375,71580,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206376,60196310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206377,60196311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206378,6432394,Active,42,,,active agonist,active agonist,62.6662,33.1267,active antagonist,53.5053,-42.6373,inconclusive agonist,67.3592,33.7983,inactive,RTI
144206379,60196312,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206380,3041255,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206381,206311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206382,92942,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206383,13493,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,17.8731,inactive,,0,inactive,RTI
144206384,60196314,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206385,3030770,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206386,60977,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,12.3975,inactive,,0,inactive,RTI
144206387,3048355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,17.7936,inactive,RTI
144206388,13501022,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206389,62300,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206390,60196316,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,RTI
144206391,60196317,Inactive,0,,,inactive,inactive,,0,active agonist,,12.3255,inactive,,0,inactive,RTI
144206392,60196318,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206393,60196319,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206394,60196320,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206395,118031,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206396,60196321,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206397,60196322,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206398,60196323,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206399,46783063,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206400,60196324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206401,60196325,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inconclusive,,0,inconclusive agonist,,0,inactive,RTI
144206402,60196326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206403,62786,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206404,60196327,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,RTI
144206405,60196328,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206406,448223,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206407,9844225,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206408,60196329,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206409,66124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206410,12213639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206411,60196330,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206412,31331,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206413,15424,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206414,6321225,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206415,21124389,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206416,5324289,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,RTI
144206417,66264,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206418,16219349,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206419,2164,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206420,31143,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206421,30019,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206422,6292,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,RTI
144206423,9567,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,RTI
144206424,23663870,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206425,5761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inconclusive,RTI
144206426,60196331,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206427,60196332,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206428,151318,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206429,12259684,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206430,12259683,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206431,64761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206432,65494,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206433,24802109,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,-27.5046,inactive,,0,inactive,RTI
144206434,200391,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206435,6442928,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206436,656832,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206437,15984075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206438,5492898,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206439,5359421,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206440,60196333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206441,3057998,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206442,71285,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206443,10257,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206444,60196334,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206445,60196335,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,-15.6345,inactive,,0,inactive,RTI
144206446,24721009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206447,4980,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206448,14184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206449,102710,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206450,197059,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206451,10624,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206452,11969480,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206453,24194381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206454,50878597,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RTI
144206455,644076,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206456,44072,Inactive,0,,,inactive,inactive,,0,active agonist,,18.7417,inactive,,0,inactive,ACC
144206457,71992,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206458,71884,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206459,148121,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,ACC
144206460,56840936,Active,44,,,active agonist,active agonist,10.6717,31.2162,active antagonist,16.9301,-61.3974,inconclusive agonist,,0,inactive,ACC
144206461,11243969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206462,5281042,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206463,54686904,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206464,6918126,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206465,13649426,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,22.5767,-24.0054,inactive,,0,inactive,ACC
144206466,16132300,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206467,23663404,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inconclusive agonist,,0,inconclusive agonist,,0,inactive,ACC
144206468,20054849,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,ACC
144206469,656604,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206470,115305,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206471,443867,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,15.7765,inactive,,0,inactive,ACC
144206472,5485221,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206473,60196336,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206474,6918222,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206475,60196337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206476,23688977,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206477,9270,Active,76,,,active agonist,active agonist,0.0129291,86.9901,active antagonist,0.00989298,-29.0831,active agonist,0.01028,96.7647,inactive,ACC
144206478,441348,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206479,5493381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206480,5362115,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206481,236702,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,ACC
144206482,91670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,ACC
144206483,62581,Inactive,0,,,inactive,inactive,,0,active agonist,5.35378,20.6573,inactive,,0,inactive,ACC
144206484,3307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206485,14257662,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206486,3395,Inactive,0,,,inactive,inactive,,0,active agonist,,18.3303,inactive,,0,inactive,ACC
144206487,214356,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206488,9845819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206489,5282164,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206490,16052011,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206491,636398,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206492,60196338,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,ACC
144206493,164457,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206494,47462,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206495,3003141,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206496,24839946,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206497,171808,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206498,26383,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206499,217048,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206500,3083870,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206501,20055528,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206502,40703,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206503,51051629,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206504,80278,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206505,4887,Inactive,0,,,inactive,inactive,,0,active agonist,,18.0721,inactive,,0,inactive,ACC
144206506,53314969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206507,56704,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206508,9833444,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206509,45357485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206510,6634,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206511,5344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206512,60751,Inconclusive,5,,,inconclusive,active agonist,25.797,21.7868,active antagonist,17.5925,-69.5902,active antagonist,,-18.9841,inactive,ACC
144206513,53384398,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206514,60936,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206515,54682461,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206516,4659569,Inactive,0,,,inactive,inactive,,0,active agonist,6.36298,22.7654,inactive,,0,inactive,ACC
144206517,9938056,Inactive,0,,,inactive,inactive,,0,inconclusive,,0,inactive,,0,inactive,ACC
144206518,54693468,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206519,3033690,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206520,5380,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206521,37497,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
144206522,392622,Inactive,0,,,inactive,inactive,,0,active agonist,26.8325,40.2109,inactive,,0,inactive,AKos
144206523,4744,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,AKos
144206524,56330,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206525,60196339,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206526,60196341,Active,46,,,active agonist,active agonist,21.2929,68.8269,active antagonist,24.85,-24.5037,active agonist,18.9959,69.6433,inactive,APAC
144206527,3003141,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206528,26618,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206529,5489012,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206530,39324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206531,5281107,Inactive,0,,,inactive,inactive,,0,active antagonist,,-19.4606,inactive,,0,inactive,APAC
144206532,21826,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,0.225546,58.7349,inactive,,0,inconclusive agonist,,0,inactive,APAC
144206533,60946,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206534,6850814,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206535,19861,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206536,5282182,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,APAC
144206537,4514,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206538,151075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206539,157920,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,active agonist,26.8325,21.484,inconclusive agonist,,0,inactive,APAC
144206540,5281104,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206541,5284533,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,APAC
144206542,3002119,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206543,444021,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206544,8980,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206545,68741,Inactive,0,,,inactive,inactive,,0,active agonist,13.4481,45.1066,inactive,,0,inactive,APAC
144206546,60613,Active,42,,,active agonist,active agonist,,17.9044,inactive,,0,active agonist,26.8325,41.8338,inactive,APAC
144206547,157690,Inactive,0,,,inactive,inactive,,0,active agonist,,14.5968,inactive,,0,inactive,APAC
144206548,15008962,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206549,16052015,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,27.0709,active antagonist,10.6822,-22.0271,inconclusive agonist,,16.3051,inactive,APAC
144206550,441244,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206551,60754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206552,60754,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,2.53315,-21.8362,inactive,,0,inactive,APAC
144206553,6398761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206554,2225,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206555,134018,Inactive,0,,,inactive,inactive,,0,active agonist,3.18904,28.2872,inconclusive agonist,,0,inactive,APAC
144206556,71310,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,23.9145,-22.9263,inactive,,0,inactive,APAC
144206557,5281065,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206558,43231,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206559,208898,Inactive,0,,,inactive,inactive,,0,active antagonist,23.9145,-35.8274,inactive,,0,inactive,APAC
144206560,441199,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206561,443868,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206562,60196342,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,23.8911,20.1332,inconclusive antagonist,,0,active agonist,,17.1292,inactive,APAC
144206563,60196343,Inactive,0,,,inactive,inactive,,0,active agonist,,12.5977,inactive,,0,inactive,APAC
144206564,154256,Active,48,,,active agonist,active agonist,,17.2822,inactive,,0,active agonist,0.00535378,28.25,inactive,APAC
144206565,65332,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206566,5284514,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206567,23665728,Inactive,0,,,inactive,inactive,,0,active agonist,15.089,28.6522,inactive,,0,inactive,APAC
144206568,23665728,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,18.7623,inconclusive agonist,,0,inactive,APAC
144206569,11658860,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,APAC
144206570,54671008,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206571,56031,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inactive,,0,inactive,APAC
144206572,164457,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206573,60196338,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206574,3395,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,19.6814,inactive,,0,inactive,APAC
144206575,62581,Inactive,0,,,inactive,inactive,,0,active agonist,,15.0024,inactive,,0,inactive,APAC
144206576,60714,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206577,68654,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206578,229295,Active,63,,,active agonist,active agonist,0.600116,96.8462,active antagonist,0.477156,-32.7855,active agonist,0.578088,116.691,inactive,APAC
144206579,6918580,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206580,6918580,Active,42,,,active agonist,active agonist,,18.9683,inactive,,0,inconclusive agonist,,24.9129,inactive,APAC
144206581,71470,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206582,55483,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206583,21070,Active,94,,,active agonist,active agonist,0.001027,102.701,active antagonist,0.000816571,-32.5573,active agonist,0.00072777,106.969,inactive,APAC
144206584,259329,Active,79,,,active agonist,active agonist,0.033747,105.815,active antagonist,0.0278822,-34.6992,active agonist,0.02485,107.969,inactive,APAC
144206585,53315792,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206586,6917787,Active,46,,,active agonist,active agonist,22.9916,73.3609,inconclusive antagonist,,0,active agonist,21.3138,84.9644,inactive,APAC
144206587,24762,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206588,644077,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206589,5284483,Active,42,,,active agonist,active agonist,27.8549,22.2569,active antagonist,28.973,-27.5378,inconclusive agonist,25.3315,22.2417,inactive,APAC
144206590,20054942,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,APAC
144206591,15895902,Inactive,0,,,inactive,inactive,,0,active agonist,,13.954,inactive,,0,inactive,Apin
144206592,10288,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,17.0342,inactive,,0,inactive,Apin
