Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_sample_1-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_2-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_3-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_4-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_BioRec_Plasma1a_pos_1132014.mzXML peak height	CSH_BioRec_Plasma2_pos_1132014.mzXML peak height	CSH_BioRec_Plasma3_pos_1132014.mzXML peak height
735.57			5.38				2159854	1887643	2211340	1864153	1765304	1669502	1676687	1683850	1650136	1886753	1948998	1800973	1817506	1826997	2012160	1609455	1634159	1864696	1548757	1255550	1260853	1236614	1325906	1374109	1298792	1295551	1280572	101967	92384	99472
730.56			5.38				105575	88681	120319	93936	86362	84872	79454	80305	72723	82787	86574	79245	87773	82621	86716	86000	85487	99956	82424	79516	80827	78828	84743	85065	81031	83474	88797	1259	1226	1264
1500.1			5.38				13456	9284	16126	11593	8021	8027	7210	7170	6967	8671	8998	8309	10776	10731	11399	10951	10289	12961	9036	12944	13336	13576	14830	15121	15774	15294	17631	360	365	391
1474.08			5.38				13462	8931	17222	10906	7814	7621	7227	7343	7081	8180	8521	7490	10032	10415	11848	10362	10307	13439	9351	12095	13148	12920	15222	17930	18648	17113	19130	292	352	298
1490.12			5.39				15543	14617	14870	13193	14448	13180	13922	13203	13367	16105	15807	13486	6556	14149	16877	11361	11694	12671	10947	7469	7506	7124	7248	7893	7067	7525	7138	273	348	352
860.62			5.39				24328	20753	27552	22491	19437	18100	15671	18009	16298	19377	17768	18193	19701	19536	18785	17084	16219	16691	15874	10693	11060	10837	11220	12471	12174	11370	12463	4259	4351	4958
887.57			5.4				19769	20794	19909	19471	19598	17405	20777	19103	16730	17048	18014	18173	18467	15564	18491	22450	22990	24470	21221	25868	24424	26243	27063	29602	28158	29518	27364	1080	982	1020
1506.1			5.4				17419	14083	17780	14903	12862	12801	11492	12004	11520	13958	13756	12727	14804	14821	15355	14438	14753	16511	13500	13031	13556	13284	13881	15494	15557	14252	14831	532	513	478
824.55			5.4				21784	24961	18647	23357	28174	28077	31484	27801	30866	30832	27763	30708	25803	27474	25549	23745	23294	21002	24819	18809	18705	19102	17456	17092	16773	17619	16157	3955	3752	3894
1468.13			5.4				32612	20253	34669	20009	17226	14310	14257	14862	12471	19306	22602	18360	19005	19558	24146	13992	15024	20533	11796	7689	7371	7995	9561	9764	8774	7993	8848	306	418	278
1485.12			5.41				30308	20118	33703	22234	17381	15930	15951	16019	13677	18684	20608	17239	19820	20364	23781	18278	18081	24036	16582	13674	15000	14797	16487	17486	16097	16150	17797	417	361	355
1484.11			5.41				30334	19430	34255	21307	15924	14821	13132	14789	13429	16623	20082	16666	19235	20235	22602	17974	16808	24172	15153	14397	15366	14698	17419	18633	16823	16908	18099	362	354	425
1510.12			5.42				35653	26243	42377	29429	22458	21634	19753	20031	18626	23241	26355	21695	26545	27398	28288	26102	26322	34101	23189	26333	28526	27517	32845	35186	31506	32373	34985	449	462	483
1516.13			5.42				32679	31486	29358	29877	32178	30254	30866	30609	31459	33634	33286	31047	32036	31155	35172	28093	27739	29794	26747	19537	26055	18623	19458	20286	18058	18489	19368	641	515	729
631.56			5.42				60058	52506	66290	54082	47935	42246	46454	47318	35631	39297	42515	38224	37739	33233	37814	40983	40996	50024	34094	34485	31981	35194	36156	29208	26782	27445	28687	722	726	600
1494.15			5.43				114274	81202	125830	83185	72337	63193	64851	64346	58208	80555	86208	70225	79906	80281	99396	62723	63640	88468	56073	38676	40095	40037	46261	50852	44717	46894	46947	439	303	339
1149.84			5.43				12978	14106	10682	13754	15540	14284	14773	14728	15470	15522	14590	15511	13998	14938	14300	14387	12823	12289	12794	9829	9870	9104	10026	10222	9283	9900	8841	367	327	544
782.58			5.43				609876	708057	559610	675416	741756	761474	760936	749545	790885	722371	688009	737051	706338	707736	657242	780371	772766	671068	786889	798843	803811	799602	750696	758661	766782	754762	741122	560900	530945	555942
840.56			5.43				20678	21237	20433	22357	22666	22707	23614	24824	25092	22211	21060	23490	23511	21626	21282	24454	24866	20611	25088	25473	25679	26983	25028	24767	27368	25659	25570	19041	18880	19569
1532.12			5.44				14443	15595	15333	12793	11527	11490	10356	10533	9640	11114	11574	11375	14638	13045	13100	13240	12949	14521	11863	14011	13963	14393	14220	14818	14510	14459	15520	566	508	538
1542.14			5.45				103177	112820	96656	110029	114258	115823	118357	118756	116023	115777	112400	121359	114291	117002	115689	119882	117584	108333	116680	112344	108542	114929	109666	117718	119458	114656	115321	9408	9076	10353
1543.15			5.45				104958	114226	102117	110654	119147	120043	123300	119436	125012	121259	117731	122663	121910	119655	119388	122210	122168	114407	118118	117517	116406	115406	111805	123470	122683	121933	119133	9362	8100	10777
776.56			5.46				112174	91233	125272	101500	83962	86973	76667	79444	76486	82553	88728	84755	104968	102307	102570	107793	101568	114097	95565	116830	121207	122432	125588	280173	119927	119942	287795	3393	3060	10078
1536.14			5.46				12308	9756	14047	20948	8681	9342	17164	8946	7828	9183	10477	9053	11419	10982	11206	18935	9823	22637	9755	11050	11171	10739	12268	12291	11688	11625	13208	810	825	981
1520.17			5.46				773817	642208	853971	680196	615990	563777	565784	582625	526825	595942	623195	561676	623770	614916	673172	596762	601621	742853	561466	545303	548276	544514	614586	810800	761564	775762	787208	2962	2049	2834
605.55			5.47				262685	215243	289166	222404	222362	212341	204744	213634	181325	212009	217395	198855	205107	200748	220904	215515	243140	280846	202604	257084	241357	256316	298417	311857	284996	311136	292841	4367	3676	3951
732.58			5.48				165783	150923	180975	157137	160998	334845	147553	145331	144451	150146	155937	144787	156275	155416	164477	363846	336421	189420	166303	370774	357246	359231	468738	188789	175981	176279	187589	94849	100279	98567
1175.86			5.48				13543	17048	11638	16238	16904	19568	18452	18012	19340	17929	16699	18262	16710	18441	14985	21122	19355	15827	20280	19700	20636	18776	17373	15659	16165	15039	15327	1048	1010	1173
1550.15			5.49				33816	28754	40660	30503	27508	24736	26344	27048	22701	27363	30901	31502	31869	30310	33368	23819	26564	33947	23716	23568	27958	22976	27646	31467	29102	30864	30025	542	643	657
1569.15			5.5				38491	44064	37305	41909	45836	45868	44569	44355	43954	44503	44886	44085	45104	45701	42542	47125	44871	40108	44734	42038	41449	40522	39220	36311	36687	35271	35181	1404	1575	1974
1188.87			5.52				11411	15099	9580	13102	14849	16409	15718	15772	15673	13730	13707	15133	13437	15088	13736	16729	16187	13154	16278	14950	14620	15829	13974	12423	12565	12465	12757	1803	1578	1587
1580.13			5.52				16782	12840	18676	12982	13290	11162	11305	11835	10742	12838	13102	12750	14838	12127	14646	15255	16776	19842	13641	13779	13164	11588	15076	15225	12774	14975	15094	494	505	611
1576.16			5.52				35260	28304	40304	28966	27100	23320	25141	25438	20948	26412	28702	26149	28720	26451	32492	26650	27743	35342	23292	19701	21084	21322	23371	20517	17604	21086	18788	719	693	722
1572.18			5.53				223438	171919	269633	197190	167544	152940	149134	148061	125050	159621	171606	146896	166726	157664	174797	150010	147976	194188	124952	100813	103044	102021	114491	87466	78169	81586	84437	5624	4323	5733
1581.13			5.53				15829	14164	15334	12452	13307	11802	11993	11888	12833	13593	14763	13263	12973	13316	15754	16093	16328	19385	14254	15061	14959	13475	15269	14760	13551	14571	14234	1159	1187	1239
1594.17			5.54				35092	34309	34040	35541	35896	35258	35196	34369	34552	36304	33451	34805	34263	35696	33984	33972	32540	32742	33734	29240	28275	27380	28638	22284	19859	20208	21455	16624	16080	18764
1598.15			5.54				12155	11257	12701	11296	11249	10908	10590	10691	9994	11407	11261	10837	11895	10962	11696	10831	10818	11483	10487	9363	9596	8923	9909	8770	8738	8678	8626	1598	1820	1960
1595.17			5.55				36978	37699	35007	37924	36013	37776	37095	36091	34668	36627	36423	35344	35013	36883	35632	36222	34666	33345	32487	29487	30744	29934	30697	22138	21803	21152	20954	18361	16593	18486
692.54			5.55				42233	34308	42654	36521	34113	31015	29606	30060	26623	29721	32768	29257	29470	29459	30058	27108	26560	31980	26171	23538	24169	23225	25892	20706	18896	18486	19760	898	818	791
780.59			5.56				12313	12458	12542	12867	15163	13953	14457	12934	14015	14040	13790	14532	13784	14194	13988	16451	15490	15516	15031	18339	17452	17873	17931	16322	15114	15048	16143	14250	14063	13777
799.57			5.56				23366	23191	24896	22602	26913	24380	23834	23796	23409	23528	25724	26113	22323	22185	22575	22326	21209	22055	20447	19259	18139	18146	19205	34456	32363	33384	33821	10794	9304	10405
758.6			5.56				92336	79256	105639	85458	81212	75624	73173	71630	64838	73106	78328	69553	80425	78646	82758	89187	84722	103169	81460	92012	91449	94968	100452	86295	81143	81938	84701	39264	36713	39687
748.58			5.6				215924	181773	237258	190239	179356	161886	164443	163836	149230	167100	176692	160009	173747	170290	890862	161686	164085	198167	152004	144565	140176	146695	156488	176518	169705	165728	169422	6346	5825	5889
1458.06			5.61				24214	20294	25257	21293	20281	18320	18639	18934	15118	17205	18457	15824	16577	16944	17001	16057	15518	18247	14255	13086	12774	14048	14089	17228	16316	16253	16599	319	273	314
816.59			5.61				45199	37690	49274	37743	38943	36315	38265	38982	34702	39294	41521	39186	42013	37222	43720	41081	43202	48263	37076	31965	30245	30459	31261	27205	25475	27851	27302	6709	6456	6836
728.58			5.62				33516	26641	38329	30605	21982	20868	20398	20757	20643	22577	24349	21780	32636	32512	36215	41122	40984	51726	36107	44569	46174	44539	49866	47804	44547	45507	46289	1952	1923	1825
1436.08			5.63				70391	51849	87960	56254	50546	44067	42615	45269	32789	41641	46640	36740	41140	38676	45779	35143	34655	49484	29532	25652	26915	26928	32940	39632	34051	36327	38676	303	381	321
1530.13			5.63				14053	11504	17099	12421	11230	10353	10501	10964	10434	10645	11588	11310	11896	11905	12067	10233	12268	13057	10124	9172	9170	9193	9743	10123	9629	9744	9666	397	553	605
740.55			5.64				242687	240082	228048	237608	259312	250560	255552	250882	251805	252134	244554	249119	239414	244478	240936	254576	258779	243666	252282	238018	238949	239027	232771	226856	221696	219718	221622	5219	4896	5912
718.57			5.66				2471868	2119854	2681507	2196349	2104955	1971366	1961024	1974631	1821619	2005610	2102434	1900713	2022954	1984881	2123073	1958306	1977975	2281877	1837673	1670414	1668754	1674063	1788231	1750581	1642557	1663236	1734613	31340	27778	30894
1534.11			5.67				31339	29123	34012	31168	28520	26362	25548	27338	25148	26803	28821	26934	28206	26488	30021	27715	27483	32147	25893	25459	24134	25329	26222	25118	24460	25124	26252	731	447	340
1510.12			5.67				40617	35308	45150	39627	34800	34595	33630	34340	31284	32870	34131	32579	34894	33063	35179	34631	34380	40489	30497	30147	29670	30544	31131	24075	21441	21822	23733	436	425	483
688.52			5.67				25349	20554	28364	23814	22649	20890	19971	19659	19415	21670	22076	19110	22117	21510	23197	22402	22974	27824	20227	26803	27792	27044	29736	41033	36488	39956	44799	919	844	937
1488.13			5.68				140868	101524	172448	117024	96889	89653	83206	87994	71045	86791	94787	81364	89038	86895	98454	89052	86380	116691	75402	66526	66960	68653	75792	54526	47595	46391	54651	399	356	359
1512.13			5.68				93847	71380	108357	77319	67864	63681	62169	63024	51942	62442	67741	60177	66061	65791	70264	64843	63429	80219	56049	49832	51650	51365	56770	57064	51182	53013	57155	735	768	443
1532.11			5.69				14099	15595	14424	15045	15561	15127	14975	15260	14785	16304	15929	15027	14638	14757	14931	15899	15322	15386	14686	14836	15215	14529	14073	12508	12009	11873	13433	298	446	486
706.57			5.72				41678	36081	45332	37290	39320	36607	34753	36139	32282	36586	35688	34218	38069	34888	38774	36069	35541	43351	31512	28764	29006	28033	32029	20915	20770	20621	21563	952	905	961
711.53			5.74				36366	40466	31969	38212	45644	47355	48972	46522	44750	43818	43546	45140	41882	42336	40481	46802	43348	40404	46742	44731	44705	42452	43432	31765	32073	30251	29772	1382	1103	1355
744.58			5.74				3469260	2995142	3877434	3225009	2992021	2861269	2775177	2815929	2657604	2910381	3017406	2768831	3023817	2943906	3114865	3048622	3094144	3495279	2850940	2988862	2970814	2982447	3183343	3128063	2960331	2996808	3135825	45823	42636	47930
1440.17			5.75				13455	9113	15194	9184	9669	8981	8813	8185	6944	9508	10347	9032	9325	8448	11086	7839	7753	11402	6094	4356	4451	4411	5226	2143	1777	1960	2349	309	362	317
766.56			5.76				412739	435413	396468	443600	453286	446540	452123	445502	452614	442491	430805	436029	448922	440816	425424	481097	478738	454300	471671	522920	511321	523035	513044	547196	548955	538756	546880	6067	5487	6312
742.57			5.77				347367	363217	304513	334895	395581	388315	393322	390050	387224	383690	385293	380402	358000	359038	349052	350364	351272	335438	354103	302656	298051	295821	287942	215749	205556	199197	204283	4818	4285	5145
1466.18			5.8				41097	25860	48060	27917	27995	23891	23512	24150	19140	25518	31131	23869	27684	26036	32710	24442	24692	37468	19949	16028	14915	14992	17808	7114	5626	5978	6770	342	320	328
1128.87			5.81				8111	8318	7382	7829	9249	8606	8789	8016	8643	9829	9584	8857	8318	8436	8062	7932	8479	8725	7752	6544	5611	6187	5993	2843	2657	3301	3213	464	451	450
776.59			5.81				154556	123479	178385	137151	107642	110667	98962	106876	100135	116363	117766	112421	138789	135851	141451	137612	144166	161085	137843	181433	188801	188909	205882	280173	280242	276591	287795	10415	8876	10078
792.6			5.81				102913	107585	104613	109718	116186	116718	114731	115630	117202	113018	108824	113164	110261	108743	103566	120374	119398	109717	118649	131125	127930	131239	128485	139291	138177	133266	138934	25958	24517	26084
846.63			5.82				10379	9603	11755	10229	16609	7874	6986	17033	7725	8041	8148	8315	18649	10292	11257	12261	12112	12105	11613	12851	13053	11729	13200	9600	9617	9908	10729	2791	2717	2806
1492.2			5.82				78071	51693	103005	58929	54012	45621	44248	44515	37874	50419	58193	44873	54770	52599	63374	54467	56160	85518	45756	43480	42575	45657	54469	29104	24312	24907	31172	323	337	276
1141.38			5.84				14853	13747	15231	13883	14809	13587	14080	14153	14244	14237	14976	13683	13876	13602	15482	15649	16041	16003	13959	13322	14019	13818	14208	10298	9055	9208	9788	252	281	275
1514.18			5.84				43249	37703	45636	40406	40165	37014	37424	37992	34874	37894	39467	36250	40698	38673	40664	41979	42762	47783	38100	36585	37144	37304	38841	28461	25754	25475	27870	189	328	213
1540.18			5.86				14165	11548	16327	13810	12616	11755	11161	11773	10735	11706	12531	11460	12055	12239	12528	13101	12699	16284	11757	13269	12786	12949	15406	11329	10306	10124	11911	215	219	209
1141.87			5.86				18875	18229	19713	18312	20085	19311	19069	17965	17596	19358	19546	18117	18688	19327	19585	19851	21424	22616	19584	18786	18717	18272	18465	13730	11164	12102	13093	233	340	282
1154.39			5.87				9275	8255	9498	9147	8789	8094	7551	7753	7060	8011	9231	7479	8424	8390	8533	9587	9351	10364	8155	8948	8712	8902	10290	7953	7023	6338	7671	250	211	268
1154.88			5.87				11196	9271	11849	10791	10000	9209	9339	8830	7801	9586	10608	9527	9858	9246	10283	10491	11906	12728	9454	11493	11723	11352	12463	8737	8164	8066	8472	205	276	222
862.6			5.9				13743	12647	13576	13003	13940	13194	13299	13240	12083	14270	13720	12793	13985	13755	14198	14191	13647	13825	11890	14960	13885	13655	13901	13056	12411	13276	13409	1777	1781	1965
676.53			5.91				39114	29250	37145	27662	24227	22870	21480	23131	21231	24061	28951	21938	27166	27220	33368	29778	30799	36340	28070	28561	29147	30837	31392	27670	24397	25619	27114	908	1004	1017
1126.04			5.91				9779	14892	9328	12555	15119	14182	16750	15332	17492	13817	12607	15881	14620	12390	13486	14593	14020	9829	16598	14345	14341	14100	12409	15401	18765	14698	14084	1893	2405	2749
561.52			5.92				15770	11863	17886	14072	11920	10895	10823	10603	9874	11563	11941	10870	12901	12002	13538	12778	13483	15991	11900	14615	15390	15409	16768	20116	16809	17545	19209	1816	1497	1587
839.63			5.92				22334	19261	25525	21946	18374	19188	17086	17207	17350	21031	20028	18773	22252	20884	23333	17896	18378	19603	17199	11849	11781	11369	12864	18403	20053	21631	17809	27867	26651	26573
1525.17			5.92				11718	8320	12463	9263	9313	8376	7825	8112	6649	8049	9014	7761	8766	8862	9107	8410	7902	10092	7509	6762	7001	6810	7667	7112	6296	6599	7125	241	229	245
1499.15			5.92				10128	7466	12063	8372	8282	6986	6648	6764	5718	6953	8457	6660	7655	7983	8579	7551	7998	9981	6938	6774	6975	6837	7602	7807	6606	7706	7593	188	217	177
844.62			5.94				15918	14353	16057	15916	13018	13744	12362	12425	13099	13559	13886	14188	17224	17236	18207	19817	20881	19053	19593	20803	20143	21003	21374	19821	19341	21056	19919	1947	1846	1997
724.52			5.94				179358	159108	195235	164654	162153	157989	149951	151352	143800	154294	162847	151101	166058	159919	163012	173022	176018	194186	160746	193983	200846	199358	204425	226465	217359	213724	225406	7327	6789	7050
1404.08			5.94				33004	20513	42717	25403	22327	20747	19226	18890	18147	20859	23401	19341	24483	24001	28000	24501	26629	35240	21017	33377	33293	34932	38428	52320	44374	45871	55440	205	169	244
633.58			5.95				23323	19292	27446	20697	13880	13024	13368	13669	10599	10811	12548	11909	11990	10018	13416	14513	16694	20374	12963	24673	21894	22201	25240	28557	23468	26673	25444	428	375	495
1430.1			5.96				18136	12627	22406	14140	11563	10871	10076	10428	9136	11215	12637	10665	13313	12765	14996	13193	13681	18140	11074	18825	17865	19060	20404	25291	20693	21993	25596	179	193	203
1496.13			5.96				8906	7483	10155	7628	7039	6292	6976	6812	6120	6574	7225	6513	7671	6974	7649	7643	8130	9111	6961	8816	8667	9402	10585	9282	8978	9448	10558	221	198	205
1426.06			5.97				9310	6587	10743	8093	6975	6970	6034	6304	6183	6904	7510	6298	8047	7451	8149	8020	8506	9703	7165	9838	10666	10563	11473	13473	12744	11894	14150	218	237	201
758.59			5.97				109075	89418	125937	98332	85328	82079	78218	81652	71145	81626	86830	76621	86956	84532	90813	87541	88852	105864	81766	81024	82871	80720	87006	77082	73953	74780	76922	6157	5601	5923
735.6			5.97				70181	58525	80641	61319	62424	56293	55885	55390	50121	58935	62363	53569	59208	58183	61440	57404	58596	70392	53259	51513	49843	51400	54395	39954	35269	37134	40335	1570	1321	1516
781.61			5.98				138671	133978	139702	141096	131924	126098	128501	127515	121596	128622	124895	122250	132531	131412	134511	145059	148601	149567	142743	154608	151537	151970	156547	165657	168869	168758	158939	12063	11498	13982
818.61			5.99				46105	30892	31686	28162	37874	23574	22847	26338	25637	28352	29258	26050	34426	33500	38179	35830	38663	39798	38274	38214	38201	37426	40960	41169	40646	39765	41442	9243	9131	8956
1480.12			5.99				9065	5962	11428	6927	5824	5669	5120	5240	4921	5964	6319	5515	7832	6428	7216	6889	7107	9344	5873	9202	9299	10739	10918	16123	13602	14686	16695	347	163	173
759.63			5.99				639206	521248	739624	570237	507157	469384	466609	479987	435449	498142	529279	454045	536765	520440	577498	539314	571371	679189	525333	604588	603142	591610	658274	755878	704965	715549	725629	145344	130755	142178
807.63			6				63804	62246	61355	61357	65410	64435	61146	61428	57974	60537	60808	59273	57232	59971	60485	62553	60719	61502	59595	55278	55464	56492	53784	45767	44664	45738	43692	24850	22639	26440
852.58			6.01				10367	11061	10146	10891	11895	10875	10551	10997	10817	12284	12734	12221	12159	12688	12814	11388	11190	11328	11319	9584	9476	10094	9576	10874	10279	10085	8835	787	757	838
763.6			6.02				421394	341641	449063	351520	336176	309441	303635	315376	309167	374630	384394	338232	387832	391520	447553	361886	384544	453220	347445	323247	328091	317754	357783	406995	372395	386795	377689	21168	19184	20786
805.58			6.03				21111	19425	20461	18941	21204	20651	19984	19667	17868	19028	20143	19150	19260	19508	18643	16974	16574	17135	15781	11246	11364	10468	11091	7971	14536	8419	8699	1606	1486	1578
901.62			6.03				17108	15461	17223	15079	14859	14043	14271	15331	12266	13617	13946	14807	14704	14114	14805	15150	16559	18335	14952	18168	18496	17842	18565	16781	16123	15942	16729	2944	2727	3384
1204.89			6.06				14276	11489	16208	12119	11597	10803	11053	12683	11030	12006	12863	11562	13176	13631	14073	13458	14233	16140	12353	14312	14300	14568	15726	29718	28417	29352	28898	428	369	278
833.65			6.07				43661	40340	43378	42180	37768	37964	37115	36959	33108	35560	35495	33280	35372	36139	35173	37439	36404	39706	34799	35679	36078	34446	36480	26768	26710	26123	25301	34851	32540	38949
811.62			6.08				457202	410364	488789	421966	403555	386953	391303	397619	382534	403517	403215	389225	410837	401967	417269	422190	422098	447402	412290	432650	432256	433545	444427	515662	520128	519452	512079	299103	272067	290952
1217.89			6.08				15537	13321	17503	13661	13621	11370	11013	11604	11448	12099	13955	12183	12887	13032	14306	12137	12582	16344	11240	11200	11265	11210	11306	13009	11432	11664	12228	444	280	378
1598.21			6.1				20676	16094	22183	17704	16237	15367	16329	15087	14910	17255	17761	15917	19700	18555	20732	18701	19578	22667	17200	18741	19439	18704	21514	38371	35575	36419	37849	203	177	272
1577.22			6.1				18151	11376	26675	13782	10707	9093	10023	10707	8458	11259	13563	9984	13459	13742	17310	12474	13525	19663	10761	13302	13363	12387	15817	35425	31012	32908	36267	230	165	159
1602.22			6.11				14100	8471	19449	11565	8969	7501	7003	7282	6375	8811	9301	7728	9903	9623	11114	9254	9085	12816	7002	7520	7267	7050	8966	11676	9460	10300	10807	176	174	187
1576.22			6.11				18448	11001	25624	14369	11217	9360	8994	9597	8621	11593	12946	10164	14736	13499	17459	12636	13286	19618	10324	12892	11701	11675	15753	35252	30793	34078	35048	184	158	208
868.56			6.11				29098	28260	27435	28625	28336	28243	28282	28509	27132	28445	27976	27119	29259	29902	28278	30983	31668	30069	29865	31415	31492	31193	31931	37592	39608	37705	36634	2161	1848	2309
1624.21			6.12				14825	12080	16143	12747	13066	11237	10904	11408	10391	11891	13094	11781	12592	12540	13625	12124	11584	13943	10605	10116	9437	9363	10345	8991	8083	8321	8409	152	172	275
894.58			6.12				13407	13968	13969	14701	13843	12945	13211	13005	11903	12626	13635	12431	12340	12729	12223	13476	12796	13115	13310	10335	10451	9850	9950	7167	7404	7052	7645	651	770	670
824.11			6.12				33556	32465	34178	31802	32709	31713	31059	30472	30679	30905	32950	32208	31543	31049	30659	33396	30229	32976	30791	25919	26380	25655	26613	22460	21650	21492	21322	446	491	655
904.62			6.12				24999	24731	24532	24058	26264	26193	25423	26442	24248	24226	26717	26305	26634	25314	25466	24553	22571	23596	21087	17668	18610	17542	17632	11975	11900	11618	12102	1046	1034	1073
1625.22			6.13				15335	12200	18125	13435	12362	12197	11395	12294	11192	13093	13769	12134	14203	12851	14070	12822	12662	14721	10910	9435	9298	9552	10711	8494	8297	8698	8443	157	145	146
836.61			6.15				368682	336579	383527	345754	341558	334798	326232	319544	292340	315991	324606	312445	308787	306177	307378	309756	297327	329126	283915	232764	233677	235779	244233	158662	158084	153045	157777	5484	4598	5865
844.62			6.16				27379	19626	30685	21711	21678	19786	19819	20578	17439	21003	24920	20518	23099	19417	25779	19134	20369	27260	17632	13134	13406	13263	15084	11225	10900	11091	11975	1535	1120	1502
584.51			6.18				30611	26825	34693	24922	26744	26246	26446	26530	17184	21670	21305	19017	16986	18904	18002	12951	12747	15259	11800	7902	8336	8504	9136	11844	13527	12525	13973	1500	1140	1168
639.5			6.2				18837	18232	18157	16967	18364	17574	16565	19320	14560	16141	16068	15004	15924	18057	16228	14851	13889	17221	17071	10926	13116	11841	11708	18510	21364	21669	22081	2218	2111	2788
846.64			6.21				23520	18062	26897	19875	16578	15319	15143	17033	14847	16281	19574	16441	18649	17860	19681	18706	19164	22249	16630	15407	15446	16422	17350	12672	12610	13536	12446	1252	1336	1472
665.5			6.21				43237	40445	46808	40800	46647	48616	43284	49166	38342	39627	43332	41690	40718	46622	43014	35918	32398	36276	39661	21582	23057	23043	21591	23600	29875	27243	27609	4590	4571	5329
778.61			6.24				96086	84012	107120	92575	67111	66962	65267	65338	63084	71642	74920	67891	96293	98830	108180	124035	129699	143366	117185	147593	149573	149062	156596	155175	152949	152652	148855	1846	1740	1914
610.56			6.25				36377	28993	38609	30149	37636	35731	33778	36723	23936	26757	27621	24160	22773	23823	23573	22627	20853	24387	20699	15948	16173	15979	16136	12917	13853	13748	13158	5316	5518	5858
862.63			6.25				11488	10193	13263	10628	9532	8563	9171	8528	8429	9140	9280	8457	9643	8907	10211	9646	9140	10573	7892	6814	6827	6698	7145	5891	5328	5194	5856	908	744	1045
566.55			6.25				25225	19680	28425	20794	21564	20391	19924	19802	30262	38606	40456	35496	61277	57681	67500	63597	65046	79069	58772	51533	55885	51731	60243	40241	38405	36832	35259	655	704	743
756.62			6.26				35687	28022	42592	31764	23144	21098	21269	21376	21034	24787	25211	23302	32986	34215	39018	39212	41829	51344	36455	44904	48566	44077	51203	48115	45387	45832	46930	1000	887	936
548.54			6.26				20281	16225	25147	18002	18154	16095	15736	17274	26979	31199	32816	29644	47599	48280	55384	51811	57786	68528	51871	43184	44374	43196	48166	31080	29952	31221	31502	622	572	676
737.55			6.27				33818	30349	33901	31296	29627	28333	29061	28771	24871	27735	29289	27074	29762	28338	31729	30843	29629	33764	28104	25456	24868	25831	26716	19842	19523	19299	20917	649	763	610
1536.11			6.27				25516	22909	26922	24810	22814	21649	20014	21508	19721	21015	21758	20342	21285	20224	22281	20913	21762	22208	19649	21286	20833	20229	22042	25308	24135	24322	25624	174	154	158
1492.15			6.28				177605	123408	220062	140892	112440	98359	97528	98254	79071	99214	109130	89280	103192	100493	113332	101032	102774	141666	88048	101341	99648	101583	116966	144135	125086	137022	143528	485	366	350
605.55			6.28				63498	53516	73998	56901	48508	44771	44734	46226	41654	47643	48441	42970	48431	46959	52606	46444	47517	57094	44034	47180	47819	47647	52398	58282	54385	55341	57371	1414	544	751
716.56			6.28				27135	22143	30636	25160	23249	20893	21015	21013	19647	22727	23914	21373	23551	23969	25709	25659	25432	30520	23763	32186	31494	33357	34299	43694	41257	40958	43845	1214	1255	1193
1514.12			6.29				69865	56830	81029	61215	51817	45744	46552	50582	38855	46814	51674	44927	49674	46173	52524	48636	49323	62927	44313	47183	47799	48918	55014	66009	58154	61564	63102	185	260	187
