Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_sample_1-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_2-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_3-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_4-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_BioRec_Plasma1a_pos_1132014.mzXML peak height	CSH_BioRec_Plasma2_pos_1132014.mzXML peak height	CSH_BioRec_Plasma3_pos_1132014.mzXML peak height
839.66			9.54				9784	8321	11691	8692	8011	7198	6686	7192	7189	8754	9218	7922	9636	8987	10061	6475	7165	8557	6243	4619	4039	4585	4810	7269	5960	6451	6513	8465	9432	11788
547.47			9.55				19686	13993	25184	14954	14103	11584	11660	13282	10120	13627	14661	11879	12617	11982	15078	11047	12945	20108	10730	9004	8210	9165	10474	7604	7968	7360	7655	716	701	670
1401.98			9.55				85229	61606	113392	68474	65767	54132	59710	58364	44247	65556	72137	58397	57459	57200	74451	54304	58004	94199	49201	38814	36571	37464	45879	33404	31668	31453	34021	841	1151	1093
575.5			9.56				180841	127102	235978	143394	137346	110522	116438	122163	92057	127237	142550	113350	117436	116535	151604	106973	119690	192057	102606	82960	81440	81551	102766	87585	86548	89870	90228	2178	2829	2642
1428			9.59				63103	44924	84906	51111	50201	38900	40777	46340	34053	48037	52119	41835	46446	42990	59044	41125	48659	71990	38937	34307	34342	33783	42131	49074	48720	46863	47182	1013	976	811
601.51			9.6				70086	52499	90806	57282	54333	42627	47012	48715	37950	52918	55282	45525	48851	48215	65226	44683	49963	77734	45156	38329	36980	36967	47514	64760	65513	65453	64246	1483	1633	1851
1449.98			9.6				27868	21815	32379	23323	22875	20457	20707	22321	17771	23107	24338	19804	21889	20841	26016	20789	23984	29827	20185	19488	19117	19615	21823	23878	25289	24811	25007	549	739	602
573.48			9.6				14024	10927	17977	11116	9426	7594	8478	9222	7033	9640	10736	8619	9288	9484	12816	9305	10586	15588	8862	8506	8434	8302	10466	10586	10646	11723	10910	1150	1250	1054
1454.01			9.67				14026	10330	18540	10606	9602	7937	8141	8630	6903	10061	10270	8387	9372	9626	13048	8510	9861	14806	8489	8427	8283	7806	10179	17449	18079	19023	17466	376	485	380
915.7			9.67				8129	6721	9967	7491	7420	7276	6829	8424	9529	10642	9639	9411	12315	11870	12799	8828	9374	10510	7811	5557	5288	5260	6552	9270	8630	9211	8639	4514	4988	6072
899.72			9.7				27189	20531	39682	24771	23441	23011	21894	23755	29518	32572	34251	29287	40386	37142	44841	26975	31149	39869	27534	18968	17645	18928	22858	36312	33467	35699	31805	14303	16030	16626
920.76			9.73				14575	9577	20243	12093	10127	9991	8656	9718	12056	14208	14439	12046	14819	14452	19567	9926	10980	15804	10065	5701	4714	5227	5523	9685	8443	9269	8098	15766	14866	16430
789.64			9.87				9343	8912	10406	9395	7378	7441	7567	7391	8112	8974	8060	8140	10297	10223	11182	12098	13707	13661	12501	19419	19001	19080	20725	21487	21642	21182	21072	3827	3832	3754
773.66			9.89				51230	41886	56642	43872	31080	28672	29515	30752	35540	35878	36782	34396	55314	51778	60661	65607	74218	82805	66456	114943	113130	114564	133487	159953	158677	154978	157349	16246	15914	15849
768.71			9.9				102212	73492	125530	84012	50821	45644	45900	48374	57909	64740	70087	57911	103159	94410	124755	116175	140590	189420	121715	220079	208392	217320	271424	393528	364401	388507	375093	12605	13085	11945
549.48			9.91				24065	17906	30016	19062	14352	12076	12289	13872	11076	13955	15257	13080	11486	10985	14018	9498	10791	15090	8975	7306	7417	7194	8674	12217	11789	11762	12174	1596	1574	1558
815.66			9.91				25580	25933	26505	25308	23114	23166	21935	22334	24707	24644	24007	24537	28354	27681	28481	29137	29444	30627	28357	31059	30921	32586	32463	37580	35149	37342	35480	5905	6116	7500
1577.37			9.91				10583	8637	11672	9524	6647	6101	6062	6744	7299	8789	8936	7908	11744	11119	13593	11767	12642	14614	11481	14539	14261	16011	17830	23636	21564	23822	22850	495	523	551
576.5			9.92				57447	42554	68905	46445	39182	33254	34764	36858	27736	37257	39275	33415	33039	33960	40087	29882	32916	48163	28117	22341	22037	21738	26205	26289	25880	25503	24379	2496	2696	2570
1603.39			9.93				11955	9769	13252	11225	8193	7286	7103	8054	9528	9610	10342	9137	12486	11110	12954	11535	11623	13242	10192	10535	9650	10201	11766	16758	14715	16327	15347	488	520	564
835.75			9.94				14005	12082	14822	12430	9652	9396	9044	9099	10695	11381	10782	9538	14621	12353	14015	14126	15404	17026	14064	15420	14853	15548	19292	23097	20420	21120	21293	2428	2165	2213
1629.4			9.95				9491	8119	11665	9306	7618	6999	7383	7809	7829	8844	9119	7878	9853	9060	11056	7174	8391	9240	7098	5337	5170	5241	5641	8802	7120	7772	8369	574	552	710
603.53			9.95				146633	112890	184061	120978	108160	88188	96552	98643	79604	103463	113068	95593	95502	94101	115974	82612	92362	136648	80331	66360	60141	63720	75651	76988	75270	75729	76337	3966	4663	2905
861.76			9.96				19309	16195	20208	17468	14094	13516	13678	14606	15286	16440	17471	14923	18072	16302	19751	15742	16944	19718	15232	13857	12910	13647	14591	23187	17153	20911	17226	5805	5873	5843
887.77			10.05				14173	10961	16336	11950	9961	10099	8687	9575	10234	12451	12342	10434	12266	10793	18258	9816	10431	18781	8514	6164	10151	9894	7121	17341	8953	17070	9244	14067	13871	13922
757.65			10.06				8065	6301	9904	7009	7038	6410	6075	6670	7515	8004	8284	7151	11047	10413	11478	11064	9927	14081	9522	12629	12480	12409	12809	14558	14068	14982	14236	645	678	672
943.72			10.12				12552	11911	14557	12250	12544	13254	12409	14218	16011	18207	16342	16592	18350	18789	19892	15164	15743	16688	14665	11448	10720	12256	13625	15660	16386	17131	15738	9465	9116	10807
782.72			10.13				9958	8526	11760	8677	6485	6575	6542	6629	8129	7319	8311	7679	12031	10074	12612	11412	13098	16659	12193	17089	16168	16839	19929	25745	24691	24577	25223	10046	10401	9122
813.69			10.15				25683	19352	31097	21701	17110	15797	15391	16524	19193	20107	21909	19461	30210	27165	32192	29448	34069	37551	28887	34917	34773	34988	40720	54536	46754	50675	48911	7518	7374	7649
969.74			10.16				14428	12633	17012	14636	11987	13184	11233	12457	15947	16368	16649	15545	17535	16291	17500	13217	14246	14077	11892	8385	8158	7750	8419	9458	9695	9120	9355	2054	2116	2311
948.79			10.17				62753	40017	89524	51595	31137	31873	29228	30897	46570	54169	54554	48537	71334	61018	90782	46511	54527	73732	46756	25960	23158	24752	28950	43536	43297	41810	39644	10451	10048	10511
883.72			10.17				14328	10768	15361	11439	11884	11492	11594	11611	12904	14413	13771	13444	14084	14156	15095	10467	12134	12683	11205	7251	6662	7079	7294	7098	6713	7367	6987	2461	2627	2870
860.76			10.22				38039	25359	53292	30858	21271	21013	19826	21162	25679	28827	32781	27200	36786	31901	43654	26595	30356	40032	27326	22327	20668	21899	25760	30232	29208	29723	28423	27071	26749	27386
1480.02			10.27				14610	12052	18019	12943	10453	8768	9381	9259	8355	10291	11332	9281	9780	9428	12380	9217	9672	11978	8401	7951	6973	6972	7872	7230	6744	6283	7040	478	872	706
885.73			10.28				24611	20106	27368	22731	30243	31293	29110	29073	31883	35080	35304	33785	37672	34477	37420	28588	28569	31008	27032	16391	16806	16471	17664	15531	15643	16020	14625	3317	3180	3451
1458.04			10.28				25403	19584	34972	21966	15350	12591	13417	14270	12457	15553	17115	13807	15448	14616	19642	14467	16004	23669	12984	11590	11337	11099	13576	11069	10763	11029	11300	877	1421	1150
955.77			10.28				42290	34742	48484	41076	40632	42839	39794	41886	49472	52525	51563	50227	48388	48205	55189	35580	36369	39955	33375	21664	20418	20559	21224	33186	32286	33539	28267	5561	6636	6334
886.77			10.31				24083	18952	30017	20463	22879	22958	20412	21689	24925	25982	26971	25815	33306	29432	35303	25699	28300	32494	24622	16948	16535	16578	19469	22269	21467	21359	20134	24935	24050	25081
801.69			10.34				82731	75263	84764	78197	53349	48607	50852	52831	59039	58014	58112	54911	89942	90167	98592	123313	132765	132573	135236	224067	224087	216864	240250	229961	238277	234126	229714	16703	15595	15744
523.47			10.36				8596	6935	10793	7600	4614	4675	4504	5040	6313	6469	7481	5677	10368	8841	11933	10780	11696	14674	11344	16379	15763	16704	19490	23381	21641	23361	22522	2331	2336	2328
843.69			10.36				19341	19983	19211	20000	19232	19492	19911	19978	21432	20215	19887	20690	21212	21478	21606	24747	24351	23167	24475	29308	28821	27823	28447	30648	31313	30122	30434	4240	4105	4050
1633.44			10.37				10050	9366	11035	9363	7942	8388	8712	9302	10875	10321	10943	10944	14137	14032	16114	15330	15945	16483	14470	20836	20142	21028	21689	27233	24709	25652	26659	344	346	340
1659.46			10.39				8408	7956	9705	8470	7797	7788	7916	8332	9353	9493	9466	9612	11052	10595	12342	10110	10887	10940	8809	10094	9741	10116	9908	12675	11289	12497	12414	335	299	391
869.7			10.41				35716	36004	35636	36258	36316	36878	38492	36362	37225	38018	37060	37790	36030	35482	37027	36342	36242	33929	34544	33374	33175	32937	32079	35783	33858	33796	34077	10624	11049	10506
856.75			10.41				25215	21178	31975	22797	19731	19112	18754	19882	22116	24372	26360	23195	34472	33095	38231	32243	35823	44141	30855	28492	26747	27408	33956	32568	30968	35174	31015	8388	8711	8203
575.5			10.41				18007	12653	22000	14785	11271	11267	10441	10516	12070	13957	15184	13155	14681	14155	17456	11924	13593	16799	11338	9805	8560	8866	10401	13596	12591	13160	13557	11241	10895	11449
916.81			10.43				25275	21712	27974	22574	21290	21548	20008	20737	21976	23289	25254	23292	23644	22485	26158	23004	21525	24895	19597	16919	15745	16339	16567	20603	17816	19700	18413	50492	47764	50424
780.74			10.51				20296	14592	26550	17778	15082	14771	12893	14147	15103	17535	19081	16057	25770	23372	29780	26619	29066	41662	27059	30170	28202	29656	35425	34578	30995	32786	29834	739	624	698
806.75			10.52				22871	16523	30365	19535	16929	17009	14306	15411	17264	19987	22012	19105	27841	24541	31882	27172	27518	39994	24232	22166	19409	21000	26296	18803	16681	18213	17358	706	778	667
785.69			10.52				41492	34587	47612	36980	35658	32616	31753	33656	34676	37442	37056	33836	48240	45699	47938	53265	54347	66227	49907	63462	62605	62614	69298	55660	53402	54559	54235	643	619	521
509.49			10.52				7955	5662	9850	6430	5306	5880	5053	5334	5323	6540	6942	5696	8164	7381	9745	10105	10970	14514	9247	15001	14192	13699	15672	17129	14348	15583	15158	598	595	611
759.68			10.53				15982	12462	15633	13105	13391	11982	11087	11475	12264	12341	12981	11807	17210	15943	18016	23394	22326	29503	21423	40762	41019	40142	43252	45774	42731	44600	46035	791	712	636
883.77			10.54				18557	16473	26277	16367	34944	17419	15026	16676	19845	24053	22641	20693	29311	26765	35145	23413	25236	32580	151683	27637	14699	21567	16184	13714	18719	13004	41594	8844	9126	10380
811.73			10.55				40700	34383	48278	36761	34687	32383	31601	32130	32953	36066	39560	35171	44186	44156	44657	47384	48617	57997	43483	49066	47009	48750	56659	53323	52805	51920	49574	5567	5066	4632
976.83			10.56				12096	7899	17128	11787	7445	7235	6836	6961	9568	11479	12063	9308	15614	13348	18445	12933	14373	18452	11192	7810	7290	8069	9210	11787	11354	11640	10297	1584	1598	1559
981.8			10.57				10814	8403	13735	10037	7895	7734	7688	7311	9992	10280	11352	10911	12813	11379	12881	10369	11697	11778	9445	7135	6361	6751	7379	8904	8020	15180	7451	891	986	1033
937.76			10.57				27072	22373	31905	24909	24219	22948	22231	22881	25352	27482	27433	25612	29483	27680	30690	23811	25670	26405	21979	14703	14671	14150	15040	12000	10776	10787	11192	5291	5758	5101
941.82			10.59				12762	9951	37616	11162	8456	8103	7851	8087	10024	11344	11343	10030	46527	43001	13921	10887	46448	52940	10823	9219	9326	9347	9891	12590	10953	11879	10889	23443	24009	24244
911.74			10.61				57715	47633	65375	52179	52287	49237	45375	48143	54474	59288	57145	54606	64027	60480	66471	50660	53836	59113	47714	32810	31552	33345	34737	31006	30143	28764	31012	2852	2964	3602
885.74			10.64				28836	23461	30060	76442	23002	21925	22047	23371	26710	28299	30577	24555	30108	27903	30509	24936	26248	28197	24478	19725	19538	19733	20904	21935	22057	21124	22412	5294	4867	5076
983.8			10.7				11994	8999	14264	11744	9070	9284	7804	8768	11031	12153	11647	11030	12600	11284	13658	10245	11397	13285	10773	7670	6868	7686	7956	10370	10632	10936	9640	955	1004	931
887.75			10.7				75033	60801	89291	67458	67533	64251	63997	67833	71765	81594	75505	74519	99167	92735	103794	91338	95685	111350	92180	81578	79395	79991	90485	90725	88629	91127	91027	1248	1218	1235
913.76			10.71				134323	104397	154573	119406	122207	116594	107562	112386	133466	150262	140776	138186	188558	179215	195106	173982	179041	204711	162976	127759	128479	130527	140054	111535	103907	106735	106888	2179	1743	2124
978.84			10.72				15576	10491	21404	14772	11246	10500	9184	9761	13614	15280	15880	13397	19549	17597	24445	15404	17865	22607	15541	11737	10963	11420	14174	17797	16712	17965	15024	1152	1087	1208
939.78			10.74				28090	21894	31627	26937	27661	27557	25213	25851	29743	32419	33973	31428	41498	37122	41919	34527	35211	40022	31807	21875	23321	22463	23781	16335	16428	14955	36517	3824	3374	3311
871.72			10.75				15501	15599	14816	15927	14478	14871	14109	14431	14906	13978	13994	14994	16933	16891	16987	19534	19091	19174	18455	22605	23897	23932	24464	24177	24723	24666	24599	18017	19016	19877
935.81			10.76				31856	23745	41252	28800	26863	26271	23257	24872	30912	34552	34880	31625	47915	43150	50549	42374	44507	52665	37408	26412	27227	28493	32243	25477	23862	23653	23528	4073	4160	4555
369.35			10.84				243221	225228	266251	243382	130387	114142	119030	125642	129968	137875	147646	129673	235543	228508	236472	299294	290486	327919	295857	327878	353942	338430	365956	200520	198975	207210	216984	311286	308589	292682
832.77			10.84				17508	14034	20414	15895	17987	17544	15542	16033	19097	19922	18930	17565	19894	17556	20287	16232	16447	18726	14693	11725	11233	11652	12132	13830	12102	12420	12259	2026	2189	1917
806.75			10.84				12699	10354	14470	11664	11509	10760	10992	10650	12595	12178	12378	11256	13122	12011	13438	10947	12312	14335	10541	10825	9151	10146	10478	11479	10105	10436	11273	483	596	471
1324.19			10.86				11020	12376	11370	12756	7829	7205	7390	7733	7724	7393	8247	8446	10341	11507	10579	16393	14136	14827	13622	15159	17717	14326	15858	6165	6421	7149	7515	12318	12344	12988
885.79			10.87				91007	66403	110617	76442	70968	63579	61431	65630	77524	90153	88561	80684	124923	116808	137758	109708	124848	147944	115025	92821	91585	92968	111508	105384	103195	101222	97338	5294	4867	5076
915.78			10.87				108541	95996	119464	101975	124199	119820	112165	115590	132071	144064	136431	138281	157099	153207	153421	132629	140446	145834	132906	97018	97766	95801	106636	88004	88209	85421	84135	3614	2938	3171
858.77			10.88				24527	17006	29248	20233	18208	15955	15520	17020	18862	21700	21018	18847	28061	24010	30639	23261	27353	31816	25059	22823	22315	22818	26382	26969	26814	27757	26391	10117	9443	10207
911.82			10.89				140497	107364	178208	126547	116245	112158	103461	110170	130234	156834	153639	142784	213314	200191	229913	194382	207725	245543	187854	146243	142197	141642	166091	129003	125728	127142	119813	5887	6202	7868
944.85			10.89				17942	18295	18996	18411	21654	23134	29604	31332	21316	43083	20655	37776	17148	46737	17393	15371	14360	14389	13858	11000	10447	11837	48116	11930	11901	12203	10903	12506	11410	11193
523.47			10.92				8154	5301	9257	6591	5658	5361	4831	5233	5303	6394	7186	5736	9664	8681	10317	12560	13367	16785	11348	18023	16247	17947	19653	16775	15539	17336	16460	475	491	546
1631.49			10.92				8512	7259	10249	7924	9065	8286	8470	8876	8464	9345	10948	9879	11479	10989	11557	11268	11317	12571	9486	9896	8817	8333	8674	5169	4404	4631	4872	263	212	225
509.49			10.93				42754	31117	52359	33828	30044	28210	25749	29761	28230	34516	37102	31192	51771	48976	59182	67719	72471	96103	64406	112920	104990	107825	131437	120691	110584	111863	120827	657	644	550
834.78			10.93				217204	152904	279058	178759	158015	146889	138276	143079	161409	198592	219004	179775	289285	262290	319877	283103	299700	399933	258769	232646	218554	225389	259740	170765	150932	154189	157696	1214	1088	1204
787.71			10.93				52607	45173	57733	49122	42638	39332	42084	43575	40435	43103	43924	39932	53586	51494	55505	71694	75161	78877	71179	123713	119746	118186	129039	130094	120975	120887	131945	945	849	936
782.75			10.93				30336	21355	36988	24066	22046	20441	19631	20204	21932	24481	26930	22292	36685	33546	41799	46942	52233	65016	47290	84896	82012	82273	98466	95570	84553	89674	93735	1041	1061	945
563.54			10.93				63406	45519	80055	50395	45614	41441	39586	40948	46004	53865	60704	47742	79804	73451	88461	83611	89791	121846	80106	91257	85478	91793	108240	73494	65862	70642	72491	347	458	422
549.49			10.94				13373	9620	16206	10333	9968	8300	8583	9165	9412	10794	11720	9893	15416	13707	17747	15641	17254	22018	15138	16216	15999	16846	19816	14447	13201	13242	14153	1252	1069	1159
589.55			10.94				17364	12571	20484	14004	11465	11305	10740	10500	11905	14972	16430	14085	21961	20334	24391	22406	24331	31550	20060	20020	18926	19117	22398	12474	10855	10810	11565	418	539	444
791.75			10.94				17314	12706	21764	15087	13149	12364	10403	11803	12942	14916	16581	13639	23112	20034	24700	24831	26991	34765	23249	30318	28006	28331	33893	25135	24225	23573	24720	428	353	393
817.76			10.94				21007	14058	25973	17010	13524	13460	12516	13571	14568	17809	18485	16169	24569	23121	27588	25015	25527	34786	22941	21536	20439	22138	24589	16022	14354	13919	14286	463	466	404
535.51			10.94				65642	46877	83987	53380	45670	40834	39907	41361	45756	51704	57652	49376	77428	72907	90414	84858	93245	126869	83494	92980	85687	92542	108264	79756	72973	75489	76727	547	478	458
937.83			10.94				26981	20550	82807	25061	28444	27819	55163	27240	30470	35633	34326	33008	42326	38958	42654	35465	69081	42321	33717	22183	22469	50464	25316	19222	54625	19543	17833	4579	1521	1432
1605.48			10.94				10623	8660	10756	8907	9544	8823	8978	9230	9154	9959	10280	8895	11608	10930	12079	14021	14140	16641	12953	16446	15445	15503	16357	12368	9880	10584	12010	236	371	268
561.52			10.94				26391	19005	31473	21147	17975	18317	15546	16727	18998	22909	25983	21780	32240	31151	36873	32718	33743	45051	28111	22802	22524	23398	26277	14981	14259	14454	14910	428	552	504
839.76			10.95				189332	161562	207878	171101	158088	154946	149097	146260	157705	174160	182856	168101	216153	201832	218810	213510	216259	245329	203193	173135	170948	174507	182316	132660	130154	129375	132280	3761	4166	4087
843.75			10.97				9420	8148	11186	9018	6262	6158	6790	6428	7961	8889	8372	7965	12486	11993	14251	15740	17576	20545	16115	24456	24088	24976	27241	28667	30018	30299	27471	5581	5502	5612
890.81			10.98				226448	150861	301635	187535	133948	120362	117860	122290	164603	189268	197253	161282	271611	241978	333285	255275	312499	400248	259635	288451	264757	287660	341335	485649	424196	460791	415385	31282	31334	34219
860.8			10.99				50846	35304	65423	41988	37188	34479	32264	33326	40551	48993	53464	44107	73595	66268	82967	72514	78485	103650	65465	56825	54062	56990	65806	47518	41651	40445	39917	2157	1976	2337
921.79			11				67607	52742	80677	63017	48629	47169	44744	45769	53328	59356	58758	55989	65608	59347	70449	54912	63041	72351	56805	47679	43477	46503	47331	62257	57584	59728	55864	4685	4500	4245
959.81			11.01				19453	16270	23459	18450	17410	16652	15853	16770	19243	21429	21406	18443	23255	21614	27831	19219	22760	25272	20480	18502	17061	17806	19762	31873	31016	32048	27652	2963	2788	3196
980.86			11.02				10952	7293	15055	9396	7462	7325	6631	7445	8665	10823	11672	9846	13225	13212	17495	11789	14370	18160	11899	9382	9363	9241	11739	17912	16861	17774	15158	1104	1023	966
939.8			11.03				16836	13963	19242	18959	16807	15125	14253	15071	17143	22881	24258	16116	38202	17632	41840	14788	17386	17320	15237	12162	11817	11959	12565	13037	12472	12209	12670	3384	3144	3292
985.82			11.05				7587	6118	9258	7856	7011	6751	6156	6649	7777	8221	8111	7326	9806	8824	10325	8247	9396	11033	8575	8191	7676	7663	9343	14095	13689	13375	12230	790	739	751
801.71			11.06				5830	5266	6937	5198	4733	4136	4429	4426	4566	4660	4968	4358	6352	6501	6708	7443	8599	10034	8000	12704	12133	11550	13545	10681	11062	10737	11347	1070	1238	1001
827.74			11.1				17904	14593	20882	15754	14491	13060	13356	14289	14899	15717	16837	16040	21632	21804	22746	25473	25932	29870	24780	28620	27821	27365	31151	21179	21636	21023	20961	782	913	832
941.8			11.1				30352	24773	37616	29673	27624	27419	25930	26902	31338	34303	32884	33761	46527	43001	49404	44622	46448	52940	43784	36886	36687	37697	40871	39466	38942	39018	38847	1296	1566	1556
848.8			11.11				25969	18620	32965	21576	19249	17672	16554	16385	20687	25665	26396	22119	37803	35301	41654	39909	43355	52229	38833	35317	34539	34592	40500	24561	24668	24439	25048	824	750	759
822.78			11.12				20426	14971	24459	16109	15234	12761	12750	13452	15589	18452	19516	15645	25412	23877	29739	30804	33500	40503	30171	36746	36197	35000	40257	30679	28137	27909	28743	646	616	641
549.52			11.13				9404	7628	16206	9809	6526	6194	5607	9165	7046	7696	8569	7941	11975	11534	13160	13731	14075	17830	13789	15033	15197	15391	17820	13299	12248	12452	12398	419	388	679
974.87			11.16				10230	7997	11242	9314	8255	7948	7541	7803	8964	9174	9303	8915	9265	8775	11681	9433	9531	10068	8933	8544	7992	8586	8027	8051	8355	8746	8059	1848	1639	1692
912.83			11.16				55325	38202	67684	44597	43505	40025	38002	40403	51334	56498	51285	49147	73122	66349	80409	68827	76339	87013	67869	58033	56110	53843	68664	88029	83734	84310	77640	6733	6755	7036
834.78			11.18				37296	27193	48546	32159	26521	24166	23375	25277	29492	35241	37365	31184	46311	39301	49362	39547	44022	56924	40530	40250	36513	34692	56899	42625	38528	42857	39831	572	481	529
605.55			11.19				14383	10961	17716	12133	9681	8867	8587	8718	10425	11815	12736	10756	15961	13893	17959	15955	18298	21368	16887	21353	21134	22691	24492	32836	30600	31860	31374	2264	1998	2030
886.81			11.19				36825	27156	45857	33259	30383	28487	25516	27964	33433	37763	38854	33902	46229	42337	50925	42163	46508	53400	43433	35447	35610	34992	38035	36832	36889	36526	34379	6067	5832	6554
971.87			11.2				15916	13926	17139	15042	15311	14247	14790	14069	14948	15166	15554	14538	14028	13797	14814	12712	12232	13283	11519	9311	10045	8487	8474	13134	7712	7862	11678	1240	1307	1178
957.86			11.21				52473	40769	62403	48864	41499	40417	37975	40846	43854	48701	48366	44513	50791	47754	55926	46216	51217	57151	44224	34190	33890	35762	40011	45280	42087	43966	39412	3482	3085	3658
860.8			11.22				53081	34915	70165	43531	38617	38657	34327	37287	45795	53757	54373	46514	64529	55559	70862	51317	58394	74683	49438	43109	37950	42198	45967	47518	41651	43147	43793	2233	2195	2098
945.85			11.24				31890	27910	47167	31448	27550	27086	26833	27583	32081	30705	33111	29637	37650	29734	33510	29475	39382	45371	34031	26280	30277	31390	33874	43875	38179	40382	37975	9552	8099	8789
701.61			11.26				18637	20786	19709	19538	7966	6672	7993	9254	7755	10051	10654	9591	15418	17048	13482	21543	20279	20877	20501	21859	23475	23820	21739	14379	14618	15167	16513	1073	899	1090
939.84			11.27				22375	15425	29779	18959	16807	15750	14750	15321	18959	22881	24258	20414	38202	33013	41840	35368	41344	51900	36251	34466	32919	33118	39036	39453	38782	38729	36517	926	1045	990
369.35			11.28				55353	43083	74436	53458	24009	18717	19622	22418	24848	32247	31109	27855	55174	56453	62916	78794	86634	100234	80219	95903	100564	98386	108920	73474	77193	74788	77357	8571	7437	8449
551.5			11.3				33092	24422	37523	26133	21531	19320	19475	20878	22749	23935	25941	22766	36487	34223	39403	42027	45752	55080	44454	60004	57772	59690	69906	62853	59509	58549	59906	755	720	683
845.79			11.3				65575	45712	75413	54878	46529	42710	39457	41380	49132	56537	61114	51277	88758	78772	94383	96737	98835	122047	90164	85697	83485	85405	94999	58805	52529	53038	52855	552	642	527
577.52			11.31				41809	31523	52434	34670	29730	27360	27114	27208	30932	39303	39039	32837	52844	47809	61570	60293	66565	81221	61630	66735	64633	68447	76556	56688	53024	53849	54732	1413	1316	1283
589.55			11.31				141612	101746	172250	120603	99602	89651	86162	85668	105745	124622	136538	114166	199022	177196	215200	216914	226489	287674	207647	188594	183648	189956	205681	114177	104767	104833	106744	593	481	507
819.78			11.32				67785	48654	79735	56007	45762	42010	41857	41668	47519	57110	58847	48172	81408	76733	89359	92615	104071	121815	94309	114809	111691	110899	128504	100932	91012	92930	93114	346	345	334
810.78			11.32				134542	99448	158389	110796	95105	83018	79533	88744	88264	104523	107567	93089	149255	135705	165504	189833	214990	242912	187116	330166	323672	318286	370831	377111	351150	357796	362829	899	883	962
563.54			11.32				455987	333467	546346	375694	312911	294854	274186	291285	322869	382171	405175	343260	552911	510648	606712	616785	671464	823447	627942	710846	685665	706506	805057	608924	567968	586255	586927	1037	770	944
888.83			11.33				89317	64692	115417	78389	66771	63426	56005	58628	73440	88973	98163	81873	135136	121136	146154	141464	150796	180900	130208	118953	111479	117783	127176	75924	69773	71643	73260	727	1061	836
893.81			11.33				56123	44869	62847	51139	44275	41446	41348	40468	48435	54171	53775	49623	67615	64607	73569	73419	82122	91947	71959	95312	89958	94251	105643	147210	132204	142889	129189	3218	3066	3567
1661.54			11.33				13253	11214	14462	12668	13089	12518	14104	13657	13445	14356	16324	14289	17070	16543	18188	16718	16990	17878	15265	17319	16104	17276	17008	14190	13927	14144	14220	137	112	138
944.86			11.33				52455	35917	66877	43240	33385	31630	29604	31332	35484	43083	44524	37776	50564	46737	57745	49573	55073	65869	46795	43575	39252	44471	48116	59421	53047	54644	51944	749	855	826
537.52			11.33				339921	249784	411564	272795	241362	210552	206774	223888	227218	259357	274423	226469	369937	342210	411046	455632	507426	584925	472201	705612	681556	677643	798170	759614	694618	722517	738055	3108	0	0
1635.52			11.34				17377	15041	18659	15690	16614	14507	16209	16847	14936	16289	16181	15131	19208	18278	20755	20774	23373	23967	20977	30974	30102	28151	30906	32763	31036	31578	33313	175	151	232
918.84			11.34				86172	58628	111005	72568	54707	48779	48480	48388	60585	69616	73085	62235	95719	85049	111027	97188	119209	138006	101197	121258	113550	122285	136881	196782	172446	191573	168712	1844	1429	1730
