Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_QC01_pos_0314.d	CSH_QC 02_pos_0314.d	CSH_QC 03_pos_0314.d	CSH_QC 04_pos_0314.d	CSH_QC 05_pos_0314.d	CSH_QC 06_pos_0314.d	CSH_SAT_1_pos_0314.d	CSH_SAT_2_pos_0314.d	CSH_SAT_3_pos_0314.d	CSH_SAT_4_pos_0314.d	CSH_SAT_5_pos_0314.d	CSH_SAT_6_pos_0314.d	CSH_SAT_7_pos_0314.d	CSH_SAT_8_pos_0314.d	CSH_SAT_9_pos_0314.d	CSH_SAT_10_pos_0314.d	CSH_SAT_11_pos_0314.d	CSH_SAT_12_pos_0314.d	CSH_SAT_13_pos_0314.d	CSH_SAT_14_pos_0314.d	CSH_SAT_15_pos_0314.d	CSH_SAT_16_pos_0314.d	CSH_SAT_17_pos_0314.d	CSH_SAT_18_pos_0314.d	CSH_SAT_19_pos_0314.d	CSH_SAT_20_pos_0314.d	CSH_SAT_21_pos_0314.d	CSH_SAT_22_pos_0314.d	CSH_SAT_23_pos_0314.d	CSH_SAT_24_pos_0314.d	CSH_SAT_25_pos_0314.d	CSH_SAT_26_pos_0314.d	CSH_SAT_27_pos_0314.d	CSH_SAT_28_pos_0314.d	CSH_SAT_29_pos_0314.d	CSH_SAT_30_pos_0314.d	CSH_SAT_31_pos_0314.d	CSH_SAT_32_pos_0314.d	CSH_SAT_33_pos_0314.d	CSH_SAT_34_pos_0314.d	CSH_SAT_35_pos_0314.d	CSH_SAT_36_pos_0314.d	CSH_SAT_37_pos_0314.d	CSH_SAT_38_pos_0314.d	CSH_SAT_39_pos_0314.d	CSH_SAT_40_pos_0314.d	CSH_SAT_41_pos_0314.d	CSH_SAT_42_pos_0314.d	CSH_SAT_43_pos_0314.d	CSH_SAT_44_pos_0314.d	CSH_SAT_45_pos_0314.d	CSH_SAT_46_pos_0314.d	CSH_SAT_47_pos_0314.d	CSH_SAT_48_pos_0314.d	CSH_SAT_49_pos_0314.d	CSH_SAT_50_pos_0314.d	CSH_SAT_51_pos_0314.d	CSH_SAT_52_pos_0314.d	CSH_SAT_53_pos_0314.d	CSH_SAT_54_pos_0314.d	CSH_SAT_55_pos_0314.d	CSH_SAT_56_pos_0314.d	CSH_SAT_57_pos_0314.d	CSH_SAT_58_pos_0314.d	CSH_SAT_59_pos_0314.d	CSH_VAT_1_pos_0314.d	CSH_VAT_2_pos_0314.d	CSH_VAT_3_pos_0314.d	CSH_VAT_4_pos_0314.d	CSH_VAT_5_pos_0314.d	CSH_VAT_6_pos_0314.d	CSH_VAT_7_pos_0314.d	CSH_VAT_8_pos_0314.d	CSH_VAT_9_pos_0314.d	CSH_VAT_10_pos_0314.d	CSH_VAT_11_pos_0314.d	CSH_VAT_12_pos_0314.d	CSH_VAT_13_pos_0314.d	CSH_VAT_14_pos_0314.d	CSH_VAT_15_pos_0314.d	CSH_VAT_16_pos_0314.d	CSH_VAT_17_pos_0314.d	CSH_VAT_18_pos_0314.d	CSH_VAT_19_pos_0314.d	CSH_VAT_20_pos_0314.d	CSH_VAT_21_pos_0314.d	CSH_VAT_22_pos_0314.d	CSH_VAT_23_pos_0314.d	CSH_VAT_24_pos_0314.d	CSH_VAT_25_pos_0314.d	CSH_VAT_26_pos_0314.d	CSH_VAT_27_pos_0314.d	CSH_VAT_28_pos_0314.d	CSH_VAT_29_pos_0314.d	CSH_VAT_30_pos_0314.d	CSH_VAT_31_pos_0314.d	CSH_VAT_32_pos_0314.d	CSH_VAT_33_pos_0314.d	CSH_VAT_34_pos_0314.d	CSH_VAT_35_pos_0314.d	CSH_VAT_36_pos_0314.d	CSH_VAT_37_pos_0314.d	CSH_VAT_38_pos_0314.d	CSH_VAT_39_pos_0314.d	CSH_VAT_40_pos_0314.d	CSH_VAT_41_pos_0314.d	CSH_VAT_42_pos_0314.d	CSH_VAT_43_pos_0314.d	CSH_VAT_44_pos_0314.d	CSH_VAT_45_pos_0314.d	CSH_VAT_46_pos_0314.d	CSH_VAT_47_pos_0314.d	CSH_VAT_48_pos_0314.d	CSH_VAT_49_pos_0314.d	CSH_VAT_50_pos_0314.d	CSH_VAT_51_pos_0314.d	CSH_VAT_52_pos_0314.d	CSH_VAT_53_pos_0314.d	CSH_VAT_54_pos_0314.d	CSH_VAT_55_pos_0314.d	CSH_VAT_56_pos_0314.d	CSH_VAT_57_pos_0314.d	CSH_VAT_58_pos_0314.d	CSH_VAT_59_pos_0314.d
829.724			10.738				3680376	4238566	3911664	3562687	3668526	3193217	2468807	6748598	5572566	7306026	6004465	4073978	4741780	5969906	4050225	8572285	8209529	7680250	6125961	5031916	5763486	10738499	8241683	5460307	3534733	7739044	10248711	6401853	4043563	6522115	4341737	4154147	10300133	8415014	8645443	7191504	5269888	5585410	5638567	8439898	5210463	5449992	2771492	3853274	8674597	5794287	4303493	5389958	5620160	8691771	4480110	9342469	3744135	6000181	4333033	4829098	2753358	5594576	5470519	2201644	4063908	1483045	4787207	4644657	4239751	4780851	8397352	7053715	5771424	8626178	4470825	6349756	6496870	4134308	7769560	6611071	9464402	8586834	5567780	7594008	10640633	4821638	4857994	4152392	4965750	16985242	4542917	5229480	9699442	7488558	6058442	9685529	9683611	7954713	6025439	4648534	6211398	7451745	9218246	6904090	9245514	2919557	9183795	7999770	9337568	4302301	7596646	12533911	6089481	4697205	5204777	3725992	8380219	3912134	6203403	3482280	7110847	5181500	3400899	4942805	2441431	5199871	5844256	6111190
871.718			10.739				9012244	8457847	8795939	7828976	7380451	6490921	6471452	10687192	9021979	12396151	10547525	8111769	8344804	9955817	7523066	13374849	10962519	12725174	11510516	10027199	9901760	14039197	10986714	9995209	7146386	13041694	11048306	11029125	9040584	9535146	8632873	7866384	14369072	12455386	12326401	11810844	10618431	9863758	10372237	11713348	9146383	9334414	6467238	8435636	12479639	8407139	7914526	7755361	8677774	11599258	7141865	12365236	7243457	9450744	7841377	9128847	5692788	8914968	8904374	5741614	7715996	5318825	9281937	9120005	8372367	8529731	13061586	11588063	11079675	13549147	8772290	10563773	10054501	9123514	10430043	10162541	13316385	12089551	10377941	11052380	12319873	8820757	9078582	9771224	9531044	16376502	8430934	8870668	13445108	12027774	9819802	14158067	12312163	11851016	8805964	8572922	9924470	12225524	13036152	11109119	12560662	6747506	12284587	10454903	11575504	7463009	10512872	13723349	9364177	8005031	9140044	9220775	12137552	7762393	11552080	7064697	11219658	9297500	7644234	9284121	7049008	9629289	9033083	10311928
1662.478			10.742				855556	1078960	878220	799477	779560	662187	487671	1818754	1399586	2242395	2148692	1056378	1204150	1711990	1237673	2567346	2587811	2730580	1751045	1314054	1407799	3555592	2677169	1348338	781377	2350242	3832701	1707888	975421	2137346	1099955	1115397	3269991	2484964	2824446	2039591	1567578	1517134	1632740	2551469	1406145	1620783	517125	766519	2866592	1539727	896325	1401244	1656676	3335684	1188787	3332707	929778	1433612	1084581	1331034	619065	1704863	1572676	442720	1062433	307936	1088215	993101	1164099	1344382	2473485	2274255	1671250	2498848	1159383	2212103	2020621	901937	2549586	2182213	3402147	3277283	1426402	2212105	3753372	1209391	1218811	1077801	1357235	7622121	1105010	1316926	3463195	2310669	1991267	3996402	3454285	2312064	1789633	1365471	1839070	2150219	3121956	2115572	2923610	585981	2950072	2595402	3113441	913400	2445714	4659070	1817576	1275669	1536244	1163403	2289454	830456	1823769	859027	1959134	1228734	807393	1166940	419661	1484862	1783523	1663212
1688.49			10.746				4980920	6960741	6097167	5786891	5062096	3996260	3640474	9071050	7244135	12054196	1030503	7003939	6551877	10086180	6874160	12809011	11297699	14013005	10324746	7753551	6366582	15440936	12068445	7604969	5155206	11340754	14694699	8805505	6891291	10342526	6554058	5900063	13894826	11274619	13294060	10150367	9012227	8165310	8070549	12219973	8009558	8471685	3322972	4050069	13354123	7720628	4876441	6539679	8460788	14253961	6462841	12895061	755852	6733463	5735000	7104284	4106048	8166237	7842264	3087647	6206281	2001937	5965542	5745749	6869559	7440403	11640932	12317212	9706333	13602144	7336144	10619276	9524313	5694536	11358327	8729639	14479361	14877591	8721535	9605963	15910442	6375481	7494230	7088200	7333818	24423570	6260862	7527793	15426085	12175404	9971079	16942774	14506881	10876553	9006370	7997013	9009628	10086000	13901630	10154392	12639967	3878577	11709084	10520049	13784315	4786062	10282312	16620113	609454	6299717	7530775	7056762	9746789	5061818	9426582	5533453	10234290	6767748	4933201	6521866	3619283	7608028	8636963	9016829
862.785			10.896				1216261	2222950	1598196	1370401	1350346	816468	1043343	1150926	1128263	2079141	2865013	1890191	1480975	2971652	997118	2429628	1726609	1802341	1461058	1031217	520945	2201091	2864216	873899	1055822	1383075	2118411	1578386	2043038	2117454	1809789	627490	1091073	1035640	2759460	1754976	1606743	985081	874625	1161907	2323539	2796663	843269	279349	1533208	1488760	1008058	711348	2686265	1937229	1341091	2899461	1813249	681168	1203454	1265459	806543	1606172	1349912	661990	1272358	327672	801237	713583	1165385	2029016	1749939	3264644	1355628	4412205	1443336	1153153	1755589	756964	2478525	1432387	1364722	1732522	1457623	934876	2785585	1157391	1207560	1500461	984166	3269558	1078854	1168843	2522027	2711612	1740445	2483405	1861520	2114266	2462950	1815017	1380176	729179	1817110	2199389	2306742	772865	577269	1089221	4880809	653052	1228901	2737277	1644541	1019088	1812718	2346744	903766	789083	1593303	1023164	2091128	788625	869493	1024597	843386	930713	1372255	772981
843.74			10.922				736651	977060	830978	730056	708508	531781	573537	1034270	975766	1505638	1668957	826158	1011114	1440684	776114	1984803	1549753	1771159	1098325	829512	696408	2026752	1918597	885954	558513	1381736	2332970	1103862	915993	1319778	1079654	692402	1392938	1361844	1766987	1385311	1066303	819165	955523	1391003	1120869	1449139	532627	465141	1500461	1300570	872828	779116	1583551	1746093	899043	2110796	978710	1061171	856860	943028	453994	1065567	1072286	457456	814813	340379	721906	697149	745772	1249485	1469472	1776204	975455	2048578	795210	987785	1121267	640890	1775017	1199345	1470965	1386021	1027214	880972	2089822	1050466	879297	758243	878405	3988351	763890	978542	1754922	2057460	1223883	2044088	1786692	1586396	1293284	949654	1127701	1264411	1487082	1406853	1771135	658076	991861	1221409	2629624	693450	1126131	2626818	1064183	874713	1419032	1146525	1145857	602538	1330473	679883	1236466	878843	636900	683770	487877	777716	991560	792419
834.787			10.942				275047	335652	319194	310354	295557	223774	165008	180852	271391	564521	276019	307565	662460	885614	256189	599126	989381	617680	464900	482162	649359	341473	612845	146103	334371	395579	279218	525520	401646	399827	365413	223611	387127	421049	546830	222949	386060	693977	295572	247611	866919	263139	241839	167161	323748	281002	820117	358318	451536	681678	368445	781407	435438	280662	287608	230308	184575	717261	491897	131828	778851	150694	409212	206872	399094	483688	301349	494224	458902	692683	689842	443080	830179	392199	443672	661875	781920	1369154	704331	609062	546787	331747	348074	939749	322270	763558	468258	461550	758995	952108	962439	1118782	490085	752619	428636	639193	699490	509886	791370	799793	414893	349553	259934	343953	1225234	353357	564559	745809	491984	353333	289694	585068	336091	217106	315538	418884	934861	389225	336819	470524	380222	541573	493230	498265
885.735			10.951				1665586	1824817	1544335	1456627	1376777	968683	1217080	1492583	1309138	3190709	2402548	1973418	1551723	2445061	1556219	2686975	2004825	2547329	1765055	1595571	878234	3136371	2967452	1294726	1119209	2335351	3257087	1993357	2021585	2219719	1943938	1021850	1807419	1877714	2415023	2141251	1925320	1423033	1812083	2212938	1969173	2344082	1079034	520347	2377171	1882598	1237330	1073518	2223091	2636865	1519042	3277968	1918202	1106527	1181203	1454506	946728	1699048	1788802	804587	1341214	464954	1246346	1091148	1403570	1738404	2023968	2629339	1906684	3615515	1521121	1831020	1877725	1120951	2351652	1691859	2141571	2271005	2174044	1364898	3332970	1454491	1568486	1443649	1434195	5401859	1510550	1905927	2767675	3458329	2379667	3191165	2705228	2073378	2303234	1809781	1747295	1995793	2651930	2268164	2602014	1196236	1131073	1610229	4117272	882343	1632090	2842459	1759355	1313403	2039235	2320850	1524089	865480	1827593	1150375	2176548	1371455	1248322	1184405	1038901	1230689	1609503	1379775
869.757			10.952				3901114	6082181	4780784	4532801	4401938	2826784	3332642	4872628	3857255	11398210	8256290	6267591	4862461	8050397	4965447	8801011	7068640	8549729	5519384	4684097	2737389	9605226	10698752	4084817	3239702	7095874	11366478	6298760	6762608	7694956	5998473	3437648	6428377	5539339	8182419	7027928	6123473	4367159	5524547	7216941	6199188	8028234	3272907	1502603	8030511	5988097	3661572	3306836	7704538	8499980	5143245	11593334	6265729	3479729	3497938	4455388	2606507	5311726	5998652	2265744	4248149	1373026	3387163	3160023	4582492	5849500	6785425	8464424	6454601	12383614	5264915	6418616	6203457	3306666	8192266	5566993	7271569	7399378	6969865	4388421	11432259	4639289	4961360	4736105	4739885	19724826	4281074	5975807	9934367	12009287	7932816	11130478	8609698	6635447	8492255	6096202	5425315	6130675	8741295	7404823	8855206	3428656	3363824	5328865	15502895	2747349	5638234	9296378	5742308	4507321	6458348	7600560	4663567	2578938	5919737	3697585	6988560	4090226	3731294	3585371	3187365	4285786	5282826	4485071
886.738			10.955				861212	1140520	932111	957252	915556	621497	770161	936849	730022	1889426	1472254	1177197	920788	1426149	937114	1608154	1274768	1439275	1059701	925062	561230	1859932	1905098	772373	657883	1466430	1883607	1230834	1309603	1402411	1125280	658235	1170206	1166462	1497919	1267124	1219171	917709	1069808	1316686	1134753	1394463	708735	360970	1364751	1188836	750418	643086	1307912	1597368	887452	2030679	1166547	727929	730623	930995	529249	960829	1179770	479934	905848	346964	714190	694870	909026	1075478	1227942	1515869	1273736	2147886	996634	1154253	1200742	663062	1372468	1035912	1311119	1333175	1247212	822976	2031139	936088	948220	958320	864009	3234877	874390	1110752	1709412	2086252	1352310	1992656	1618676	1250296	1557903	1088462	1216231	1225291	1580360	1399281	1679434	690674	769174	1118113	2553553	572389	1063889	1839491	1034295	877039	1261546	1376053	926508	629265	1102529	741568	1223885	821202	736283	695107	623224	818557	1059045	878573
895.773			10.973				9407671	15692020	11670138	10883719	10494895	6941748	7164302	7877209	6241285	18848696	11372096	13493206	9700527	15251056	9785264	13067727	10090481	11357569	10047734	10274271	4221102	13809325	16860361	6553818	8020228	11812039	13995696	11966840	17118533	13201341	11345833	5745517	7817197	8302906	11853178	10080934	12959690	7465137	9428558	10975621	12144903	13581955	8894718	2253556	11268299	9341902	6355661	5064830	10249641	12316301	9562793	17218538	12404961	4904709	6256969	7485422	6055433	9634031	10521125	5073493	8316767	3536949	6709819	5457471	9425837	10964401	10941387	13009572	12934715	19947593	11513393	10123904	11198185	7048558	11673905	8501108	9950286	11975006	14453732	7205747	16271944	7595691	9184162	10923490	8697436	25012986	8669478	11652422	17355350	20139963	13971883	14565864	12392432	10314493	14296595	12770166	10091436	10169888	14533126	12757662	13033920	9004692	4564195	7757174	24096142	4549468	8839504	11598254	10197452	7942319	9648481	15622267	6060058	4276851	9575704	7631121	12213474	6773329	8149937	6901217	8641047	7659418	8809260	8288376
911.749			10.973				3359026	4433573	3826868	3344685	3211193	2145313	2512490	2411163	2106773	5315850	3458353	3976225	2980188	4338837	3003906	3914874	3267574	3520823	3192082	3021550	1515927	4158131	4917745	2312595	2386272	3734073	4213677	3783672	5040978	4186143	3533399	1737601	2668693	2730217	3686645	3398891	3916574	2413719	2955281	3378265	3660787	4078728	2672233	772533	3532827	2845757	2109275	1595361	3223637	3512516	2836805	4947509	3754111	1564251	1911330	2474422	2068175	2834431	3302493	1631190	2672990	1174194	2326617	1810193	3040920	3301672	3434868	3876281	3984139	5638059	3495198	3188112	3378111	2129827	3561811	2595676	3203015	3710335	4307260	2402807	5130357	2430442	2815791	3345952	2731502	7028971	2766773	3660483	5161234	5766246	4045470	4376157	3909179	3402583	4219818	3675651	3014863	3159460	4234067	3945444	3976660	2764118	1609109	2405590	6645129	1537928	2750168	3576996	3160095	2622120	2970245	4453739	2077033	1577735	3011602	2480472	3874543	2400625	2494158	2266404	2655269	2372095	2712089	2625227
959.805			10.983				1224455	1890619	1551662	1366641	1319590	978029	982788	792515	588177	2888072	537572	1703812	1285886	1353028	1474730	926584	739824	934881	1700915	1828943	568157	1401531	1338161	707888	1235519	2233073	2208730	2137786	2651894	1629485	1123132	1052141	1031172	762914	804295	823511	1151416	788058	1064783	2107192	1311245	1076497	1043725	276008	1900907	794155	466912	518513	814122	1133497	1274966	1822463	764963	380493	358135	749103	738811	1062612	703508	501289	555545	473169	891552	583577	1008186	1396029	1305013	785800	1580960	1174684	2373439	1477590	1317521	1177467	696436	736334	1172477	3023348	3612702	968711	2309034	642176	1227386	2360497	1215259	3768607	1529293	2143246	2522671	2344407	2298046	2577764	1305986	1033914	1238842	1541887	1400019	1070741	2241277	1283049	1336117	1422840	640526	1325941	2568561	316745	1018801	823395	1123496	1437521	782057	1061372	612861	481639	1176763	1040254	1308024	752243	877814	547305	1794231	1167170	1402794	1308134
937.762			10.986				1209992	1371915	1222744	1197031	1018576	895302	741007	757868	544087	1609040	694186	1354194	1123879	1171698	814510	992432	974525	826783	904523	1091144	553466	968200	1394312	542938	985427	966612	1082729	1283525	1686500	942783	1037702	501376	767385	666167	1039503	895039	1207974	707748	847652	868660	1208862	1180626	977797	253164	896448	821488	783248	495250	770304	806510	1003900	1674703	969011	520557	538332	711341	701414	908960	945622	556294	768176	526802	687856	573706	942678	1103623	1191562	931045	1484342	1434305	1244100	1091782	1028046	939349	993884	925400	810213	1144236	1545138	838311	1232411	811214	878151	1307754	992386	2048144	1217444	1184879	1278254	1469898	1059299	1312716	1024006	1145422	1501172	1228010	954688	924846	1277837	1176461	1281359	1172453	548488	699481	2021240	504775	835664	971205	967428	911101	934403	1268881	616056	470815	949680	791172	1328487	656134	785027	759915	1163807	756317	880871	828616
921.787			10.987				2803133	3828030	3331012	3005907	3139980	2355065	1963285	2083362	1450195	3976213	1708692	3778370	3059383	3140249	2368522	2422175	2562227	2180755	2356734	2893524	1371636	2394896	3358600	1406796	2558663	2655782	2444436	3621071	4715788	2500956	2915503	1208713	1813576	1774808	2447812	2042086	3369365	1939469	2371215	2262845	2918531	3374734	2840539	592093	2420757	2345559	1977658	1244912	2175575	2143562	2617644	4520164	2870367	1133761	1414046	1669238	1857018	2713323	2356910	1400253	2156055	1401506	1679629	1250157	2545338	2755572	2990779	2395332	4078649	3804239	3505679	2562106	2698320	2327736	2705370	2467657	2000498	2894687	4132832	2208656	2928996	1897664	2503286	3771068	2693629	5667272	3213881	2962580	3310218	4040504	3135691	3335659	2600220	3143370	3997531	3590946	2640791	2436468	3380285	3094678	3376494	3106378	1296240	1816105	5872711	1312428	2240272	2411920	2673372	2490817	2395846	3573156	1415334	1149204	2527817	2060544	3757810	1823388	2072403	1816117	3115034	1859060	2166782	2131739
873.732			11.147				912685	931294	917167	903159	821262	827435	660050	1139848	1343973	1229078	1224549	1074766	876709	1082141	834742	1731687	1364562	1294047	1246253	924929	1097101	2191610	1523032	1176538	903396	1694511	1790957	1299567	1030684	1502607	960733	916150	1824455	1902932	1591101	1320105	1111405	1103078	1196348	1603788	990430	986896	606878	729827	1591659	1028233	857791	1149833	1220935	1847627	976168	1552682	793068	1273214	998318	932585	666422	1026579	937155	497017	955273	363412	1320442	1025313	1062433	1054874	1363797	1492634	948497	1729781	985558	973238	1121848	673627	1441955	1145432	1677726	1560466	1000310	1343204	1880925	945539	872588	920304	926115	2820223	796406	1100512	1592627	1831494	1162553	1356183	1877526	1222173	971165	868031	1329534	1387797	1601980	1251350	1380119	589505	1436251	1386168	1578144	982653	1428159	2067297	1139398	927749	1043412	767360	1632551	893237	1051782	824388	1166773	903529	762001	1049107	626880	1267025	1098287	1074218
857.755			11.153				3171334	4174044	3850092	3397676	3454898	2893336	2079246	3974397	5313302	5984177	5189051	4325884	3768886	4835362	3181647	7299378	5984677	5730207	5577064	3573582	4215924	9737905	6794349	4036462	3507208	7014701	8953254	4898151	4201643	6979016	4017428	3775427	7329032	8130227	6703732	5248365	4371995	4364804	4628139	7131127	4510234	4032582	1988638	2287958	6367074	4477416	3168154	4530427	5081089	8305425	3586812	6471227	3220980	4728323	4080172	3576771	2595746	4376528	3978407	1682532	3522009	1248538	4858557	3246629	4095585	3770565	5524326	7138485	4061599	6967207	3992419	3928095	4759696	2487248	6671426	4918735	7059928	6484200	4387562	5782202	8876700	3490171	3662287	3380264	3749497	13045414	3164203	4708700	7754242	8010709	5282439	6479121	8059369	4759816	4264689	3579004	4962240	5534935	6944012	5643424	5544210	2084772	4752066	5950255	7354135	3481948	6257426	9316397	4784709	3572565	3938451	3090095	6479628	2688442	3926324	3315393	5209196	3503815	2766237	3690147	2036405	5264584	4658087	4562289
883.772			11.157				38329957	51797769	46563409	44682333	41192893	26332759	24417210	40517618	45144765	73812909	62581788	54270338	38208545	61872121	37219160	70200171	52734116	69891281	57088664	40961606	36266723	78025322	61573892	36839682	37573006	69227398	66926393	47133970	50296751	69840788	43406555	35186550	54454033	62208345	60812618	55731993	51982682	47022881	44998279	60332626	47748582	42388183	24844842	15753321	57469119	40695520	36387935	38264724	46535765	67680712	35490662	58285765	37389750	37457357	35218882	35890483	27897598	42163165	41755284	22947445	40787536	14326189	50683795	29575607	45605871	42649612	49384215	79646379	47034863	75449456	46486417	46728254	48517169	26918048	57894403	43154182	63836002	59186949	51690259	47872032	70660645	33722376	39387578	38553390	40453581	84740880	33254751	49486255	78450623	84194880	54840382	68376212	67170566	42418693	43520291	39016784	50072602	47571954	61027357	58770767	46868689	24870923	33829236	46331724	61376370	30988237	56380738	62399836	45218159	32713596	39224999	44045719	51722669	24309251	42007062	38903615	48402958	33270368	34106638	39494245	28503152	56493450	40869964	47500944
579.53			11.164				440427	627324	526956	454589	466896	288904	221120	412114	410921	920678	626629	593065	406453	695872	439355	739414	545394	767996	610690	425198	350037	912795	737578	334924	432956	668460	880221	494571	610972	1020419	450959	338258	593737	573744	647115	467912	519217	478515	437255	651745	539296	403946	280847	184428	598869	446741	348928	378267	403476	808805	388683	726572	410593	268038	326567	315167	263249	482291	499561	249137	406925	176395	414963	255307	513020	454907	591428	843238	556845	806179	527451	596498	597410	279688	608771	455701	674449	639376	578695	529548	869806	326599	467902	402323	410136	1291450	321814	493325	1179122	952855	683938	800766	805707	417548	516840	442857	583076	478977	719663	682517	434126	307363	361928	458478	778756	266367	638433	569656	510367	401041	324715	430997	465122	225795	541519	408331	543112	276736	309671	383198	356442	634641	500978	497450
577.516			11.165				399821	709480	559913	525240	441491	271500	279857	435309	367238	1131742	587925	647076	446494	799064	545003	706492	589920	745190	619135	513547	343532	856458	731051	324063	391534	721783	827432	582198	645127	957191	434400	303356	514022	615195	574135	471485	543513	471272	388700	629445	568601	436800	326914	152506	609343	342907	327748	340348	389210	740085	396908	775527	463944	302057	307911	365426	319625	481555	479590	221395	480562	199349	422505	238312	561714	473786	520470	823574	608776	743623	609631	591994	607903	272725	586076	481883	763015	762330	694998	497956	901268	276467	416177	487078	466700	1211186	345394	558860	1234397	1138825	661900	905050	780132	502792	555917	498563	596268	489414	709743	732457	488913	300682	325420	397258	921892	304778	603575	573272	514124	297233	464964	534630	403905	168056	402616	424353	595931	358457	347753	321040	333815	499320	399807	514352
945.861			11.166				2984233	3789196	3275739	3047313	3119259	2244399	1451615	2300569	1610667	3898004	2097017	2942249	2876536	3061735	2336803	2579741	2872484	2866811	2777281	2973720	1998967	3103496	2949554	1807076	2356982	3619609	2617698	3388800	3880344	2981265	2435390	1873640	2554422	2861041	2565424	2702824	3445935	2786269	2847795	3395796	3005626	2463459	2691427	692595	2799589	2040716	2372594	2077311	1771038	2781804	2337834	3623673	2650267	1799186	1692823	2107646	1853556	2960442	2856318	1763590	3048716	1251749	2598547	1901605	3048734	2348385	2916658	2276442	3295310	3890862	2959320	2767032	2723929	2087151	2437369	2641331	3080554	3036440	3454352	2951951	3034689	1811995	2657906	2975298	3081827	3765933	2756238	3249605	3751324	3149457	2865522	3263802	3121320	2801957	2938474	2810173	3048565	2963793	3710722	3609807	2879451	2731553	1472841	2239932	3679387	1836949	3207114	2535273	2836893	2508415	2122770	3366449	2427773	1205816	2696728	2232625	3594131	2447315	2710607	2720150	3161904	2916830	3006674	3052850
935.805			11.168				19530227	21466987	21903343	21105294	19673606	18541576	9766119	15173015	7671662	25508264	6972693	18228696	16060669	13129303	12693707	9661265	10702439	8131107	13395838	20292235	9090394	11563297	12291611	7161793	15278652	13369062	9768037	18846395	23844277	9891371	13793659	7497810	10020720	10767690	10431916	9599916	25667445	11782711	11134230	11245667	12687006	12325869	22674462	4340597	10942937	9652643	11681491	6792116	7367969	8264236	12596551	25356750	14228254	5584945	7818746	8744099	13824957	15853395	11206501	10184953	12129716	9753602	10956285	7228162	15934492	12934479	23598785	10568678	30925263	16311580	21041064	14644395	13377620	16043233	9817378	10531839	9069600	15732322	24201146	13339877	12584551	9489322	13401995	24397250	14940588	16911257	18954582	15944487	12956350	17313058	13295459	14231736	14236399	14345239	18040584	24053434	14030270	12445217	16606675	14526090	13755564	26062763	9104496	8819189	21665090	7031344	9966377	8334328	18660349	13878530	13192173	16359707	6366212	6460888	13566680	14564238	23563197	10497813	16861771	12501061	25742477	10185142	10966513	14170893
605.549			11.169				955696	1746559	1165086	1017712	1080214	524556	457719	788488	565236	2082650	1024163	1272041	1004724	1596009	922816	1186215	1227300	1528566	1150590	913498	611628	1469535	1581868	586145	736096	1545697	1445618	1208466	1374416	1873917	787799	645473	904008	1098186	1273211	881095	1186720	1080144	871175	1428587	1190526	877074	699822	182061	1175717	677561	777511	783319	640310	1480394	872092	1629833	893500	513726	496202	547155	507964	1038980	896290	421212	933378	291387	752225	519318	1062719	904170	1086353	1315999	1217936	1588647	1337050	1271045	1274188	599764	1232793	952008	1443531	1372184	1410504	1121592	1648999	631345	881647	927202	939430	2359005	802097	1160723	2635036	1846440	1448785	1614652	1614276	897140	1268996	1108518	1130751	1049667	1629388	1372566	894589	684070	425230	779695	1824736	485568	1336525	835299	1133680	679073	636415	1189010	776820	306345	747554	720484	1341142	697375	800813	825990	742833	1161360	998521	1039595
909.789			11.171				82317289	112001467	94542064	89766104	84472028	60237167	44815303	69680264	50656687	127572316	65001287	94297131	82846156	100147659	74216781	79425150	83168732	93608277	87531726	87709717	63764933	96186424	94461760	61968603	68434289	111529823	80511986	102487833	115526952	95825048	73061522	55327653	79129923	82339908	77565935	76576650	101205623	80580900	82283471	94446774	86492752	72495287	76042180	20542468	81951514	60655062	68807038	60984954	49930418	87739570	68955733	101631764	74322219	49786895	49784227	56209917	50028219	81097613	76665129	51766725	77475665	37208501	71898159	53642648	82447868	70900088	93252015	76558647	100597381	116554856	92670888	87114276	87360289	65376798	72486041	75635537	90948717	90056641	106196759	88867126	95597377	58198415	77839747	88429615	87401691	120425140	81434636	99248759	125425877	102447440	94160587	103447163	95084409	78722971	89781059	85094632	89805349	89397643	113717647	104682249	80476066	79672764	46132215	65735256	107467543	51322201	92652649	69033683	82347625	67546846	58515149	92530727	64336076	35898783	72595799	61686964	104204504	64042467	78656827	75755641	82113282	79456760	79086890	85963406
967.746			11.174				743224	1116985	941077	892249	866667	721787	486159	730956	595585	1249879	663366	904795	793471	899534	733652	883047	833374	903015	919224	857212	632370	892044	891861	706258	718181	1070551	772521	1092951	1183795	932183	714412	570123	843036	783785	720051	711553	956826	806749	838734	949533	800763	729980	811880	264628	739656	623667	717913	653068	542875	888089	658998	985177	722299	584779	535395	614276	527468	714941	820553	494942	815846	392842	775796	589532	808855	777380	951196	767637	1087926	1253047	980280	894766	878683	762797	773199	804624	840979	928079	1042382	908327	944500	632479	742149	955452	879074	1186841	791525	1003065	1226623	981946	897061	974100	840819	787845	856713	827298	819032	914433	1112493	1027196	840691	788711	513867	705310	1042633	548182	883645	752376	767974	727968	681877	1003314	682695	434196	711199	681163	1014504	680233	818493	787061	872748	762984	766267	925026
