Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_QC01_pos_0314.d	CSH_QC 02_pos_0314.d	CSH_QC 03_pos_0314.d	CSH_QC 04_pos_0314.d	CSH_QC 05_pos_0314.d	CSH_QC 06_pos_0314.d	CSH_SAT_1_pos_0314.d	CSH_SAT_2_pos_0314.d	CSH_SAT_3_pos_0314.d	CSH_SAT_4_pos_0314.d	CSH_SAT_5_pos_0314.d	CSH_SAT_6_pos_0314.d	CSH_SAT_7_pos_0314.d	CSH_SAT_8_pos_0314.d	CSH_SAT_9_pos_0314.d	CSH_SAT_10_pos_0314.d	CSH_SAT_11_pos_0314.d	CSH_SAT_12_pos_0314.d	CSH_SAT_13_pos_0314.d	CSH_SAT_14_pos_0314.d	CSH_SAT_15_pos_0314.d	CSH_SAT_16_pos_0314.d	CSH_SAT_17_pos_0314.d	CSH_SAT_18_pos_0314.d	CSH_SAT_19_pos_0314.d	CSH_SAT_20_pos_0314.d	CSH_SAT_21_pos_0314.d	CSH_SAT_22_pos_0314.d	CSH_SAT_23_pos_0314.d	CSH_SAT_24_pos_0314.d	CSH_SAT_25_pos_0314.d	CSH_SAT_26_pos_0314.d	CSH_SAT_27_pos_0314.d	CSH_SAT_28_pos_0314.d	CSH_SAT_29_pos_0314.d	CSH_SAT_30_pos_0314.d	CSH_SAT_31_pos_0314.d	CSH_SAT_32_pos_0314.d	CSH_SAT_33_pos_0314.d	CSH_SAT_34_pos_0314.d	CSH_SAT_35_pos_0314.d	CSH_SAT_36_pos_0314.d	CSH_SAT_37_pos_0314.d	CSH_SAT_38_pos_0314.d	CSH_SAT_39_pos_0314.d	CSH_SAT_40_pos_0314.d	CSH_SAT_41_pos_0314.d	CSH_SAT_42_pos_0314.d	CSH_SAT_43_pos_0314.d	CSH_SAT_44_pos_0314.d	CSH_SAT_45_pos_0314.d	CSH_SAT_46_pos_0314.d	CSH_SAT_47_pos_0314.d	CSH_SAT_48_pos_0314.d	CSH_SAT_49_pos_0314.d	CSH_SAT_50_pos_0314.d	CSH_SAT_51_pos_0314.d	CSH_SAT_52_pos_0314.d	CSH_SAT_53_pos_0314.d	CSH_SAT_54_pos_0314.d	CSH_SAT_55_pos_0314.d	CSH_SAT_56_pos_0314.d	CSH_SAT_57_pos_0314.d	CSH_SAT_58_pos_0314.d	CSH_SAT_59_pos_0314.d	CSH_VAT_1_pos_0314.d	CSH_VAT_2_pos_0314.d	CSH_VAT_3_pos_0314.d	CSH_VAT_4_pos_0314.d	CSH_VAT_5_pos_0314.d	CSH_VAT_6_pos_0314.d	CSH_VAT_7_pos_0314.d	CSH_VAT_8_pos_0314.d	CSH_VAT_9_pos_0314.d	CSH_VAT_10_pos_0314.d	CSH_VAT_11_pos_0314.d	CSH_VAT_12_pos_0314.d	CSH_VAT_13_pos_0314.d	CSH_VAT_14_pos_0314.d	CSH_VAT_15_pos_0314.d	CSH_VAT_16_pos_0314.d	CSH_VAT_17_pos_0314.d	CSH_VAT_18_pos_0314.d	CSH_VAT_19_pos_0314.d	CSH_VAT_20_pos_0314.d	CSH_VAT_21_pos_0314.d	CSH_VAT_22_pos_0314.d	CSH_VAT_23_pos_0314.d	CSH_VAT_24_pos_0314.d	CSH_VAT_25_pos_0314.d	CSH_VAT_26_pos_0314.d	CSH_VAT_27_pos_0314.d	CSH_VAT_28_pos_0314.d	CSH_VAT_29_pos_0314.d	CSH_VAT_30_pos_0314.d	CSH_VAT_31_pos_0314.d	CSH_VAT_32_pos_0314.d	CSH_VAT_33_pos_0314.d	CSH_VAT_34_pos_0314.d	CSH_VAT_35_pos_0314.d	CSH_VAT_36_pos_0314.d	CSH_VAT_37_pos_0314.d	CSH_VAT_38_pos_0314.d	CSH_VAT_39_pos_0314.d	CSH_VAT_40_pos_0314.d	CSH_VAT_41_pos_0314.d	CSH_VAT_42_pos_0314.d	CSH_VAT_43_pos_0314.d	CSH_VAT_44_pos_0314.d	CSH_VAT_45_pos_0314.d	CSH_VAT_46_pos_0314.d	CSH_VAT_47_pos_0314.d	CSH_VAT_48_pos_0314.d	CSH_VAT_49_pos_0314.d	CSH_VAT_50_pos_0314.d	CSH_VAT_51_pos_0314.d	CSH_VAT_52_pos_0314.d	CSH_VAT_53_pos_0314.d	CSH_VAT_54_pos_0314.d	CSH_VAT_55_pos_0314.d	CSH_VAT_56_pos_0314.d	CSH_VAT_57_pos_0314.d	CSH_VAT_58_pos_0314.d	CSH_VAT_59_pos_0314.d
899.748		CSH_posESI #141	11.157				9659157	10226037	9658870	9297184	8923669	6343752	6622970	9036632	10752320	13259246	12582715	10856115	8362588	11825493	7506034	15317775	10859849	13821970	12418886	9112952	8843642	16385928	12287878	8779870	8312564	14424492	12812746	9994411	10516724	12324320	9874011	8208877	12248007	13687016	12874359	12690561	10689143	10225022	9922168	12548244	9862907	8983480	6193335	4525530	12042488	8852248	8289966	8268696	10403140	12698480	7454385	10793232	8043053	9078428	8390414	8333634	6580047	8861786	8749233	5742934	8732062	3903805	11639900	7458234	9683810	9519933	10800794	15879380	9610847	15014882	9272978	9293884	9577651	6311537	11685380	8990810	12969906	12047652	10099895	10177960	14122466	7793841	8414484	8630339	9185346	15531671	7029055	9852931	13999635	16488068	10714777	13262690	13402828	9744594	8499369	7906124	10209267	11060595	12647336	12006312	10171375	5701548	8771761	10192592	12056764	7538811	11344200	13474151	9245868	7259769	9014162	9119512	11983981	6238574	9567744	8859889	10193942	7870875	7756056	9267358	6475522	11698396	8410812	10414668
841.67		CSH_posESI #164	9.936				17892239	19197625	18002817	17208585	16372493	14658653	9933681	12027676	13869081	10850918	16122069	15883295	14484748	16854107	9844534	15888725	11060337	13601242	15534586	11945866	8648114	14538982	16363231	8308766	15015110	11290514	11936373	14553609	14589189	16298579	13857703	5400790	11756793	10291232	20510378	13491227	18105246	11978969	9878237	11624451	14694461	15477087	10509079	4935730	12962121	9387105	11820056	8399404	17187044	12775527	10384536	13934505	13688389	9608631	13423673	11581302	13847962	13611242	11973736	6575945	12525979	5466876	10248620	8792617	15679709	13677017	18106645	20749821	12629964	26175411	14316579	12777364	13852044	10778778	15162983	10888651	12051554	16470133	12730986	13149986	15130960	11148003	10783464	16980041	12317845	17519379	12691546	9467767	21621832	17019774	11310783	17058170	13018645	21116703	17135984	17757008	14357609	10229764	17044227	18115703	16023255	9121210	12147046	10967340	18392681	9818814	12926930	18070073	16134750	9051688	12770294	17668659	11967551	11249956	15830799	13440301	20654958	9667490	9185514	13003468	8544048	11059673	11656913	12916290
867.684		CSH_posESI #170	9.984				26250653	26401694	25804823	23285911	22933197	21963059	17259311	14467018	16764614	16443503	16578405	24911388	21085383	20174684	14597977	16719428	14761176	14486493	21572510	19736401	11548820	15829673	19148890	12347169	23173646	15517931	12520054	21718243	25325324	18407795	18024827	7999810	13316910	13113578	20632084	15759798	23771137	16423887	16937092	16018446	18304790	17158942	18281748	7302258	16247591	10075773	12588521	11562099	17164912	14198045	14882629	13847289	16693617	11879368	14256584	15192376	19087005	15798446	15699574	10792806	16387380	12512279	15092712	12638016	20013219	20431616	23094971	22236925	20845783	29347310	21722749	17297991	17777268	18854215	16410806	14640213	14473098	23081546	21026263	16985133	17066012	13671683	15880845	29479184	17305933	21162771	18693290	15628060	23708601	18696718	16992612	18848001	16704330	22823338	19877718	22016153	19604076	16571781	24323867	21498671	18756157	18212837	17047576	12505387	20338696	11177387	17034278	17160719	20442042	14630514	12500102	22090610	14915777	11934538	19903054	17405132	23604559	13115319	14831318	16506684	19814034	15176127	15720734	16197787
551.5		CSH_posESI #176	10.767				851079	992523	898405	797017	691837	575100	500039	877260	737738	1445193	1136012	1085533	756378	1193551	882205	1215321	1089151	1308529	1168064	1035635	734263	1487619	1288400	802197	728598	1184456	1488738	982820	1042565	1195854	766706	622998	1182196	1026288	1255091	1064429	1050146	815124	858217	1244642	914224	898192	573702	413381	1227490	788795	667635	636682	884976	1267231	775519	1236832	786260	610165	699171	702683	568446	867170	898902	450913	787198	357366	607017	663070	884407	904368	1257956	1246119	1190942	1652293	911174	1216687	1070596	755360	1081293	977060	1318622	1683808	1182173	1095601	1705931	705908	786567	1093035	865846	2601381	761544	1015674	1725533	1218175	1141947	1488441	1431387	1050096	1008022	979586	943122	1093901	1396231	1180477	1222118	610143	894092	931129	1545845	557291	974930	1382274	1016031	744672	778099	856911	899340	517512	1000471	632098	1052948	649508	708006	733083	550245	846645	905799	983729
925.764		CSH_posESI #203	11.174				21150904	23030361	20757531	19901668	18756213	14616980	12153231	16146954	12240562	24920353	14001464	19465354	18429399	20401429	15705394	18092452	18492259	19156632	18717690	19772342	15756603	20600528	19595175	15663561	15355726	24364196	16306452	22543784	24648273	18756975	16880756	13253616	18405112	19145727	17075717	18178660	22153553	17777934	19362115	20836989	17808006	16075699	18338826	5805029	18107519	13957707	16981857	14211054	11790720	17326572	14680274	19705817	16340529	12404515	12162720	13823564	12041947	17431877	16769213	13530974	17786389	10082131	17578906	14125274	17877263	16437760	21344439	16163496	21259842	24302270	19025472	18269035	18384930	16044972	15555299	16557592	19745357	19145045	21837901	19664433	19108959	13929088	17758690	20747219	19589446	23413839	18419382	21015593	23689744	20098373	18667473	20779577	19673803	18430384	18590551	17563550	19173186	20703210	24159230	22386001	18490740	19044059	11743450	14982982	21263475	13179054	19576900	15924048	17833219	15448870	13784085	20258571	15974082	9747186	17643856	14346719	22212432	15729401	18039524	18413709	19743982	17750871	16871941	19334163
893.695		CSH_posESI #211	10.051				27832293	28863082	27708395	25780648	25911369	23752394	20421261	15111634	13579827	25630776	17912161	32360387	24328557	23393511	19018893	16014165	17089242	19696259	20109788	22213331	13393643	17766232	20225320	15694956	22494008	20959443	16120315	26353446	33111778	18294447	19721120	12558294	14924270	15598994	19130705	16481277	23750236	18942743	25146978	26479372	21526349	17056662	25482976	7259411	19291839	10675919	11261579	16306222	12205805	19199149	17605227	11798175	16697384	10623815	13131524	15487245	15614644	16430248	17841028	14406843	18340946	17064652	14705401	15118192	23160235	24842889	20838295	20457347	24989181	29457700	27152753	20381192	19573426	21671392	13849664	16944924	18111635	24195985	26719306	20162234	20061841	11753542	18170206	32259585	18421959	22411780	21177769	21859830	21936826	23996551	23067642	19548635	19640657	18607381	19341008	22955861	23254729	25579851	29956574	24104775	17629731	24442428	15745068	13249793	22092108	9726634	23855675	12359793	22835199	18458194	10030391	22317883	13504359	11110083	18821918	15729079	23149749	14140745	19417699	16691573	28040889	15852682	17249092	18700917
808.739		CSH_posESI #215	10.13				6393463	9005303	7466037	6568959	6563081	5144566	4482852	7709472	6357995	8031068	13295017	9258005	8030778	11422009	5732733	13200364	7433541	9430465	7362740	6138394	4112650	11196484	16105541	4983141	4704828	6760384	11790802	8342575	9050512	9287228	8453760	3033361	8088726	6284923	17464372	9734603	9009964	5456563	5881125	6823413	9383253	14061722	5267459	2254776	9902176	8217076	5363464	4151308	12531866	9310364	6518334	16022290	9288169	6514944	6032847	7006498	3889601	7951907	8201520	3078492	6265847	1895093	3690273	4502209	6347740	9355662	12974202	15466281	8396010	24365511	7221538	9334210	9031969	5204292	13719833	7060754	8158387	11672266	8116987	5774888	14092079	8201231	6668485	7176769	6216619	22272184	6428095	5667479	14357217	13746367	7510945	16715952	10713673	16759122	17332090	12350489	8287440	5887047	11914990	11645162	15900335	5017208	5838507	7100712	27081363	4276968	7224030	17689312	10690186	5618375	11644867	14226167	6486675	5059293	9952003	5831735	13019102	5798117	4673571	5545840	3438171	4133166	6995657	5616110
848.539		CSH_posESI #230	5.092				6029	6163	7278	6168	5866	6198	3840	4568	4420	5543	4526	7004	15633	10370	7344	4927	18564	6792	5005	4205	12092	6324	6841	2989	5861	5784	5412	8071	10482	2992	5701	2928	6442	6024	8794	5975	8216	11673	7677	5208	6145	4604	8844	6609	8170	7709	10680	8101	6837	7473	5429	8646	9374	22388	12282	3957	4481	6944	17770	4131	12273	6564	4863	3745	6693	9406	9422	9844	13525	9291	7271	10692	8775	12584	8412	14666	6325	8832	10342	30850	10643	6280	10247	13484	15067	15050	8260	16190	21238	16895	8240	19377	8539	15613	8892	14354	14792	9041	16538	10958	12564	12390	10440	18981	24571	17351	17948	11544	15712	6840	14666	13324	32035	5130	7172	8204	15322	13637	9465	21751	6849	11325	5165	8693
838.515		CSH_posESI #231	5.095				1834	1703	1792	1667	1918	1814	1287	1528	1565	1910	1340	2288	3838	2643	1985	1724	4391	1952	1426	1563	3245	2097	1998	1420	1755	2055	1747	2534	2818	1241	1781	1228	2147	1689	2472	1610	2359	2974	1935	1482	1832	1428	2486	2013	2257	1958	2915	1898	2103	2403	1538	2381	2302	5324	3113	1184	1398	2248	4262	1375	2957	1705	1759	1305	1816	2839	2640	2757	3143	2404	2115	2771	2378	3446	2219	4307	1827	2604	2839	7624	2505	1601	2387	3830	3824	3751	2414	3834	5202	4504	2021	4653	2510	4288	2307	3335	3466	2479	3588	2989	3192	3013	2611	4453	5177	4542	4400	2759	3860	1709	3434	3334	8084	1681	1894	1824	3525	3681	2396	5072	1742	2675	1459	2109
627.534		CSH_posESI #270	4.956				13661	13333	16599	15207	16222	13299	11867	11768	9907	20002	13372	26068	29087	41026	32426	17952	33205	27757	21444	19405	18830	20609	18396	10997	30918	19321	28943	18935	26747	12510	27569	9185	16217	21535	25320	18579	27541	30475	19016	21221	35856	22123	18214	14018	19451	21511	21315	17302	41630	39371	23971	41771	45287	33315	23991	12106	19162	39224	47845	7482	28989	10257	15774	14246	27278	26379	23925	20381	29002	19198	24799	23237	19493	29582	24599	16236	23172	64344	38954	49537	31418	11503	24358	69519	43835	65597	10753	30946	99182	66969	32161	38402	33096	28325	23074	32865	27235	21274	47209	27514	36990	33818	16962	37879	92545	33392	35602	34280	59436	37193	42216	42731	50913	32606	20256	43563	43582	21830	29776	40013	34106	40811	24372	31039
577.516		CSH_posESI #282	10.78				4527070	6491731	5526974	4913824	4513292	3429437	2949985	3425341	3358097	6353803	4950083	6630995	3738107	5771165	4009983	4832046	3051728	4926697	5513141	4724303	2316341	5775246	5357119	3361164	4585495	4899927	4544676	4130664	6134621	5863395	4153933	2791155	3615411	3630923	4854163	4069797	5469857	3468872	3618138	4900694	4363977	4087312	3298058	1383720	4332577	2682251	2551436	2157268	3649429	4269774	3233423	4138465	4004057	1941251	2732088	3284560	3453847	3586253	3462579	2501237	3250824	2021549	3371346	3000131	4622467	4069914	4357222	5756012	5367895	7254847	5225384	4540967	4415681	3788927	3968503	2824694	4533239	6697681	6055455	3247767	5771812	2716249	3930040	6221511	3724179	7068586	3105822	4262885	6693360	5875268	5317385	4840256	4950285	4013891	4101428	5023857	4069549	3478965	5545063	4730644	4270261	3154150	3062102	2861645	5877258	1810554	3605865	4068646	4487519	3047023	2856632	4808661	2534828	1996518	3921238	3762162	4660176	2597778	3431647	2957294	3979358	3300356	3651444	3930729
876.571		CSH_posESI #285	5.732				4200	3757	4301	3792	4046	4361	1506	2147	2113	3493	2478	3773	6795	4440	3168	2606	11218	3990	2120	2550	4941	2909	3591	1699	2192	4052	3682	3857	3716	1785	3231	1640	3049	2541	4575	3544	3350	6304	3394	2524	2838	2711	3661	2322	3122	3356	4986	4297	3538	4501	2632	4430	3879	7713	5059	2269	1620	3719	6252	1422	5617	2576	2419	2048	2866	3200	4343	4870	4796	3397	3095	3639	3257	4720	3583	7205	3682	3692	3728	10572	3774	2837	3689	4766	7234	6416	3341	4641	11417	5347	3784	8019	3697	6037	4275	5243	6874	4619	4920	4627	4035	4987	3624	7169	8411	9178	8663	5192	4938	3351	7800	5108	9381	3322	3890	3438	6329	5726	3300	11120	3044	6070	2799	4282
577.516		CSH_posESI #288	4.904				1106	941	1159	1085	1218	979	2340	5255	3716	2197	1759	5398	12366	4567	3237	2678	9578	3270	1838	5058	5552	7097	3040	2412	2170	4022	3228	3862	12483	981	1773	3097	1865	2099	4068	2225	3145	5282	2725	1736	3466	4172	3283	1886	5050	2820	7686	2177	2723	2842	2211	11992	2714	4779	7397	2055	2208	2871	10268	1313	4267	3716	1635	1207	1902	7548	12054	16739	10601	7835	8833	13801	6213	9617	21020	13127	3233	4929	18271	18470	9351	4120	6092	5996	18233	17656	9653	20149	16628	8096	6366	7687	8723	16754	10575	11575	10716	3540	19944	12638	16213	13321	8019	12823	8040	15094	16140	7717	8649	4129	16707	10685	7649	11740	6834	13605	11085	8802	11259	20070	5333	7167	4407	9101
603.532		CSH_posESI #296	4.958				644	684	859	700	707	789	1005	2126	1838	1139	771	2569	9024	2332	2013	1560	5879	969	652	3484	3911	2209	1715	1184	1244	1694	1505	3072	9503	779	938	1172	1085	970	1768	1027	1437	2236	1531	816	3339	1683	2165	863	2152	854	5338	854	1338	1237	1678	10641	1543	2089	2237	1143	1129	2781	6505	961	3789	1710	1044	659	1073	3034	4566	5985	6647	3244	5066	5123	2042	4759	3736	9401	1182	1969	7418	14194	2929	2408	2614	3538	6618	10031	5087	10270	14748	3346	3473	3106	4081	6923	6035	2513	4067	1508	8709	8790	7492	6429	2093	4609	4580	9034	7351	3342	5997	2367	4489	8836	3665	2534	4216	9577	9633	3599	6816	12369	4218	2328	2854	5315
850.554		CSH_posESI #301	5.604				8153	8899	9571	8907	8350	9336	4253	7578	5703	6218	4791	11655	9838	13106	7288	6490	16669	8626	6330	5452	11329	8221	7380	3811	8572	9509	9114	6752	12538	4652	12953	4478	6658	7961	10328	8830	10474	12654	5804	8384	8457	11409	10457	6751	10202	9296	13219	7548	9898	9654	6886	15967	10281	25841	15786	4558	6725	8396	19520	4134	14551	6204	7366	5296	8897	9395	13171	11279	10746	9403	8187	10574	8501	11959	14504	12671	6175	11436	13712	28294	12028	5279	9746	16596	24911	16252	6762	15545	28460	31706	10528	15818	9732	12484	14611	24253	12036	7359	14508	14055	19029	14005	8139	28962	20845	25937	13333	14260	14686	7088	28317	12213	29276	17466	8279	12795	13728	13324	9084	31157	8176	17316	6358	9064
872.539		CSH_posESI #307	4.998				2004	2418	2228	1955	2032	2098	1443	1138	2112	1298	1285	3984	2984	3319	1770	1838	4962	1933	2828	2321	3434	2352	1816	1382	3439	1937	2195	1805	3130	1219	1664	1332	1544	2028	2497	1800	2512	3746	1408	1405	1454	2417	1779	2540	3451	1919	2962	1525	3112	2136	1667	2635	2376	7660	5747	1168	2185	1539	3580	1313	2408	2390	2600	1720	2469	3276	3288	2972	2432	1793	3057	4319	2140	4448	3079	3180	1426	6330	5017	5835	4019	1682	2504	4829	6007	4967	2396	4755	4389	2980	1976	2941	1849	3313	3478	3811	3046	1421	3687	2745	4772	2809	3099	9620	4074	6625	2487	3488	2598	2741	6703	2497	8115	3967	2129	2787	2485	3459	1806	8207	2043	5737	1647	2257
558.511		DG (30:0) 	6.222				3200	3211	2646	2917	2713	3421	2146	3793	2807	2561	3424	2267	5412	3979	3677	4418	5102	4864	2734	3356	2891	5053	4129	2599	2168	2957	5025	3354	4258	2646	3462	1812	4858	4054	5508	3072	4533	3604	2430	3735	5600	4806	2733	2334	4132	4203	4016	4130	4386	5661	3447	6191	4235	2866	2672	3438	1860	3299	3399	1599	3344	1199	3177	2655	4113	4221	5247	4727	3946	5488	4177	6811	4171	4917	3927	4834	3644	4230	4256	4112	9039	3718	3221	3426	3113	8194	2873	2516	7995	5952	3428	8379	7921	7375	4319	1913	5230	5472	5359	6975	9677	2831	3767	4002	9963	3355	7506	7408	6314	3156	4738	4861	4961	4990	4003	3792	5997	3153	3772	4702	2557	3212	3131	3894
586.54		DG (32:0) 	6.919				3664	4292	3737	3580	3929	3859	2631	6160	3921	4203	3291	2809	7368	4731	7198	5219	9328	6266	4187	5159	5058	6659	4396	3664	3128	5062	6217	4721	6676	3567	4629	3100	6704	5496	5882	3765	6138	5394	5047	6382	6967	5729	3135	3440	6567	5373	4770	5358	3992	8168	5796	7844	4720	3842	3196	4457	2560	4801	4549	2276	4498	2420	5390	3114	5228	5105	9240	6275	6763	5615	6280	11832	6310	7454	4629	7583	4966	8320	8067	8839	12214	3811	4683	5435	5647	14713	4365	4742	10828	9233	5114	11194	10792	8189	5086	2606	7724	9145	9149	9265	11873	4598	6146	7091	10721	5203	12283	8711	8449	4271	5713	5828	8080	5551	5373	5533	8372	4858	5775	7148	4513	4778	4734	7293
617.512		DG (34:1) 	6.975				250923	302645	244195	245256	271764	231399	177257	288912	168698	232723	134612	124518	454328	276075	297566	244413	323741	273924	165003	355960	226073	330819	237431	151869	196030	222546	293384	213180	438764	197427	317877	166185	264619	213235	232408	170158	397738	313886	201087	257452	413898	306546	176290	93213	237728	216959	298135	260908	193244	335821	297534	343546	337334	127374	142172	179672	136615	257317	260510	129277	253718	101949	200193	105093	285292	300910	422223	343819	442195	318243	422990	487888	363272	428966	235022	333275	183758	389232	434095	411805	504450	168453	299542	348649	291816	516116	231720	275954	545017	543507	331962	416468	633703	441155	269180	111754	413038	429473	441862	539982	572664	270656	219498	277208	460236	277428	501486	335351	460841	227166	282802	374349	228212	362777	272964	379666	428434	204528	423801	384493	378051	215687	221545	413128
610.542		DG (34:2) 	6.433				41285	47613	41578	41816	44506	41102	35532	45795	23629	37727	23392	30073	98186	46408	60182	31233	82582	41216	26399	55911	45498	40558	34246	25901	27595	33905	40008	50893	85109	22671	47177	26333	39902	29508	35770	24735	53705	60095	42301	53004	73975	44742	38586	16789	37012	27763	40133	57958	21533	49683	59358	35476	44574	24963	21940	28572	21565	37550	46566	24273	44483	21999	33192	17585	44376	71687	69739	50809	80716	51575	86380	109865	63489	79908	33757	90077	31009	64973	68821	109583	85729	25823	49034	58676	49731	81044	54928	45765	89771	100381	52162	73724	179284	68288	44373	18571	96519	104158	89322	99173	109203	59610	47089	46145	67735	41758	145936	37382	87999	43166	33946	54523	50705	71012	44130	55374	73982	36979	71471	78774	83755	39369	34648	61756
643.528		DG (36:2) 	7.03				186588	215967	159954	172579	188376	167067	98424	176462	85122	142439	57344	73540	513479	152507	179019	117142	300869	116744	81585	283641	184761	122672	136679	85595	133652	127898	143653	201000	382799	113773	172604	99581	139665	102859	127105	96293	216737	249452	135657	130822	332793	195166	141370	37181	123584	104718	347183	155962	82249	171360	237288	246517	244306	91532	69180	88066	89434	245173	198492	92703	198849	88374	108687	60474	148305	168526	308920	152254	449580	185331	329711	471814	302868	423053	135748	309842	113053	273756	320186	496389	271865	103575	226900	310176	251231	404877	248412	239764	428616	294388	209828	311879	1084192	397525	270900	110388	323576	340749	347435	421502	755654	381100	133215	163288	312519	305996	365125	183965	378037	211624	143364	282571	169637	521747	189396	294859	428735	190531	371322	358207	373096	129448	176850	324738
641.513		DG (36:3) 	6.488				97277	103539	89703	88748	96333	88099	61750	85539	37366	82795	33125	61823	338499	83796	97732	45083	246715	62611	39206	127147	145985	49875	61922	54667	63478	67579	60828	157369	222634	42621	90771	56137	72161	48135	65704	48785	86611	160008	97370	89744	168749	79137	101410	26938	58734	36959	138700	132473	27956	79007	150568	76641	90966	62867	34600	45922	43292	102303	104677	51567	118707	61961	52883	38543	70390	130921	176654	73097	311525	97163	190949	334061	165501	271480	66050	277359	61487	123693	155621	465311	122067	55553	123361	150855	143246	189165	203415	132473	173874	153498	104282	171140	1056262	193383	149817	62702	256698	276422	227584	227862	479238	287953	97686	85375	126874	140824	354404	66261	213146	132756	52063	115026	120624	391320	99443	131816	225427	113918	210403	255352	282887	74420	97466	161454
662.566		DG (38:4) 	6.975				7423	7897	6849	5992	6928	6188	6207	5920	4428	6602	4095	7979	6446	8555	8689	7196	14799	9807	5902	3424	8546	9423	8434	5940	9980	11995	12766	7745	17180	4841	7051	5244	3482	4989	8807	2058	6877	10301	5055	9833	5604	7997	8367	3920	6450	7503	10291	4552	5996	12176	9434	5965	3336	8881	8881	4943	7184	5115	10883	5958	8771	4266	9351	1592	9987	8437	13288	7729	6933	6712	11011	9808	13469	13243	9895	7587	5102	14011	15355	22074	15498	5108	10038	18692	15202	19846	5511	12027	14997	18547	9505	11113	14925	7852	9755	2768	15151	8263	10956	9075	15040	8777	7574	20328	17310	9527	7866	9204	10003	13625	10626	8304	10868	23813	7427	9271	10314	11838	10231	17108	11124	10623	7964	14135
660.554		DG (38:5) 	6.323				8307	9018	7876	7157	7926	7270	7208	9226	4623	10002	4022	5511	10429	6515	11334	7624	6802	6196	5947	11471	4000	6394	5811	5983	7845	7116	9213	6691	20506	3832	7649	5868	4912	4949	5944	3877	8476	7339	5873	7684	10484	10553	7029	2743	12435	7677	6179	4160	7605	7853	8227	7743	9060	4996	4641	5685	5007	6121	5985	4485	4749	3421	6874	3113	6719	10266	14440	9486	16765	8451	11764	16600	8863	17831	6926	8151	4388	16527	16701	11355	14166	4737	8196	12693	8275	16740	6488	9719	11248	11081	8661	10251	27832	9048	7566	4256	9718	10290	10119	10678	23162	12188	6231	10057	20464	6972	10560	8851	10855	10791	9676	9245	7979	16209	7509	10298	12355	6030	10284	8835	12709	6960	5184	9397
862.624		Gal-Gal-Cer(d18:1/16:0) or Lactosylceramide(d18:1/16:0) 	4.82				2660	3753	3355	2901	3926	3015	2940	3764	5150	2787	2158	2710	102135	4925	2224	2846	4831	2923	1857	5623	7262	12032	3305	3611	3379	4004	2732	2287	7916	1732	3773	5226	1870	2058	3730	3166	3314	12646	4632	3087	4159	3518	5622	1700	19422	2897	9321	2053	2659	3079	2635	6259	5969	9384	29066	2012	5142	3043	106559	1883	4338	17308	3789	2057	1815	16515	35154	15259	13280	6182	18501	60015	16863	21366	20075	10427	5802	12675	30430	61930	10165	5489	44664	21312	28006	9066	4748	71904	14199	18288	17356	8893	5792	29586	11290	11914	14719	6364	73577	14648	31585	16187	16646	65901	13009	125298	9839	8321	43919	4363	28798	46382	19000	29402	8320	76258	39495	20928	37241	28994	22459	8799	7980	17897
286.147		Hydromorphone	0.682				10423	11615	14671	11838	12400	13865	3105	12120	2198	23014	9976	8092	3670	6827	20201	6810	672	23428	29574	4257	4334	7602	17935	8565	51548	19773	4162	9097	19258	2660	91217	8860	1628	41551	23497	12845	2619	12163	1921	10826	2708	85242	19920	13655	25336	9571	10670	880	5781	27987	33558	8923	11827	3490	662	12298	8628	12385	16276	5428	3044	7813	3075	1817	5342	4073	12270	2742	20678	20119	8390	5740	3899	18795	4062	562	16827	39775	2672	4538	6912	14503	10179	67333	10270	6359	4884	4574	6117	60958	14196	2135	48662	15395	15024	1544	18765	2362	7730	3017	71504	17245	9274	8335	17261	4441	11283	5481	30251	14895	4043	7454	3220	942	12387	3056	10558	11407	6906	1555	22623	1486	1980	3008
496.34		LPC (16:0) 	1.453				11557	12677	12449	11284	11246	11107	9343	4344	10472	12040	5036	9828	11285	12473	11062	8170	19079	29443	8606	10472	10031	12456	8193	4298	10737	9819	16140	8378	10067	3662	7528	7695	12891	8761	7765	21714	13059	17406	8254	6690	7487	21921	21432	19371	23287	18595	6576	10196	24236	27045	10373	30342	16290	51092	41071	8056	8424	12090	8405	4873	13043	21880	7346	15514	14652	31569	16868	16398	31158	18125	10710	34918	85110	31752	186830	20848	20187	231582	17332	72179	15842	10153	10822	47038	207265	20382	13330	20967	66106	17964	20054	23166	134313	22920	32945	460612	21409	12167	16296	17807	86353	29678	44975	39858	33784	17797	121224	36927	26022	7423	41616	17861	43263	1241636	20129	7453	17381	17038	8888	84475	20447	77921	7213	16165
