Metabolite name	Local ID	Units	S00008979	S00008980	S00008981	S00008982	S00008983	S00008984	S00008985	S00008986	S00008987	S00008988	S00008989	S00008990	S00008991	S00008992	S00008993	S00008994	S00008995	S00008996	S00008997	S00008998	S00008999	S00009000	S00009001	S00009002	S00009003	S00009004	S00009005	S00009006	S00009007	S00009008
GLYCINE	660145	Counts		17439	10215			19872	22973	14050	17704	21093	39530	25083	27319	21163	34888	28435	31664	20562	32433	36795	15425	15406	21025	15066	25597	47085	28571	17348	19554	21004
GLYCOLITHOCHOLIC ACID ETHYL ESTER	747744	Counts	23651	15473	29692				15013	12056		18484	12881	19323	11523	10906		19734						20491	10551				10188			
GUANINE	747000	Counts	503680	935047	364817	924645	572691	689818	530224	1436116	508567	515655	909374	591031	1307913	837939	668379	537512	585884	674491	652922	464921	2220918	1492434	346684	787888	1855834	521336	1302713	111445	281337	681234
GUANOSINE	747049	Counts	2814419	3273576	3467020	2567043	2643736	2293453	2942589	3109938	3197321	2382676	6050514	2924837	3577475	2863447	5053517	3167472	4096440	3248988	3664774	3106884	4047019	4556486	2779110	2417045	3027636	3965487	3264259	3458082	3124389	2887358
GUANOSINE 5` MONOPHOSPHATE	746849	Counts	56092	159377	8591	117685	31243	87890		63576					14747	6553	7352	7249				9223	14017	17765		30597	13390			11955		
GUANOSINE 5`-DIPHOSPHATE	747185	Counts	20928	134078	21234	193193	40949	33718	33029		36982		63518			39332	96935								48952	34096		42903		30083		69132
HEXITOL	747804	Counts	292145	336435	289430	244461	235582	215713	215813	322230	211722	247635	574374	359273	621014	323000	593080	542334	596344	409115	457242	865772	404210	315546	380634	416181	547889	418346	376926	454812	435592	522348
HEXOSE	747799	Counts	6058764	4850052	5037853	4363233	4867279	3220870	3619322	6142686	5787423	3921558	12669002	7750943	16982031	6901632	13085791	15886054	14482798	9057442	9145555	21727183	6316712	5935922	6922227	8074369	8683215	7422846	6639529	6790413	6515574	9335184
HIPPURATE	747661	Counts	141639	140487	105476	110656	45336	123858	51805	169939	99490	62155	81885	43893	192688	112105	98582	183453	112278	177974	69338	148403	178456	157563	81003	196894	188924	60021	83021	64677	48992	105882
HIPPURATE	747283	Counts	58736	81503	38143	65757	34687	60359	6153	122449	44250	32126	171046	46857	213259	119416	278015	124135	146138	136244		134930	201036	162799	92768	201826	210914	95174		55127		100024
HISTIDINE	747149	Counts	24461	52657		60671	43660	46260	32636	75258	65734	38406	70663	36650	95445	33752	83580	43875	93039	43334	44515	88880	71828	20359	23875	43218	90593	120976	43350	73279	44718	49622
HOMOCYSTEINE	747116	Counts	50330	48040	37288	47869	31936			60271	42726		66422	13526	84107	25905		83221		8407			42016	26486					44442			
HOMOCYSTINE	747117	Counts										135225		10074					12600	6304	5877	6839		6541	22887	21637		12844	12192	7033	10833	6908
HOMOSERINE	747002	Counts	25524	42149	24345	28974	35393	30887	29896	39985	24358	21331	43542	12002	53400	17886	44334	40268	45557	29555	30663	75869	41617	21524	40618	35387	56143	46474	36849	29858	33448	38310
HYDROXYPHENYLACETIC / MANDELIC ACID	747808	Counts	382251	396520	52650	76446	44782	441987	255950	452233	309580	319457	25159		92979	80518	34380	128422		71098		120429	136846	125805	54364	103980	88590	12509		72398		
HYPOTAURINE	747061	Counts		6186			13954	12846	12785	9768		12613	8774								15630	12218	19692		13042	8177	21032	30599	17398	11593	10179	7030
HYPOXANTHINE	747602	Counts		617161		467118	153951	491621	168928	820500	146804	241415	694662	376680	1260970	791251	383103	304892	173848	462279	288643		1275598	637514	128905	430796	988489	140749	219597	70550	57346	224817
HYPOXANTHINE	747034	Counts	872662	3343747	1499911	2737192	1832896	3591896	2447126	4428303	1831395	2846902	5990668	3656630	6892420	4518220	4540085	1875148	3562115	2449554	3311120	2297053	9200005	5026566	1864335	3212619	7227802	2802956	3093209	1633373	1041247	2957540
INDOLE-3-ACETIC ACID	747317	Counts		100767	11345					120998			224808	126894	298011		242269		180072		167912				154743		298628			70487		
INDOXYL	746896	Counts	156784	237742	165503	185543	135216	223978	157220	338352	153536	175302	164262	146478	252843	133759	238473	171991	174569	196644	223236	188106	289019	193707	147935	273350	272956	133632	197167	176769	110002	146196
INOSINE	747596	Counts		60333	81883		54388	71038	64152		64395	51549	1161608	320521	823269	546596	815312	287480	295814	407431	446554	238430	293957	212772	153440	127271	235948	256026	157668	93889	111474	110487
INOSINE	747022	Counts	1488501	1736471	3011296	1191523	1791545	2150449	2928674	2049477	2596843	2143163	15527191	5375844	8565220	5959626	13133649	4465942	8065496	5166562	9059704	6148119	5481752	4858253	4766808	2701870	4213976	6533307	4691564	4452423	4189665	3836951
INOSINE	747021	Counts		1041769		692647	1315358	1196889	1850859	1232254	1816496	1410097	9503973	4007593	4990964	3669354	8580973	2609613	5843986	3147643	5768726	4595172										
INOSINE 5`-DIPHOSPHATE	746807	Counts	62639		17234	59483				109362		77371		20742					14457	13942	30529		46198		31643							
ISOCITRIC ACID	747155	Counts	32842	118549	8465		37526	73183		162505					65661	45526		46950								105972						
KYNURENINE	747103	Counts	200424	169928	94302	133987	119010	180647	90835	203566	100464	110776	135205	95408	144347	84875	97001	139720	97454	122889	104430	123253	168482	155056	92426	149212	203931	92779	133534	144653	102475	189399
LEUCINE	756130	Counts	95062383	38291905	38075159	31585383	39022296	63855825	41796704	41879998	62542759	40497858	64917546	60531327	65253998	36665066	53001783	49863287	115974881	38277190	77854461	98846895	35731923	76107155	41465435	53924486	43088535	52298167	72459180	54207124	53336522	81485242
LUMICHROME	747676	Counts	36764	23535		40766	55287	41096	26467	35715	30951	43043																				
LUMICHROME	747319	Counts	43369	35040	6602	40057	51027	42997	28457	54566	30608	35394						10401					6363	11048								
LYSINE	747142	Counts	94498	149627	104701	128613	139468	118437	95790	169507	112883	105077	194145	116565	193074	105665	140797	135792	155999	148348	129846	199258	184669	91023	111076	140045	230345	134601	161186	120037	79471	130794
MALATE	746986	Counts	131529	569635	115359	569190	279871	399628	143445	721330	199991	155261	231093	158648	590820	344321	146215	272325	124380	293879	163182	152752	1019544	623151	202817	722982	1446492	186899	488655	251159	179348	539539
MANNOSE-6-PHOSPHATE	746830	Counts				15038					31776	12151		23331	5909	14138	13594			14130	20677	10476	20151	10420	6700			33459	23146	8264		
MELATONIN	747294	Counts	574840	408370	379094	348593	357176	411114	274929	530358	362283	336534	386220	309182	561768	327884	342095	568750	396646	394516	338758	604021	413885	449442	300505	526646	392394	296034	338939	289632	214610	267116
METHIONINE	746972	Counts	4079735	4813203	2103305	4554197	4339897	4044427	2269689	6123474	3186018	2509728	4235326	4236260	7488301	3781503	2587174	4400581	3546123	3624033	3245901	4419497	7271640	6138469	1946843	5960012	9492811	2477600	6773221	3732198	2010351	6588219
METHYL BETA-D-GALACTOSIDE	746846	Counts	90449	75369	74172	60842	70696	63167	78101	82464	78761	60860	102063	65359	88255	51625	81159	80106	87672	58700	64118	114733	84159	69176	75646	77651	98900	105919	96307	81987	87537	85305
METHYL JASMONATE	747447	Counts		30134	15640	40142	25977		12630	54397		6261			12456	12256				13190	9686		11881			17878	8776					
METHYL JASMONATE	747448	Counts		51301		36584		42668	27101	45486	13573	14158		13815	27987	24640		12079	12784	20469			6919			15167			9388			
METHYL PARABEN	747644	Counts	381721	315208	300851	241766	275710	441980	255950	450973	310542	261610	25172		92983	80594	28029	128422	23998	71200	67708	116413	144863	125798	54301	103886	88584	78592	85428	72480	52162	67106
MONO-ETHYL MALONATE	747224	Counts			8879					16344		9024	12095									13511	11637			15319			8824	15055		
N(PAI)-METHYL-L-HISTIDINE	747096	Counts		10728						11395			21009		12832	8821			9511	10103							11835	6052		5393		
N,N,N-TRIMETHYLLYSINE	747158	Counts	28048	37679	54563	43713		20657	35038	41102	70783	59792	37154	69561	34487	45764	57962	66803	75497	77790	59925	152204	46874		48388	35778	31447	33079	37740	35700	56176	38250
N-ACETYL-D-HEXOSAMINE	747784	Counts										9341	33063	8467	30614		7477				11207	5755		10116			20020	28284	18868		17804	8395
N-ACETYL-D-HEXOSAMINE	747787	Counts	20998	30701	13716	27050	34763	25500	20095	20099	13133	25351	16282	11043	5925	17605		14660	9846	9942	7812			23039		15996	5462					14364
N-ACETYL-DL-GLUTAMIC ACID	746857	Counts	348230	644654	196443	637372	333144	404002	201942	664558	283720	280062	339646	418474	667214	714449	308500	435623	340422	652281	454802	349775	873597	527912	127782	602329	1089910	206190	331721	271147	180815	319226
N-ACETYL-DL-GLUTAMIC ACID	747566	Counts	176162	155602	73857	180897	132221	129008	115618	178737	98579	112776	188716	186416	170030	191516	139178	158182	159413	178931	187189	157390	185208	238239	70295	143258	209702	110432	154803	169610	97469	229198
N-ACETYL-DL-METHIONINE	746803	Counts	27393	31162	20690	28791	18676	24018	16980	44678	32329	15169	33160	16187	48353	29893	30182	23999	30752	22034	28645	13826	69471	53590	47671	55204	52247	44525	55685	88592	38901	127958
N-ACETYL-DL-METHIONINE	747545	Counts	13797	31186	13990	30102	6454	19217	15152	39300	19719	7136	10353	17073	27988	24420	11266	11632	8477	17059	14104	8119	60238	38551	34327	56998	60645		26658		17204	22477
N-ACETYL-L-ALANINE	747563	Counts	32198	40590			17192	22946		39377			10135	27335	19072			19916			30579					17219						44839
N-ACETYL-L-ASPARTIC ACID	747548	Counts	215066	204804	117467	197208	175585	202964	123784	215400	143715	144712	172607	127934	156224	123509	87170	130397	102330	117234	116461	132932	220355	227079	89207	188156	251858	137631	226145	161091	139900	218355
N-ACETYL-L-ASPARTIC ACID	746808	Counts	157151	262412	188024	269434	93259	232236	330688	308571	247472	219446		31283	163891	136440		77833		130369	100441		269738	185093		178733	314023		283718	222377	166499	269685
N-ACETYL-L-LEUCINE	747327	Counts	87356	54476	77982	42693	50609	42765	15011	63722	48072	18271	38292	22641	39366	42203	32591	40660	63823	52351	43056	58272	48721	65767	12342	50045	34629	24050	9947	44684	6603	36095
N-ACETYLNEURAMINATE	747015	Counts	81349	124357		130771	140361	107134	49967	170811	45310	50891	78816		249742	160477	66435	245158	83832	345515	115700	140131	136329	153989	99562	228239	65453	124439	60970		48244	173629
N-ACETYLPUTRESCINE	746852	Counts	37715	100331	39522	88823	79430	72612	46603	85030	60563	41304	168987	179282	249052	110192	141216	142567	149427	146006	188618	215018	116396	54666	41135	111378	215505	45747	121408	85795	43083	116070
N-ACETYLSEROTONIN	747693	Counts	42939			44622								55629			67028	25454	24783		49815		61053				55497	48708				
N-ACETYLSEROTONIN	747356	Counts	199096	217105	150832	180742	119861	177396	115743	231631	150498	125856	160797	122166	244069	147956	178244	239582	180578	204515	164245	246964	250744	217398	185861	250230	258323	142681	265056	144202	217319	201785
N-CYCLOHEXYLFORMAMIDE	747391	Counts	47023	38718	30918	31535	36796	47496	12362	80472	28339	14410	13332	22308	51783	27181	49094	37198	46947	37794	41463	43722	39439	35619	28963	56208	31802	21971	22588	27348		14814
N-CYCLOHEXYLFORMAMIDE	747709	Counts	68021	64812	65888	47003	12556	51547	50703	65326	51329	9632	35485	21772	16659	41309	53137	50867	55908	73197	63423	41509	61658	40684	22352	78693	48770	22358	39612	44700	15189	5186
N-CYCLOHEXYLSULFAMIC ACID	747251	Counts	122663	140496	105479	110656	45322	124259	52529	169945	99811	61929	106901	43900	192690	104616	98646	175866	105116	171188	69591	140840	171281	163432	81001	196896	188930	62284	86265	68207	55971	154358
N6-(DELTA2-ISOPENTENYL)-ADENINE	747287	Counts	19549							22420			29888	17365		28462			47760		19439	45172				37762	41286			25988		
N6-(DELTA2-ISOPENTENYL)-ADENINE	747288	Counts	50571		20957	16593	15474		17542	9927	35680	31515	50491		24341	38783	20343	21127	7338	13965	17557	38592	32018	16989	15181	31978	44189		28097	14998		16423
NICOTINAMIDE	747004	Counts	554322	1011472	371893	1164670	752930	1311487	787881	1304736	584377	956391	726050	408197	842934	540544		392422		317671		499895	1523657	1156881		632012	1605950		670281			859312
NICOTINAMIDE ADENINE DINUCLEOTIDE	746950	Counts	19139625	25290969	11018620	26321831	18102493	19381316	13652775	21228793	16022737	14233487	10793322	11146761	10627686	14017976	8579791	9392332	7548190	12138677	12198055	7621884	29891877	30236587	17819496	22623087	32166458	17960759	22807150	22270703	23918355	22076430
NICOTINAMIDE ADENINE DINUCLEOTIDE	747586	Counts	2998880	3401436	2077687	3122532	3352629	3653791	2950058	2845914	3184363	2750058	1459523	2502140	1515912	2060669	1322290	1259862	1812049	1700605	2622724	1037180	443378	559242	2159692	674885	3391200	2800417	3951899	3410585	2696053	3049936
NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	746806	Counts	140272	252837	39762	296464	26928		46532	258880	58686	154852	110006	55669	63995	16325	30186	42673	54116	48560	94721	32439	197348	54046	106533	114748	400419	93109	193244	95969	170732	26787
NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	747547	Counts		237712	33839	220308	50638	76867	98941	253844	85426			118346				43162	56775	128396	45810				68642	41446		36765	171025	51117		
NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE	746770	Counts	563053	7284838		7508229	536255	5492164	353411	6311049				399662	3090941	4100684		2722220		3528141	447284	2245407	9340951	8851300		6970998	10073378		922200	6462204		2188575
NICOTINAMIDE MONONUCLEOTIDE	747055	Counts	73071	147078	94059	133346		54107	36936	190507	120903	100747	63428		121056	13626		52645	31761	105509		24458	283103	172475	34237	122464	238153	62298		47060	177723	13973
NICOTINAMIDE MONONUCLEOTIDE	756126	Counts		146658	88370	133249	120600	54119		190424		100853			121028			8444		104796		64591	269329	159097	118255		236334	152438			164570	
NICOTINIC ACID ADENINE DINUCLEOTIDE PHOSPHATE	747550	Counts	5245426	7285232	2903505	7468218	4998456	5458584	3677611	6293276	4369370	4028887	3002995	3115520	3080300	4098679	2320950	2731467	1993581	3547942	3327661	2053609	9232331	8758114	4929424	6929371	9942877	4835973	6591415	6133922	6596152	4307533
NICOTINIC ACID ADENINE DINUCLEOTIDE PHOSPHATE	746819	Counts	908219	1053775	644050	232594	992649	1087622	806597	947145	910801	849577	429380	663189	418196	516717	417271	343058	505579	446894	760755	308766	119746	158439	597010	181093	64482	804265	1138428	988082	777281	857650
O-ACETYL-L-CARNITINE	746885	Counts	14397504	16253681	14188617	16449239	17717061	15440141	16181243	16867857	16166179	16268159	16802978	15986337	15000969	12251227	14740309	10043265	15363948	11483659	17981850	16550358	16500986	14394285	13106762	15383982	21439573	11942291	15987536	2100333	13533122	14472269
O-ACETYL-L-CARNITINE	746886	Counts	44840	62809	49514	67446	57997	50817	63390	52794	45831	58197	37177	32873	32215	37694	29095	18525	33676	35659	52525	26407	52257	37907	35262	41679	88728	26305	19774	25054	41409	29080
O-PHOSPHO-DL-SERINE	747072	Counts	21953	106100	18087	111295	134223	111453	149792	118131	144966	97873	152250	110634	91541	37789	150901	49616	120384	69412	144355	61086	246644	133643	240219	160805	277746	339647	231954	246585	251698	177700
O-PHOSPHO-DL-SERINE	747521	Counts	24982	53089	68657	51179	67156		76181	53711			63853	84118			11404			61877	7807				57236	56083	38729				38469	40804
O-PHOSPHONOHEXOPYRANOSE	747780	Counts	115136	107411	254579	200582	288754	116180	406138	148043	275572	317326	212536	167690	69958	168100		57246	245080	137322	220604	30537	195524	155678	327606	92674	123221	418495	180856	270693	219127	88453
O-PHOSPHONOHEXOPYRANOSE	747781	Counts	158316	100600	202188	120513	210011	68818	191248		260804		401642				420959		479032					137799	223134		78307	267945		247883		
OPHTHALMIC ACID	747250	Counts	54915	214749	114108	211155	206769	181919	152230	219075	156763	176855		18012	21884	49287	11943	34048		45666			31167	8376		50069	41938	14808	12296	9235	9009	24004
ORNITHINE	746797	Counts	11839	47797	19163	26357	30421	36516	18394	38515	21900	17336	30104	22513	35922	17130	16936	24961	26310	25933	18241	34882	37157	10897	13125	20396	40580	12632	17025	16400		15761
OROTIDINE 5`-MONOPHOSPHATE	746785	Counts		13110	8545	14171					14463	23024		43850	13448	29554			20449	22917	36270						28096	34921	52056	62529	41460	16384
PANTOTHENIC ACID	747573	Counts	869152	685031	704984	726904	644026	699652	702213	885981	822080	757809	951976	680629	814987	756821	851280	723050	774319	667415	949083	829962	1307360	1174254	879735	1262722	1468501	863078	1203437	1250493	1035038	1048082
PANTOTHENIC ACID	746903	Counts	1572206	1362746	1106649	1309749	1215664	1401643	1319368	1708885	1523439	1402016	1844477	1315593	1577429	1449633	1685735	1325192	1580044	1388694	1746972	1538738	2459373	2371982	1799216	2267535	2732878	1924767	2151545	2282768	1993871	2048183
PENTITOL	747805	Counts	72205	103337	75660	90042	93026	79617	94601	116317	58657	60319	87010	79023	103573	65634	105456	90680	104340	78798	88190	134894	90156	37394	39424	60232	109754	88111	66447	103954	43519	89071
PENTOPYRANOSE	747776	Counts	38024	14073	53203	56750	34648		46873	83799	52901	43272					23679										23015	28702			18449	
PHENYLACETIC ACID	747716	Counts					8798		10033		15211				19260	14913	12144	7014	15908	12763			12804			22294	18562		7082	20146		11655
PHENYLACETIC ACID	747399	Counts				11203		6942	10200				9314	13537								13175	6582	19705		7106				5993		
