database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180830_R008	20180830_R007	20180830_R006	20180830_R005	20180830_R009	20180830_R004	20180830_R001	20180903_R095	20180903_R097	20180903_R098	20180903_R099	20180903_QC_20	20180903_QC_21	20180903_R090	20180903_R091	20180903_R092	20180903_R093	20180903_QC_16	20180903_QC_17	20180903_QC_18	20180903_QC_19	20180903_QC_12	20180903_QC_13	20180830_R061	20180903_QC_14	20180830_R060	20180903_QC_15	20180830_R055	20180830_R054	20180830_R053	20180903_QC_11	20180830_R052	20180830_R056	20180830_R051	20180830_R050	20180903_R073	20180903_R075	20180903_R076	20180903_R077	20180903_R110	20180903_R078	20180903_R111	20180903_R112	20180830_R044	20180830_R042	20180830_R041	20180830_R048	20180830_R047	20180903_R070	20180830_R046	20180903_R071	20180830_R045	20180903_R072	20180903_R114	20180903_R115	20180903_R118	20180903_R119	20180830_QC_19	20180903_R084	20180903_R085	20180830_R039	20180903_R086	20180830_R038	20180903_R087	20180903_R120	20180903_R089	20180830_R033	20180830_R032	20180830_R031	20180830_R030	20180830_R037	20180903_R080	20180903_R081	20180830_R035	20180903_R083	20180830_QC_20	20180830_QC_21	20180830_R029	20180830_R028	20180830_R020	20180830_R026	20180830_R025	20180830_R024	20180830_R023	20180830_QC_15	20180830_QC_16	20180830_QC_17	20180830_QC_18	20180830_R019	20180903_R062	20180830_R018	20180903_R063	20180830_R017	20180903_R064	20180830_R016	20180903_R066	20180903_R067	20180903_R100	20180903_R068	20180903_R101	20180903_R069	20180903_R102	20180830_R011	20180830_R010	20180830_R015	20180830_R014	20180830_R013	20180830_R012	20180903_R103	20180903_R104	20180903_R105	20180903_R107	20180903_R108	20180903_R109
CHEBI:74120	C7H14N2O3S	CSCC[C@H](NC(=O)CN)C(O)=O	"InChI=1S/C7H14N2O3S/c1-13-3-2-5(7(11)12)9-6(10)4-8/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t5-/m0/s1"	Glycyl-Methionine	227.046343		M+Na-2H	1	6.60925	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38																																																																																																																					
CHEBI:22951	C4H8O			Butanone	143.1070312		2M-H	1	6.626716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																					
CHEBI:145973	C15H22O	O=C(CCCCCCCC)C1=CC=CC=C1	"InChI=1S/C15H22O/c1-2-3-4-5-6-10-13-15(16)14-11-8-7-9-12-14/h7-9,11-12H,2-6,10,13H2,1H3"	N-Octyl phenyl ketone	263.1643198		M+FA-H	1	6.626716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:16424	C8H8O	[H]C(=O)Cc1ccccc1	"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2"	Phenylacetaldehyde	155.0258106		M+Cl	1	6.6442	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.6																																																																																																																					
CHEBI:89509	C9H14S	C=1C=CSC1CCCCC	"InChI=1S/C9H14S/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3"	2-Pentylthiophene	307.1552864		2M-H	1	6.6442	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.7																																																																																																																					
CHEBI:31038	C9H12O3	COc1cc(OC)cc(OC)c1	"InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3"	"1,3,5-Trimethoxybenzene"	335.1493981		2M-H	1	6.67915	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.1																																																																																																																					
CHEBI:34123	C13H28O	CCCCCCCCCCCCCO	"InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3"	Tridecanol	221.1892531		M+Na-2H	1	6.795283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:28671	C10H12O	CC(C)c1ccc(C=O)cc1	"InChI=1S/C10H12O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-8H,1-2H3"	Cuminaldehyde	169.0644666		M+Na-2H	1	6.830233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:76308	C14H26O4	OC(CCCCCCCCCCCCC(O)=O)=O	"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)"	Tetradecanedioic acid	257.1748244		M-H	1	6.8477	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:89509	C9H14S	C=1C=CSC1CCCCC	"InChI=1S/C9H14S/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3"	2-Pentylthiophene	307.1551181		2M-H	1	6.88265	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.3																																																																																																																					
CHEBI:89526	C6H8O	CC=1C=C(C)OC1	"InChI=1S/C6H8O/c1-5-3-6(2)7-4-5/h3-4H,1-2H3"	"2,4-Dimethylfuran"	191.1061645		2M-H	1	6.917616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:42504	C15H30O2	CCCCCCCCCCCCCCC(O)=O	"InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)"	Pentadecanoic acid	223.2054792		M-H2O-H	1	6.94635	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:89606	C18H30O4	C(CC1C(/C=C/C(CCCCCCCC(O)=O)=O)O1)CCC	"InChI=1S/C18H30O4/c1-2-3-7-11-16-17(22-16)14-13-15(19)10-8-5-4-6-9-12-18(20)21/h13-14,16-17H,2-12H2,1H3,(H,20,21)/b14-13+"	12(13)Ep-9-KODE	309.2061609		M-H	1	6.94635	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.6																																																																																																																					
CHEBI:28123	C4H11NO2	OCCNCCO	"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2"	Diethanolamine	209.1521496		2M-H	1	6.998783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																					
CHEBI:89984	C8H12O	CC(C)=C/C=C\C(C)=O	"InChI=1S/C8H12O/c1-7(2)5-4-6-8(3)9/h4-6H,1-3H3/b6-4-"	"6-Methyl-3,5-heptadien-2-one"	247.168921		2M-H	1	6.998783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.3																																																																																																																					
CHEBI:132606	C16H20O5	C1(=CC=CC=C1C(=O)OCC(CC)CCC(C)=O)C(=O)O	"InChI=1S/C16H20O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,12H,3,8-10H2,1-2H3,(H,18,19)"	Mono-(2-ethyl-5-oxohexyl) phthalate	291.1230869		M-H	1	7.016266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.2																																																																																																																					
CHEBI:73723	C20H37NO3	C(\CCCCCCCC(=O)NCC(O)=O)=C\CCCCCCCC	"InChI=1S/C20H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h9-10H,2-8,11-18H2,1H3,(H,21,22)(H,23,24)/b10-9-"	Oleoyl glycine	374.2440975		M+Cl	1	7.051216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.3																																																																																																																					
CHEBI:131743	C21H44NO7P	P(OC[C@@H](CO)OC(CCCCCCCCCCCCCCC)=O)(=O)(OCCN)O	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)29-20(18-23)19-28-30(25,26)27-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1"	LysoPE(0:0/16:0)	452.2772941		M-H	1	7.086166667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
CHEBI:86595	C12H22O2	CCCCCC\C=C/CCCC(O)=O	"InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h7-8H,2-6,9-11H2,1H3,(H,13,14)/b8-7-"	5Z-Dodecenoic acid	243.1593713		M+FA-H	1	7.132383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.1																																																																																																																					
CHEBI:68641	C10H12N2O	[H][C@]1(CCC(=O)N1C)c1cccnc1	"InChI=1S/C10H12N2O/c1-12-9(4-5-10(12)13)8-3-2-6-11-7-8/h2-3,6-7,9H,4-5H2,1H3/t9-/m0/s1"	Cotinine	351.1804251		2M-H	1	7.149866667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:18344	C10H7NO3	OC(=O)c1cc(O)c2ccccc2n1	"InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)"	Kynurenic acid	377.0764206		2M-H	1	7.167333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.5																																																																																																																					
CHEBI:131743	C21H44NO7P	P(OC[C@@H](CO)OC(CCCCCCCCCCCCCCC)=O)(=O)(OCCN)O	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)29-20(18-23)19-28-30(25,26)27-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1"	LysoPE(0:0/16:0)	434.2658892		M-H2O-H	1	7.167333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.2																																																																																																																					
CHEBI:15971	C6H9N3O2	N[C@@H](Cc1c[nH]cn1)C(O)=O	"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1"	L-Histidine	154.0624156		M-H	1	7.23725	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.8																																																																																																																					
CHEBI:32368	C11H22O2	CCCCCCCCCCC(O)=O	"InChI=1S/C11H22O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H,12,13)"	Undecanoic acid	167.1428519		M-H2O-H	1	7.23725	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:37550	C18H38NO5P	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O	"InChI=1S/C18H38NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)17(19)16-24-25(21,22)23/h14-15,17-18,20H,2-13,16,19H2,1H3,(H2,21,22,23)/b15-14+/t17-,18+/m0/s1"	Sphingosine 1-phosphate	424.2456903		M+FA-H	1	7.23725	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:545687	C12H20O4	OC(=O)CCCCCCCC\C=C\C(O)=O	"InChI=1S/C12H20O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h7,9H,1-6,8,10H2,(H,13,14)(H,15,16)/b9-7+"	Traumatic acid	249.1119719		M+Na-2H	1	7.283466667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:88854	C8H16	C/C(=C(/C(C)CCC)\[H])/[H]	"InChI=1S/C8H16/c1-4-6-8(3)7-5-2/h4,6,8H,5,7H2,1-3H3/b6-4+"	(E)-4-Methyl-2-heptene	157.1234034		M+FA-H	1	7.30095	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.9																																																																																																																					
CHEBI:4676	C12H22O4	OC(=O)CCCCCCCCCCC(O)=O	"InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)"	Dodecanedioic acid	211.1328215		M-H2O-H	1	7.30095	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:88427	C16H22O4	O1C(CCC=2C1=C(C(=C(C2C)O)C)C)(CCC(=O)O)C	"InChI=1S/C16H22O4/c1-9-10(2)15-12(11(3)14(9)19)5-7-16(4,20-15)8-6-13(17)18/h19H,5-8H2,1-4H3,(H,17,18)"	alpha-CEHC	277.1430959		M-H	1	7.30095	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
CHEBI:55365	C15H20O	CCCCCC\C(C=O)=C/c1ccccc1	"InChI=1S/C15H20O/c1-2-3-4-6-11-15(13-16)12-14-9-7-5-8-10-14/h5,7-10,12-13H,2-4,6,11H2,1H3/b15-12+"	2-Hexyl-3-phenyl-2-propenal	261.1489524		M+FA-H	1	7.318416667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38																																																																																																																					
CHEBI:145974	C6H15NO2Si	[Si](C[C@H](N)C(O)=O)(C)(C)C	"InChI=1S/C6H15NO2Si/c1-10(2,3)4-5(7)6(8)9/h5H,4,7H2,1-3H3,(H,8,9)/t5-/m0/s1"	Trimethylsilyl L-Alanine	321.1690565		2M-H	1	7.3359	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.7																																																																																																																					
CHEBI:89393	C14H26O2	C(CCC/C=C/CCCCCCCC)(=O)O	"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h9-10H,2-8,11-13H2,1H3,(H,15,16)/b10-9+"	5-Tetradecenoic acid	271.1910662		M+FA-H	1	7.353366667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
CHEBI:18015	C13H22O	CC(=O)CCC1=C(C)CCCC1(C)C	"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-9H2,1-4H3"	"4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone"	193.1602472		M-H	1	7.37085	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.9																																																																																																																					
CHEBI:28897	C15H32	CCCCCCCCCCCCCCC	"InChI=1S/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3"	Pentadecane	249.1870315		"M-H2O-H, M+K-2H"	1	7.37085	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.2																																																																																																																					
CHEBI:74078	C9H18N2O4	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CO)C(O)=O	"InChI=1S/C9H18N2O4/c1-3-5(2)7(10)8(13)11-6(4-12)9(14)15/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6-,7-/m0/s1"	Isoleucyl-Serine	435.2490428		2M-H	1	7.37085	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:89393	C14H26O2	C(CCC/C=C/CCCCCCCC)(=O)O	"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h9-10H,2-8,11-13H2,1H3,(H,15,16)/b10-9+"	5-Tetradecenoic acid	207.1748334		M-H2O-H	1	7.388333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.7																																																																																																																					
CHEBI:131743	C21H44NO7P	P(OC[C@@H](CO)OC(CCCCCCCCCCCCCCC)=O)(=O)(OCCN)O	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)29-20(18-23)19-28-30(25,26)27-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1"	LysoPE(0:0/16:0)	474.261163		M+Na-2H	1	7.388333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																					
CHEBI:145959	C13H16O	O=C(CC=1C(=C(C=CC1C)C)C)C=C	"InChI=1S/C13H16O/c1-5-12(14)8-13-10(3)7-6-9(2)11(13)4/h5-7H,1,8H2,2-4H3"	"3-Buten-2-one, 1-(2,3,6-trimethylphenyl)-"	225.0676368		M+K-2H	1	7.423283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.1																																																																																																																					
CHEBI:142593	C9H16O2	*C([H])=O		4-Hydroxynonenal	311.2218847		2M-H	1	7.423283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.6																																																																																																																					
CHEBI:7476	C14H14O3	COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O	"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1"	Naproxen	265.0624219		"M+Cl, M+K-2H"	1	7.4695	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:59270	C14H28O3	CCCCCCCCCCCCC(O)C(O)=O	"InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-13(15)14(16)17/h13,15H,2-12H2,1H3,(H,16,17)"	2-Hydroxymyristic acid	265.1768998		M+Na-2H	1	7.521933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.9																																																																																																																					
CHEBI:81556	C18H22O4	OC[C@H](Cc1cccc(O)c1)[C@H](CO)Cc1cccc(O)c1	"InChI=1S/C18H22O4/c19-11-15(7-13-3-1-5-17(21)9-13)16(12-20)8-14-4-2-6-18(22)10-14/h1-6,9-10,15-16,19-22H,7-8,11-12H2/t15-,16-/m0/s1"	Enterodiol	283.1360449		M-H2O-H	1	7.521933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36																																																																																																																					
CHEBI:88427	C16H22O4	O1C(CCC=2C1=C(C(=C(C2C)O)C)C)(CCC(=O)O)C	"InChI=1S/C16H22O4/c1-9-10(2)15-12(11(3)14(9)19)5-7-16(4,20-15)8-6-13(17)18/h19H,5-8H2,1-4H3,(H,17,18)"	alpha-CEHC	277.1434801		M-H	1	7.5394	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:89379	C15H20O4	O1C(CCC=2C1=C(C(=C(C2)O)C)C)(CCC(=O)O)C	"InChI=1S/C15H20O4/c1-9-10(2)14-11(8-12(9)16)4-6-15(3,19-14)7-5-13(17)18/h8,16H,4-7H2,1-3H3,(H,17,18)"	gamma-CEHC	245.1173177		M-H2O-H	1	7.556883333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:145959	C13H16O	O=C(CC=1C(=C(C=CC1C)C)C)C=C	"InChI=1S/C13H16O/c1-5-12(14)8-13-10(3)7-6-9(2)11(13)4/h5-7H,1,8H2,2-4H3"	"3-Buten-2-one, 1-(2,3,6-trimethylphenyl)-"	233.1167544		M+FA-H	1	7.574366667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36																																																																																																																					
CHEBI:64563	C24H50NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(16:0)	540.329172		M+FA-H	1	7.591833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.6																																																																																																																					
CHEBI:142593	C9H16O2	*C([H])=O		4-Hydroxynonenal	311.2214705		2M-H	1	7.620583333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
CHEBI:37270	C14H26O3	CCCCCCCCCCCC(=O)CC(O)=O	"InChI=1S/C14H26O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h2-12H2,1H3,(H,16,17)"	3-Oxotetradecanoic acid	241.1797011		M-H	1	7.63805	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
CHEBI:34123	C13H28O	CCCCCCCCCCCCCO	"InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3"	Tridecanol	221.1893416		M+Na-2H	1	7.655533333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
CHEBI:132983	C10H20O3	C(CC(CCCCCCC)O)(=O)O	"InChI=1S/C10H20O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h9,11H,2-8H2,1H3,(H,12,13)"	3-Hydroxycapric acid	169.1223715		M-H2O-H	1	7.673016667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:32320	C12H20O2	CC(=O)OC(C)(C)C1CCC(C)=CC1	"InChI=1S/C12H20O2/c1-9-5-7-11(8-6-9)12(3,4)14-10(2)13/h5,11H,6-8H2,1-4H3"	alpha-Terpineol acetate	391.2847746		2M-H	1	7.690483333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.9																																																																																																																					
CHEBI:76308	C14H26O4	OC(CCCCCCCCCCCCC(O)=O)=O	"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)"	Tetradecanedioic acid	257.1751246		M-H	1	7.707966667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:61726	C9H16O	[H]C(=O)C([H])=C([H])CCCCCC	"InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h7-9H,2-6H2,1H3"	2-Nonenal	279.2318774		2M-H	1	7.74305	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.7																																																																																																																					
CHEBI:86618	C9H18O2	CCCCCCC(=O)OCC	"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3"	Oenanthic ether	315.2543221		2M-H	1	7.74305	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.4																																																																																																																					
				LysoPE(15:0/0:0)	438.2615487		M-H	1	7.74305	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:83058	C23H44NO7P	O(C(=O)CCCCCCC/C=C\C/C=C\CCCCC)C[C@H](COP(OCCN)(=O)O)O	"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1"	"LysoPE(18:2(9Z,12Z)/0:0)"	476.2781276		M-H	1	7.74305	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																					
CHEBI:89816	C13H26O	CCCCCCCCCCCCC=O	"InChI=1S/C13H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h13H,2-12H2,1H3"	Tridecanal	243.1951985		M+FA-H	1	7.824216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
CHEBI:88730	C25H40O8	O[C@@H]1[C@@]2([C@]([C@]3([C@@]([C@@]4([C@@](CC3)(C[C@H](O[C@@H]5O[C@H]([C@@H](O)[C@@H](O)[C@H]5O)C(O)=O)CC4)[H])C)(CC2)[H])[H])(CC1)[H])C	"InChI=1S/C25H40O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-21,23,26-29H,3-11H2,1-2H3,(H,30,31)/t12-,13+,14-,15-,16-,17-,18+,19-,20+,21+,23+,24-,25-/m0/s1"	17-Hydroxyandrostane-3-glucuronide	449.2539427		M-H2O-H	1	7.859183333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.2																																																																																																																					
CHEBI:37270	C14H26O3	CCCCCCCCCCCC(=O)CC(O)=O	"InChI=1S/C14H26O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h2-12H2,1H3,(H,16,17)"	3-Oxotetradecanoic acid	241.1798144		M-H	1	7.87665	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
