database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180830_R008	20180830_R007	20180830_R006	20180830_R005	20180830_R009	20180830_R004	20180830_R001	20180903_R095	20180903_R097	20180903_R098	20180903_R099	20180903_QC_20	20180903_QC_21	20180903_R090	20180903_R091	20180903_R092	20180903_R093	20180903_QC_16	20180903_QC_17	20180903_QC_18	20180903_QC_19	20180903_QC_12	20180903_QC_13	20180830_R061	20180903_QC_14	20180830_R060	20180903_QC_15	20180830_R055	20180830_R054	20180830_R053	20180903_QC_11	20180830_R052	20180830_R056	20180830_R051	20180830_R050	20180903_R073	20180903_R075	20180903_R076	20180903_R077	20180903_R110	20180903_R078	20180903_R111	20180903_R112	20180830_R044	20180830_R042	20180830_R041	20180830_R048	20180830_R047	20180903_R070	20180830_R046	20180903_R071	20180830_R045	20180903_R072	20180903_R114	20180903_R115	20180903_R118	20180903_R119	20180830_QC_19	20180903_R084	20180903_R085	20180830_R039	20180903_R086	20180830_R038	20180903_R087	20180903_R120	20180903_R089	20180830_R033	20180830_R032	20180830_R031	20180830_R030	20180830_R037	20180903_R080	20180903_R081	20180830_R035	20180903_R083	20180830_QC_20	20180830_QC_21	20180830_R029	20180830_R028	20180830_R020	20180830_R026	20180830_R025	20180830_R024	20180830_R023	20180830_QC_15	20180830_QC_16	20180830_QC_17	20180830_QC_18	20180830_R019	20180903_R062	20180830_R018	20180903_R063	20180830_R017	20180903_R064	20180830_R016	20180903_R066	20180903_R067	20180903_R100	20180903_R068	20180903_R101	20180903_R069	20180903_R102	20180830_R011	20180830_R010	20180830_R015	20180830_R014	20180830_R013	20180830_R012	20180903_R103	20180903_R104	20180903_R105	20180903_R107	20180903_R108	20180903_R109
CHEBI:80473	C7H10N4O3	CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O	"InChI=1S/C7H10N4O3/c1-3(12)9-4-5(8)10-7(14)11(2)6(4)13/h8H2,1-2H3,(H,9,12)(H,10,14)"	5-Acetylamino-6-amino-3-methyluracil	179.0565553		M-H2O-H	1	3.005866667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	55.9																																																																																																																					
CHEBI:86595	C12H22O2	CCCCCC\C=C/CCCC(O)=O	"InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h7-8H,2-6,9-11H2,1H3,(H,13,14)/b8-7-"	5Z-Dodecenoic acid	219.1375784		M+Na-2H	1	8.399816667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.5																																																																																																																					
CHEBI:89362	C11H20O2	CCCCCCCC1CCC(=O)O1	"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-10-8-9-11(12)13-10/h10H,2-9H2,1H3"	xi-gamma-Undecalactone	165.1275525		M-H2O-H	1	5.313233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	56																																																																																																																					
CHEBI:17368	C5H4N4O	O=c1[nH]cnc2nc[nH]c12	"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)"	Hypoxanthine	135.0304745		M-H	1	1.47125	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	55.9																																																																																																																					
CHEBI:72737	C25H52NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(17:0)	508.342102		M-H	1	9.323783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.2																																																																																																																					
CHEBI:72736	C23H48NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(15:0)	480.313072		M-H	1	8.126383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	55.2																																																																																																																					
CHEBI:27781	C14H26O2	CCCC\C=C/CCCCCCCC(O)=O	"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"	Myristoleic acid	247.1691848		M+Na-2H	1	7.3359	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.8																																																																																																																					
CHEBI:145958	C9H10O	O=C(C=1C(=CC=CC1)C)C	"InChI=1S/C9H10O/c1-7-5-3-4-6-9(7)8(2)10/h3-6H,1-2H3"	2'-Methylacetophenone	421.229307		M-H	1	11.56788333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.8																																																																																																																					
CHEBI:43419	C24H40O4	[H][C@@]12C[C@@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@@H](O)C2)[C@H](C)CCC(O)=O	"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16+,17-,18+,19+,20+,22+,23+,24-/m1/s1"	Isoursodeoxycholic acid	391.2852221		"M-H, 2M-H"	1	7.87665	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	56.2																																																																																																																					
CHEBI:64563	C24H50NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(16:0)	530.3014678		M+Cl	1	8.126383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	53																																																																																																																					
CHEBI:73851	C24H48NO7P	O(C(=O)CCCCCCC/C=C\CCCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1"	LysoPC(16:1(9Z)/0:0)	528.285125		M+Cl	1	7.591833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	53.9																																																																																																																					
CHEBI:88455	C10H12N4O5	N1=CNC2=C(C1=O)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O	"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7+,10?/m1/s1"	Arabinosylhypoxanthine	267.0742026		M-H	1	2.412816667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	56.3																																																																																																																					
CHEBI:88921	C14H22O	CCC(/C=C/C1=C(C)CCCC1(C)C)=O	"InChI=1S/C14H22O/c1-5-12(15)8-9-13-11(2)7-6-10-14(13,3)4/h8-9H,5-7,10H2,1-4H3/b9-8+"	"1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-1-penten-3-one"	251.1644191		M+FA-H	1	7.388333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	55																																																																																																																					
CHEBI:89753	C28H48O5	C1[C@H](C[C@@]2([C@](C1)([C@@]3([C@@]([C@@H](C2)O)([C@]4([C@]([C@H](C3)O)([C@H](CC4)[C@@H](CCCC(C)C)C)C)[H])[H])[H])C)C(O)=O)O	"InChI=1S/C28H48O5/c1-16(2)7-6-8-17(3)19-9-10-20-24-21(13-23(31)27(19,20)5)26(4)12-11-18(29)14-28(26,25(32)33)15-22(24)30/h16-24,29-31H,6-15H2,1-5H3,(H,32,33)/t17-,18-,19-,20+,21+,22-,23+,24+,26-,27-,28+/m1/s1"	Trihydroxycoprostanoic acid	509.3438564		M+FA-H	1	9.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	49.9																																																																																																																					
CHEBI:74823	C8H16N2O4	CC(C)[C@H](NC(=O)[C@@H](N)CO)C(O)=O	"InChI=1S/C8H16N2O4/c1-4(2)6(8(13)14)10-7(12)5(9)3-11/h4-6,11H,3,9H2,1-2H3,(H,10,12)(H,13,14)/t5-,6-/m0/s1"	Serylvaline	203.1030565		"M-H2O-H, M-H"	1	0.576033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54																																																																																																																					
CHEBI:88751	C8H9NO5S	C1(=CC=C(C=C1)OS(=O)(=O)O)CC(N)=O	"InChI=1S/C8H9NO5S/c9-8(10)5-6-1-3-7(4-2-6)14-15(11,12)13/h1-4H,5H2,(H2,9,10)(H,11,12,13)"	Benzeneacetamide-4-O-sulphate	230.0126783		M-H	1	2.749933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	55.4																																																																																																																					
CHEBI:89887	C10H14O4	OC(=O)CCCC(=C)C(=C)CC(O)=O	"InChI=1S/C10H14O4/c1-7(4-3-5-9(11)12)8(2)6-10(13)14/h1-6H2,(H,11,12)(H,13,14)"	"3,4-Methylene suberic acid"	233.0579181		M+Cl	1	20.80411667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	53.5																																																																																																																					
CHEBI:19591	C6H10O	[H]C(=O)C([H])=C([H])CCC	"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3"	2-Hexenal	195.1390945		2M-H	1	7.23725	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	55.7																																																																																																																					
CHEBI:4259	C33H40N4O6	CCC1=C(C)C(=O)NC1Cc1[nH]c(\C=C2\N=C(CC3NC(=O)C(C=C)=C3C)C(C)=C\2CCC(O)=O)c(CCC(O)=O)c1C	"InChI=1S/C33H40N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h8,15,26-27,35H,2,7,9-14H2,1,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b28-15+"	D-Urobilin	569.2724689		M-H2O-H	1	8.213766667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50.8																																																																																																																					
CHEBI:89913	C9H12O4	OC(=O)CCC(=C)C(=C)CC(O)=O	"InChI=1S/C9H12O4/c1-6(3-4-8(10)11)7(2)5-9(12)13/h1-5H2,(H,10,11)(H,12,13)"	"3,4-Methylenepimelic acid"	221.0236824		M+K-2H	1	20.80411667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	52.7																																																																																																																					
				MG(0:0/15:0/0:0)	297.2430862		M-H2O-H	1	10.16685	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.3																																																																																																																					
CHEBI:88591	C13H16O3	CC/C(=C(/CCOC(C1=CC=CC=C1O)=O)\[H])/[H]	"InChI=1S/C13H16O3/c1-2-3-4-7-10-16-13(15)11-8-5-6-9-12(11)14/h3-6,8-9,14H,2,7,10H2,1H3/b4-3+"	3-Hexenyl salicylic acid	265.1069736		M+FA-H	1	5.42935	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	52.9																																																																																																																					
CHEBI:75216	C26H56NO6P	[C@@H](COCCCCCCCCCCCCCCCCCC)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1"	LysoPC(O-18:0)	544.3519415		M+Cl	1	9.934583333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51.1																																																																																																																					
CHEBI:46234	C14H18O4	COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O	"InChI=1S/C14H18O4/c1-8(2)6-7-10-9(3)11(15)13(17-4)14(18-5)12(10)16/h6H,7H2,1-5H3"	Ubiquinone-1	231.1032353		M-H2O-H	1	7.016266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.6																																																																																																																					
